Date,City,Pollutant,count,variance,min,max,median,AQI,Rounded_AQI,AQI_Severity
2025-11-27,Brisbane,pm10,181.68747976269242,109.86348036190262,2.635076238835455,24.24547435583299,10.41,6.8706000000000005,7,1 (Very Good)
