Date,City,Pollutant,count,variance,min,max,median,AQI,Rounded_AQI,AQI_Severity
2025-12-11,Adelaide,so2,0.0,57.593468249468515,1.1113313715771242,3.0277383649339615,2.6299999999999972,0.6525563909774429,1,1 (Very Good)
