Date,City,Pollutant,count,variance,min,max,median,AQI,Rounded_AQI,AQI_Severity
2025-12-03,Sydney,pm10,142.7375636796983,280.2522998984727,2.351536758044848,31.598116957751067,13.77,9.0882,9,1 (Very Good)
