Date,City,Pollutant,count,variance,min,max,median,AQI,Rounded_AQI,AQI_Severity
2025-12-22,Canberra,co,32.8583006892581,47.59674024619625,1.1060899368981931,6.6080145093305145,3.6629999999999985,20.146499999999993,20,1 (Very Good)
