City,Pollutant,RF_R2,RF_MAE,RF_RMSE
Adelaide,co,0.3961804980323941,0.2959836400817995,0.4776848536004008
Brisbane,co,0.8355508140012993,0.5794550898203595,1.0019257893802065
Canberra,co,0.5208699300977343,1.0358850574712641,1.508866964725976
Darwin,co,0.3749545684995974,0.590625,0.7802897838233757
Melbourne,co,0.6261684865131468,0.3806577540106951,0.6797850124131926
Newcastle,co,0.5924205959956537,0.29068965517241413,0.35341272150863234
Perth,co,1.0,0.0,0.0
Sydney,co,0.4985765779539787,0.391728697799127,0.5977093664659192
Wollongong,co,0.7072706397491542,0.26751126515316537,0.4735689965599423
