City,Pollutant,RF_R2,RF_MAE,RF_RMSE
Adelaide,no2,0.5983871497713414,0.6894850299401198,0.9590892885821702
Brisbane,no2,0.6480580691143557,0.8812925531914895,1.185420499501463
Canberra,no2,0.6092505462740114,0.4986900584795324,0.681138898338958
Darwin,no2,0.5801973413057826,0.2512228260869565,0.32699018566577664
Melbourne,no2,0.6693295059013809,1.3838595505617983,1.8414770741463886
Newcastle,no2,0.8055759546506738,1.2845797872340432,1.704094960082543
Perth,no2,0.4730787964959121,1.3287089015151514,1.8793962093847447
Sydney,no2,0.6406561701081459,1.5215767195767194,2.11843654039043
Wollongong,no2,0.7352489008810226,1.0932406417112301,1.43703664562029
