Date,City,Highest AQI,Rounded AQI
2023-06-03,Sydney,40.92,41
2023-06-03,Perth,15.84,16
2023-06-03,Newcastle,36.96,37
2023-06-03,Melbourne,52.8,53
2023-06-03,Launceston,22.44,22
2023-06-03,Darwin,27.72,28
2023-06-03,Canberra,63.36,63
2023-06-03,Brisbane,38.28,38
2023-06-03,Adelaide,22.44,22
2023-06-03,Hobart,17.16,17
2023-06-04,Melbourne,68.64,69
2023-06-04,Sydney,19.8,20
2023-06-04,Perth,11.328358208955224,11
2023-06-04,Newcastle,26.4,26
2023-06-04,Launceston,50.16,50
2023-06-04,Wollongong,22.44,22
2023-06-04,Darwin,36.96,37
2023-06-04,Adelaide,22.44,22
2023-06-04,Hobart,33.0,33
2023-06-04,Canberra,25.08,25
2023-06-04,Brisbane,34.32,34
2023-06-05,Wollongong,21.12,21
2023-06-05,Sydney,14.52,15
2023-06-05,Perth,13.298507462686567,13
2023-06-05,Newcastle,19.8,20
2023-06-05,Melbourne,38.28,38
2023-06-05,Darwin,58.08,58
2023-06-05,Canberra,19.8,20
2023-06-05,Brisbane,29.040000000000003,29
2023-06-05,Adelaide,27.72,28
2023-06-05,Hobart,39.6,40
2023-06-05,Launceston,55.44,55
2023-06-06,Melbourne,22.44,22
2023-06-06,Wollongong,15.84,16
2023-06-06,Sydney,17.16,17
2023-06-06,Perth,12.805970149253731,13
2023-06-06,Newcastle,21.12,21
2023-06-06,Hobart,74.58,75
2023-06-06,Darwin,46.2,46
2023-06-06,Canberra,35.64,36
2023-06-06,Brisbane,21.12,21
2023-06-06,Adelaide,27.72,28
2023-06-06,Launceston,39.6,40
2023-06-07,Wollongong,18.48,18
2023-06-07,Sydney,26.4,26
2023-06-07,Perth,9.35820895522388,9
2023-06-07,Newcastle,30.360000000000003,30
2023-06-07,Melbourne,22.44,22
2023-06-07,Hobart,55.44,55
2023-06-07,Darwin,40.92,41
2023-06-07,Canberra,46.2,46
2023-06-07,Brisbane,21.12,21
2023-06-07,Adelaide,27.72,28
2023-06-07,Launceston,50.16,50
2023-06-08,Newcastle,26.4,26
2023-06-08,Wollongong,26.4,26
2023-06-08,Perth,8.865671641791044,9
2023-06-08,Melbourne,18.48,18
2023-06-08,Sydney,18.48,18
2023-06-08,Hobart,17.16,17
2023-06-08,Brisbane,26.4,26
2023-06-08,Launceston,11.88,12
2023-06-08,Darwin,58.08,58
2023-06-08,Canberra,23.76,24
2023-06-09,Wollongong,13.2,13
2023-06-09,Sydney,18.48,18
2023-06-09,Perth,8.373134328358208,8
2023-06-09,Melbourne,26.4,26
2023-06-09,Newcastle,26.4,26
2023-06-09,Hobart,6.6000000000000005,7
2023-06-09,Darwin,74.58,75
2023-06-09,Canberra,17.16,17
2023-06-09,Brisbane,23.76,24
2023-06-09,Launceston,11.88,12
2023-06-10,Wollongong,22.44,22
2023-06-10,Sydney,27.72,28
2023-06-10,Perth,10.343283582089551,10
2023-06-10,Newcastle,35.64,36
2023-06-10,Melbourne,25.08,25
2023-06-10,Launceston,11.88,12
2023-06-10,Darwin,83.16,83
2023-06-10,Canberra,36.96,37
2023-06-10,Brisbane,27.72,28
2023-06-10,Hobart,6.6000000000000005,7
2023-06-11,Wollongong,23.76,24
2023-06-11,Sydney,52.8,53
2023-06-11,Perth,14.776119402985074,15
2023-06-11,Newcastle,69.96,70
2023-06-11,Melbourne,29.040000000000003,29
2023-06-11,Launceston,17.16,17
2023-06-11,Darwin,77.88,78
2023-06-11,Canberra,68.64,69
2023-06-11,Brisbane,71.28,71
2023-06-11,Hobart,11.88,12
2023-06-12,Wollongong,35.64,36
2023-06-12,Sydney,67.32,67
2023-06-12,Perth,7.880597014925373,8
2023-06-12,Melbourne,27.72,28
2023-06-12,Newcastle,66.66,67
2023-06-12,Hobart,27.72,28
2023-06-12,Brisbane,31.68,32
2023-06-12,Launceston,27.72,28
2023-06-12,Darwin,68.64,69
2023-06-12,Canberra,69.96,70
2023-06-13,Wollongong,33.0,33
2023-06-13,Sydney,30.360000000000003,30
2023-06-13,Perth,9.850746268656716,10
2023-06-13,Newcastle,42.24,42
2023-06-13,Melbourne,19.8,20
2023-06-13,Darwin,71.28,71
2023-06-13,Canberra,42.24,42
2023-06-13,Brisbane,33.0,33
2023-06-13,Adelaide,39.6,40
2023-06-13,Hobart,39.6,40
2023-06-13,Launceston,33.0,33
2023-06-14,Melbourne,25.08,25
2023-06-14,Wollongong,13.2,13
2023-06-14,Sydney,14.52,15
2023-06-14,Perth,13.298507462686567,13
2023-06-14,Newcastle,22.44,22
2023-06-14,Launceston,22.44,22
2023-06-14,Darwin,86.46000000000001,86
2023-06-14,Canberra,13.2,13
2023-06-14,Brisbane,26.4,26
2023-06-14,Adelaide,27.72,28
2023-06-14,Hobart,17.16,17
2023-06-15,Wollongong,14.52,15
2023-06-15,Sydney,19.8,20
2023-06-15,Perth,13.791044776119405,14
2023-06-15,Newcastle,27.72,28
2023-06-15,Melbourne,25.08,25
2023-06-15,Launceston,22.44,22
2023-06-15,Darwin,82.5,82
2023-06-15,Canberra,20.35,20
2023-06-15,Brisbane,23.76,24
2023-06-15,Adelaide,22.44,22
2023-06-15,Hobart,17.16,17
2023-06-16,Melbourne,22.44,22
2023-06-16,Sydney,34.32,34
2023-06-16,Perth,13.791044776119405,14
2023-06-16,Wollongong,22.44,22
2023-06-16,Launceston,17.16,17
2023-06-16,Newcastle,31.68,32
2023-06-16,Darwin,71.94,72
2023-06-16,Canberra,35.64,36
2023-06-16,Brisbane,39.6,40
2023-06-16,Adelaide,22.44,22
2023-06-16,Hobart,11.88,12
2023-06-17,Sydney,50.16,50
2023-06-17,Perth,7.92,8
2023-06-17,Newcastle,56.760000000000005,57
2023-06-17,Melbourne,17.16,17
2023-06-17,Launceston,17.16,17
2023-06-17,Wollongong,21.12,21
2023-06-17,Darwin,80.52,81
2023-06-17,Canberra,59.400000000000006,59
2023-06-17,Brisbane,46.2,46
2023-06-17,Adelaide,22.44,22
2023-06-17,Hobart,11.88,12
2023-06-18,Wollongong,15.84,16
2023-06-18,Sydney,27.72,28
2023-06-18,Perth,14.52,15
2023-06-18,Newcastle,55.44,55
2023-06-18,Melbourne,19.8,20
2023-06-18,Launceston,11.88,12
2023-06-18,Darwin,91.08,91
2023-06-18,Canberra,31.68,32
2023-06-18,Brisbane,43.56,44
2023-06-18,Adelaide,22.44,22
2023-06-18,Hobart,6.6000000000000005,7
2023-06-19,Melbourne,22.44,22
2023-06-19,Sydney,21.12,21
2023-06-19,Perth,13.2,13
2023-06-19,Newcastle,22.44,22
2023-06-19,Launceston,11.88,12
2023-06-19,Wollongong,23.76,24
2023-06-19,Darwin,93.06,93
2023-06-19,Adelaide,27.72,28
2023-06-19,Hobart,6.6000000000000005,7
2023-06-19,Canberra,18.48,18
2023-06-19,Brisbane,36.96,37
2023-06-20,Wollongong,21.12,21
2023-06-20,Sydney,18.48,18
2023-06-20,Perth,11.328358208955224,11
2023-06-20,Newcastle,19.8,20
2023-06-20,Melbourne,34.32,34
2023-06-20,Darwin,79.2,79
2023-06-20,Canberra,31.68,32
2023-06-20,Brisbane,19.8,20
2023-06-20,Adelaide,27.72,28
2023-06-20,Hobart,11.88,12
2023-06-20,Launceston,55.44,55
2023-06-21,Melbourne,40.92,41
2023-06-21,Wollongong,35.64,36
2023-06-21,Sydney,31.68,32
2023-06-21,Perth,9.35820895522388,9
2023-06-21,Newcastle,52.8,53
2023-06-21,Launceston,67.98,68
2023-06-21,Darwin,97.02,97
2023-06-21,Canberra,66.66,67
2023-06-21,Brisbane,36.96,37
2023-06-21,Adelaide,17.16,17
2023-06-21,Hobart,22.44,22
2023-06-22,Wollongong,26.4,26
2023-06-22,Sydney,55.44,55
2023-06-22,Perth,12.313432835820896,12
2023-06-22,Newcastle,55.44,55
2023-06-22,Melbourne,38.28,38
2023-06-22,Launceston,33.0,33
2023-06-22,Darwin,91.74,92
2023-06-22,Canberra,60.72,61
2023-06-22,Brisbane,46.2,46
2023-06-22,Adelaide,22.44,22
2023-06-22,Hobart,44.88,45
2023-06-23,Newcastle,40.92,41
2023-06-23,Wollongong,17.16,17
2023-06-23,Sydney,19.8,20
2023-06-23,Perth,14.776119402985074,15
2023-06-23,Melbourne,15.84,16
2023-06-23,Launceston,22.44,22
2023-06-23,Hobart,17.16,17
2023-06-23,Darwin,80.52,81
2023-06-23,Canberra,23.76,24
2023-06-23,Brisbane,54.120000000000005,54
2023-06-23,Adelaide,22.44,22
2023-06-24,Sydney,17.16,17
2023-06-24,Perth,13.298507462686567,13
2023-06-24,Newcastle,21.12,21
2023-06-24,Melbourne,15.84,16
2023-06-24,Launceston,22.44,22
2023-06-24,Wollongong,17.16,17
2023-06-24,Darwin,77.88,78
2023-06-24,Canberra,23.1,23
2023-06-24,Brisbane,25.08,25
2023-06-24,Adelaide,22.44,22
2023-06-24,Hobart,22.44,22
2023-06-25,Wollongong,18.7,19
2023-06-25,Sydney,14.52,15
2023-06-25,Perth,13.298507462686567,13
2023-06-25,Newcastle,31.68,32
2023-06-25,Melbourne,17.16,17
2023-06-25,Launceston,11.88,12
2023-06-25,Darwin,71.94,72
2023-06-25,Canberra,22.55,23
2023-06-25,Brisbane,58.08,58
2023-06-25,Adelaide,26.4,26
2023-06-25,Hobart,22.44,22
2023-06-26,Melbourne,21.12,21
2023-06-26,Sydney,13.2,13
2023-06-26,Perth,10.343283582089551,10
2023-06-26,Newcastle,17.16,17
2023-06-26,Launceston,17.16,17
2023-06-26,Wollongong,15.84,16
2023-06-26,Darwin,39.6,40
2023-06-26,Adelaide,27.72,28
2023-06-26,Hobart,6.6000000000000005,7
2023-06-26,Canberra,23.65,24
2023-06-26,Brisbane,18.48,18
2023-06-27,Wollongong,19.8,20
2023-06-27,Sydney,23.76,24
2023-06-27,Perth,14.52,15
2023-06-27,Newcastle,29.040000000000003,29
2023-06-27,Melbourne,27.72,28
2023-06-27,Darwin,47.52,48
2023-06-27,Canberra,19.8,20
2023-06-27,Brisbane,21.12,21
2023-06-27,Adelaide,27.72,28
2023-06-27,Hobart,6.6000000000000005,7
2023-06-27,Launceston,17.16,17
2023-06-28,Melbourne,22.44,22
2023-06-28,Wollongong,23.76,24
2023-06-28,Sydney,33.0,33
2023-06-28,Perth,14.52,15
2023-06-28,Newcastle,29.040000000000003,29
2023-06-28,Launceston,17.16,17
2023-06-28,Darwin,51.48,51
2023-06-28,Canberra,26.4,26
2023-06-28,Brisbane,59.400000000000006,59
2023-06-28,Adelaide,33.0,33
2023-06-28,Hobart,6.6000000000000005,7
2023-06-29,Wollongong,21.12,21
2023-06-29,Sydney,18.48,18
2023-06-29,Perth,9.24,9
2023-06-29,Newcastle,18.48,18
2023-06-29,Melbourne,19.8,20
2023-06-29,Launceston,27.72,28
2023-06-29,Darwin,52.8,53
2023-06-29,Canberra,27.72,28
2023-06-29,Brisbane,17.16,17
2023-06-29,Adelaide,22.44,22
2023-06-29,Hobart,6.6000000000000005,7
2023-06-30,Newcastle,18.48,18
2023-06-30,Wollongong,10.244776119402983,10
2023-06-30,Sydney,17.16,17
2023-06-30,Perth,10.56,11
2023-06-30,Melbourne,18.48,18
2023-06-30,Launceston,11.88,12
2023-06-30,Hobart,6.6000000000000005,7
2023-06-30,Darwin,62.040000000000006,62
2023-06-30,Canberra,25.85,26
2023-06-30,Brisbane,14.52,15
2023-06-30,Adelaide,18.48,18
2023-07-01,Sydney,19.8,20
2023-07-01,Perth,15.84,16
2023-07-01,Newcastle,17.16,17
2023-07-01,Melbourne,21.12,21
2023-07-01,Launceston,60.72,61
2023-07-01,Wollongong,14.52,15
2023-07-01,Darwin,67.32,67
2023-07-01,Canberra,29.040000000000003,29
2023-07-01,Brisbane,21.12,21
2023-07-01,Adelaide,27.72,28
2023-07-01,Hobart,6.6000000000000005,7
2023-07-02,Wollongong,23.76,24
2023-07-02,Sydney,22.44,22
2023-07-02,Perth,10.835820895522389,11
2023-07-02,Newcastle,30.360000000000003,30
2023-07-02,Melbourne,25.08,25
2023-07-02,Launceston,79.2,79
2023-07-02,Darwin,72.6,73
2023-07-02,Canberra,64.68,65
2023-07-02,Brisbane,34.32,34
2023-07-02,Adelaide,36.96,37
2023-07-02,Hobart,11.88,12
2023-07-03,Melbourne,42.24,42
2023-07-03,Sydney,39.6,40
2023-07-03,Perth,11.82089552238806,12
2023-07-03,Newcastle,38.28,38
2023-07-03,Launceston,60.72,61
2023-07-03,Wollongong,23.76,24
2023-07-03,Darwin,87.12,87
2023-07-03,Adelaide,27.72,28
2023-07-03,Hobart,17.16,17
2023-07-03,Canberra,66.66,67
2023-07-03,Brisbane,27.72,28
2023-07-04,Wollongong,18.48,18
2023-07-04,Sydney,38.28,38
2023-07-04,Perth,16.253731343283583,16
2023-07-04,Newcastle,34.32,34
2023-07-04,Melbourne,48.84,49
2023-07-04,Darwin,70.62,71
2023-07-04,Canberra,47.52,48
2023-07-04,Brisbane,26.4,26
2023-07-04,Adelaide,27.72,28
2023-07-04,Hobart,55.44,55
2023-07-04,Launceston,80.52,81
2023-07-05,Melbourne,34.32,34
2023-07-05,Wollongong,22.44,22
2023-07-05,Sydney,27.72,28
2023-07-05,Perth,16.253731343283583,16
2023-07-05,Newcastle,22.44,22
2023-07-05,Launceston,69.3,69
2023-07-05,Darwin,67.98,68
2023-07-05,Canberra,17.16,17
2023-07-05,Brisbane,27.72,28
2023-07-05,Adelaide,17.16,17
2023-07-05,Hobart,44.88,45
2023-07-06,Wollongong,15.84,16
2023-07-06,Sydney,21.12,21
2023-07-06,Perth,13.791044776119405,14
2023-07-06,Newcastle,13.2,13
2023-07-06,Melbourne,17.16,17
2023-07-06,Launceston,55.44,55
2023-07-06,Darwin,70.62,71
2023-07-06,Canberra,25.08,25
2023-07-06,Brisbane,23.76,24
2023-07-06,Adelaide,17.16,17
2023-07-06,Hobart,44.88,45
2023-07-07,Newcastle,14.52,15
2023-07-07,Wollongong,13.2,13
2023-07-07,Sydney,14.52,15
2023-07-07,Perth,14.28358208955224,14
2023-07-07,Melbourne,15.84,16
2023-07-07,Launceston,17.16,17
2023-07-07,Hobart,22.44,22
2023-07-07,Darwin,67.32,67
2023-07-07,Canberra,29.15,29
2023-07-07,Brisbane,14.52,15
2023-07-07,Adelaide,27.72,28
2023-07-08,Sydney,14.52,15
2023-07-08,Perth,7.388059701492537,7
2023-07-08,Newcastle,14.52,15
2023-07-08,Melbourne,21.12,21
2023-07-08,Launceston,17.16,17
2023-07-08,Wollongong,13.2,13
2023-07-08,Darwin,67.32,67
2023-07-08,Canberra,14.52,15
2023-07-08,Brisbane,17.16,17
2023-07-08,Adelaide,50.16,50
2023-07-08,Hobart,6.6000000000000005,7
2023-07-09,Wollongong,13.2,13
2023-07-09,Sydney,17.16,17
2023-07-09,Perth,10.835820895522389,11
2023-07-09,Newcastle,21.12,21
2023-07-09,Melbourne,18.48,18
2023-07-09,Launceston,11.88,12
2023-07-09,Darwin,34.32,34
2023-07-09,Canberra,19.8,20
2023-07-09,Brisbane,19.8,20
2023-07-09,Adelaide,27.72,28
2023-07-09,Hobart,6.6000000000000005,7
2023-07-10,Melbourne,15.84,16
2023-07-10,Sydney,21.12,21
2023-07-10,Perth,9.850746268656716,10
2023-07-10,Newcastle,23.76,24
2023-07-10,Launceston,11.88,12
2023-07-10,Wollongong,11.88,12
2023-07-10,Darwin,69.3,69
2023-07-10,Adelaide,27.72,28
2023-07-10,Hobart,6.6000000000000005,7
2023-07-10,Canberra,30.25,30
2023-07-10,Brisbane,34.32,34
2023-07-11,Wollongong,23.76,24
2023-07-11,Sydney,27.72,28
2023-07-11,Perth,11.328358208955224,11
2023-07-11,Newcastle,39.6,40
2023-07-11,Melbourne,30.360000000000003,30
2023-07-11,Darwin,75.24,75
2023-07-11,Canberra,30.8,31
2023-07-11,Brisbane,50.16,50
2023-07-11,Adelaide,22.44,22
2023-07-11,Hobart,6.6000000000000005,7
2023-07-11,Launceston,17.16,17
2023-07-12,Melbourne,21.12,21
2023-07-12,Wollongong,33.0,33
2023-07-12,Sydney,38.28,38
2023-07-12,Perth,11.328358208955224,11
2023-07-12,Newcastle,56.760000000000005,57
2023-07-12,Launceston,22.44,22
2023-07-12,Darwin,72.6,73
2023-07-12,Canberra,52.8,53
2023-07-12,Brisbane,48.84,49
2023-07-12,Adelaide,27.72,28
2023-07-12,Hobart,6.6000000000000005,7
2023-07-13,Wollongong,23.76,24
2023-07-13,Sydney,42.24,42
2023-07-13,Perth,16.253731343283583,16
2023-07-13,Newcastle,47.52,48
2023-07-13,Melbourne,18.48,18
2023-07-13,Launceston,22.44,22
2023-07-13,Darwin,77.88,78
2023-07-13,Canberra,38.28,38
2023-07-13,Brisbane,31.68,32
2023-07-13,Adelaide,22.44,22
2023-07-13,Hobart,11.88,12
2023-07-14,Melbourne,13.2,13
2023-07-14,Sydney,40.92,41
2023-07-14,Perth,13.298507462686567,13
2023-07-14,Newcastle,52.8,53
2023-07-14,Launceston,17.16,17
2023-07-14,Wollongong,19.8,20
2023-07-14,Darwin,71.94,72
2023-07-14,Canberra,42.24,42
2023-07-14,Brisbane,39.6,40
2023-07-14,Adelaide,19.8,20
2023-07-14,Hobart,6.6000000000000005,7
2023-07-15,Wollongong,29.040000000000003,29
2023-07-15,Sydney,30.360000000000003,30
2023-07-15,Perth,8.373134328358208,8
2023-07-15,Newcastle,66.0,66
2023-07-15,Melbourne,14.52,15
2023-07-15,Launceston,11.88,12
2023-07-15,Hobart,6.6000000000000005,7
2023-07-15,Darwin,77.22,77
2023-07-15,Canberra,31.68,32
2023-07-15,Brisbane,69.96,70
2023-07-15,Adelaide,22.44,22
2023-07-16,Wollongong,29.040000000000003,29
2023-07-16,Sydney,33.0,33
2023-07-16,Perth,14.52,15
2023-07-16,Newcastle,47.52,48
2023-07-16,Melbourne,39.6,40
2023-07-16,Launceston,11.88,12
2023-07-16,Hobart,6.6000000000000005,7
2023-07-16,Darwin,69.3,69
2023-07-16,Canberra,66.66,67
2023-07-16,Adelaide,44.88,45
2023-07-17,Wollongong,29.040000000000003,29
2023-07-17,Sydney,34.32,34
2023-07-17,Perth,7.92,8
2023-07-17,Newcastle,26.4,26
2023-07-17,Melbourne,35.64,36
2023-07-17,Launceston,11.88,12
2023-07-17,Hobart,6.6000000000000005,7
2023-07-17,Darwin,59.400000000000006,59
2023-07-17,Canberra,66.66,67
2023-07-17,Brisbane,21.12,21
2023-07-17,Adelaide,27.72,28
2023-07-18,Wollongong,26.4,26
2023-07-18,Sydney,30.360000000000003,30
2023-07-18,Perth,11.82089552238806,12
2023-07-18,Newcastle,39.6,40
2023-07-18,Melbourne,27.72,28
2023-07-18,Launceston,11.88,12
2023-07-18,Hobart,6.6000000000000005,7
2023-07-18,Darwin,50.16,50
2023-07-18,Canberra,51.48,51
2023-07-18,Brisbane,23.76,24
2023-07-18,Adelaide,33.0,33
2023-07-19,Wollongong,25.08,25
2023-07-19,Sydney,22.44,22
2023-07-19,Perth,15.761194029850746,16
2023-07-19,Newcastle,27.72,28
2023-07-19,Melbourne,40.92,41
2023-07-19,Launceston,22.44,22
2023-07-19,Hobart,11.88,12
2023-07-19,Darwin,67.32,67
2023-07-19,Canberra,38.5,38
2023-07-19,Brisbane,34.32,34
2023-07-19,Adelaide,29.040000000000003,29
2023-07-20,Wollongong,39.6,40
2023-07-20,Sydney,40.92,41
2023-07-20,Perth,9.35820895522388,9
2023-07-20,Newcastle,42.24,42
2023-07-20,Melbourne,25.08,25
2023-07-20,Launceston,22.44,22
2023-07-20,Hobart,17.16,17
2023-07-20,Darwin,68.64,69
2023-07-20,Canberra,52.8,53
2023-07-20,Brisbane,40.92,41
2023-07-20,Adelaide,27.72,28
2023-07-21,Wollongong,25.08,25
2023-07-21,Sydney,26.4,26
2023-07-21,Perth,11.328358208955224,11
2023-07-21,Newcastle,35.64,36
2023-07-21,Melbourne,26.4,26
2023-07-21,Launceston,44.88,45
2023-07-21,Hobart,11.88,12
2023-07-21,Darwin,81.18,81
2023-07-21,Canberra,29.040000000000003,29
2023-07-21,Brisbane,67.32,67
2023-07-21,Adelaide,33.0,33
2023-07-22,Wollongong,26.4,26
2023-07-22,Sydney,21.12,21
2023-07-22,Perth,13.2,13
2023-07-22,Newcastle,26.4,26
2023-07-22,Melbourne,33.0,33
2023-07-22,Adelaide,22.44,22
2023-07-22,Hobart,17.16,17
2023-07-22,Darwin,82.5,82
2023-07-22,Canberra,43.56,44
2023-07-22,Brisbane,54.120000000000005,54
2023-07-22,Launceston,44.88,45
2023-07-23,Sydney,42.24,42
2023-07-23,Perth,10.835820895522389,11
2023-07-23,Newcastle,36.96,37
2023-07-23,Melbourne,33.0,33
2023-07-23,Launceston,27.72,28
2023-07-23,Wollongong,23.76,24
2023-07-23,Darwin,66.66,67
2023-07-23,Canberra,66.66,67
2023-07-23,Brisbane,50.16,50
2023-07-23,Adelaide,22.44,22
2023-07-23,Hobart,11.88,12
2023-07-24,Wollongong,30.360000000000003,30
2023-07-24,Sydney,21.12,21
2023-07-24,Perth,11.328358208955224,11
2023-07-24,Newcastle,17.16,17
2023-07-24,Melbourne,25.08,25
2023-07-24,Launceston,27.72,28
2023-07-24,Darwin,66.66,67
2023-07-24,Canberra,70.62,71
2023-07-24,Brisbane,30.360000000000003,30
2023-07-24,Adelaide,27.72,28
2023-07-24,Hobart,6.6000000000000005,7
2023-07-25,Melbourne,23.76,24
2023-07-25,Sydney,46.2,46
2023-07-25,Perth,10.343283582089551,10
2023-07-25,Newcastle,38.28,38
2023-07-25,Launceston,39.6,40
2023-07-25,Wollongong,43.56,44
2023-07-25,Darwin,70.62,71
2023-07-25,Adelaide,33.0,33
2023-07-25,Hobart,17.16,17
2023-07-25,Canberra,69.3,69
2023-07-25,Brisbane,27.72,28
2023-07-26,Wollongong,33.0,33
2023-07-26,Sydney,46.2,46
2023-07-26,Perth,13.298507462686567,13
2023-07-26,Newcastle,47.52,48
2023-07-26,Melbourne,48.84,49
2023-07-26,Darwin,69.3,69
2023-07-26,Canberra,67.98,68
2023-07-26,Brisbane,27.72,28
2023-07-26,Adelaide,27.72,28
2023-07-26,Hobart,6.6000000000000005,7
2023-07-26,Launceston,11.88,12
2023-07-27,Melbourne,39.6,40
2023-07-27,Wollongong,33.0,33
2023-07-27,Sydney,48.84,49
2023-07-27,Perth,13.298507462686567,13
2023-07-27,Newcastle,48.84,49
2023-07-27,Launceston,17.16,17
2023-07-27,Darwin,80.52,81
2023-07-27,Canberra,67.32,67
2023-07-27,Brisbane,26.4,26
2023-07-27,Adelaide,22.44,22
2023-07-27,Hobart,11.88,12
2023-07-28,Wollongong,23.76,24
2023-07-28,Sydney,29.040000000000003,29
2023-07-28,Perth,14.776119402985074,15
2023-07-28,Newcastle,43.56,44
2023-07-28,Melbourne,18.48,18
2023-07-28,Launceston,17.16,17
2023-07-28,Darwin,81.84,82
2023-07-28,Canberra,38.28,38
2023-07-28,Brisbane,27.72,28
2023-07-28,Adelaide,27.72,28
2023-07-28,Hobart,6.6000000000000005,7
2023-07-29,Newcastle,40.92,41
2023-07-29,Wollongong,26.4,26
2023-07-29,Sydney,42.24,42
2023-07-29,Perth,14.28358208955224,14
2023-07-29,Melbourne,21.12,21
2023-07-29,Adelaide,27.72,28
2023-07-29,Hobart,6.6000000000000005,7
2023-07-29,Brisbane,36.96,37
2023-07-29,Launceston,11.88,12
2023-07-29,Darwin,67.32,67
2023-07-29,Canberra,29.040000000000003,29
2023-07-30,Wollongong,22.44,22
2023-07-30,Sydney,43.56,44
2023-07-30,Perth,12.805970149253731,13
2023-07-30,Newcastle,38.28,38
2023-07-30,Launceston,17.16,17
2023-07-30,Melbourne,21.12,21
2023-07-30,Darwin,67.32,67
2023-07-30,Canberra,22.44,22
2023-07-30,Brisbane,40.92,41
2023-07-30,Adelaide,26.4,26
2023-07-30,Hobart,6.6000000000000005,7
2023-07-31,Newcastle,25.08,25
2023-07-31,Wollongong,18.48,18
2023-07-31,Sydney,26.4,26
2023-07-31,Perth,9.24,9
2023-07-31,Melbourne,26.4,26
2023-07-31,Brisbane,51.48,51
2023-07-31,Hobart,11.88,12
2023-07-31,Darwin,69.3,69
2023-07-31,Canberra,18.48,18
2023-07-31,Adelaide,22.44,22
2023-07-31,Launceston,17.16,17
2023-08-01,Melbourne,26.4,26
2023-08-01,Sydney,23.76,24
2023-08-01,Perth,11.82089552238806,12
2023-08-01,Newcastle,30.360000000000003,30
2023-08-01,Launceston,11.88,12
2023-08-01,Wollongong,19.8,20
2023-08-01,Darwin,69.3,69
2023-08-01,Canberra,26.4,26
2023-08-01,Brisbane,56.760000000000005,57
2023-08-01,Adelaide,22.44,22
2023-08-01,Hobart,17.16,17
2023-08-02,Wollongong,31.68,32
2023-08-02,Sydney,44.88,45
2023-08-02,Perth,14.776119402985074,15
2023-08-02,Newcastle,46.2,46
2023-08-02,Melbourne,38.28,38
2023-08-02,Brisbane,36.96,37
2023-08-02,Hobart,11.88,12
2023-08-02,Darwin,67.32,67
2023-08-02,Canberra,51.48,51
2023-08-02,Launceston,33.0,33
2023-08-02,Adelaide,27.72,28
2023-08-03,Sydney,33.0,33
2023-08-03,Perth,13.791044776119405,14
2023-08-03,Newcastle,34.32,34
2023-08-03,Melbourne,31.68,32
2023-08-03,Wollongong,34.32,34
2023-08-03,Launceston,17.16,17
2023-08-03,Darwin,46.2,46
2023-08-03,Canberra,69.3,69
2023-08-03,Brisbane,21.12,21
2023-08-03,Adelaide,17.16,17
2023-08-03,Hobart,11.88,12
2023-08-04,Wollongong,67.32,67
2023-08-04,Sydney,55.44,55
2023-08-04,Perth,7.92,8
2023-08-04,Newcastle,47.52,48
2023-08-04,Melbourne,25.08,25
2023-08-04,Hobart,17.16,17
2023-08-04,Darwin,54.120000000000005,54
2023-08-04,Canberra,66.66,67
2023-08-04,Brisbane,21.12,21
2023-08-04,Adelaide,27.72,28
2023-08-04,Launceston,22.44,22
2023-08-05,Wollongong,26.4,26
2023-08-05,Sydney,55.44,55
2023-08-05,Perth,10.835820895522389,11
2023-08-05,Newcastle,63.36,63
2023-08-05,Melbourne,22.44,22
2023-08-05,Launceston,11.88,12
2023-08-05,Darwin,43.56,44
2023-08-05,Canberra,38.28,38
2023-08-05,Brisbane,30.360000000000003,30
2023-08-05,Adelaide,22.44,22
2023-08-05,Hobart,6.6000000000000005,7
2023-08-06,Sydney,21.12,21
2023-08-06,Perth,9.850746268656716,10
2023-08-06,Newcastle,22.44,22
2023-08-06,Melbourne,26.4,26
2023-08-06,Launceston,44.88,45
2023-08-06,Wollongong,18.48,18
2023-08-06,Darwin,71.28,71
2023-08-06,Canberra,46.2,46
2023-08-06,Brisbane,30.360000000000003,30
2023-08-06,Adelaide,22.44,22
2023-08-06,Hobart,11.88,12
2023-08-07,Wollongong,14.52,15
2023-08-07,Sydney,22.44,22
2023-08-07,Perth,11.88,12
2023-08-07,Newcastle,19.8,20
2023-08-07,Melbourne,33.0,33
2023-08-07,Launceston,33.0,33
2023-08-07,Darwin,69.3,69
2023-08-07,Canberra,51.7,52
2023-08-07,Brisbane,26.4,26
2023-08-07,Adelaide,34.32,34
2023-08-07,Hobart,11.88,12
2023-08-08,Melbourne,67.32,67
2023-08-08,Sydney,30.360000000000003,30
2023-08-08,Perth,12.805970149253731,13
2023-08-08,Newcastle,22.44,22
2023-08-08,Launceston,27.72,28
2023-08-08,Wollongong,29.040000000000003,29
2023-08-08,Darwin,75.24,75
2023-08-08,Adelaide,39.6,40
2023-08-08,Hobart,17.16,17
2023-08-08,Canberra,56.760000000000005,57
2023-08-08,Brisbane,27.72,28
2023-08-09,Wollongong,38.28,38
2023-08-09,Sydney,36.96,37
2023-08-09,Perth,9.35820895522388,9
2023-08-09,Newcastle,35.64,36
