Date,City,Pollutant,count,variance,min,max
2022-12-26,Adelaide,co,24,0.93,1.3,2.3
2022-12-26,Adelaide,no2,85,56.13,0.5,14.7
2022-12-26,Adelaide,o3,71,226.71,3.7,21.6
2022-12-26,Adelaide,pm10,120,628.12,5.0,59.0
2022-12-26,Adelaide,pm2.5,84,1280.84,4.0,53.0
2022-12-26,Adelaide,so2,14,0.66,0.6,1.1
2022-12-26,Brisbane,no2,84,6.79,0.5,3.7
2022-12-26,Brisbane,o3,70,20.62,1.7,7.4
2022-12-26,Brisbane,so2,10,0.25,0.6,1.1
2022-12-26,Canberra,co,20,0.08,0.3,0.6
2022-12-26,Canberra,no2,25,3.72,0.5,2.8
2022-12-26,Canberra,o3,69,251.77,0.9,18.7
2022-12-26,Canberra,pm10,71,239.59,1.0,27.0
2022-12-26,Darwin,co,66,24.3,1.3,5.2
2022-12-26,Darwin,no2,71,4.11,0.1,3.4
2022-12-26,Darwin,o3,69,18.19,1.2,6.6
2022-12-26,Darwin,pm10,70,109.14,1.0,18.0
2022-12-26,Darwin,pm2.5,63,353.94,1.0,25.0
2022-12-26,Darwin,so2,64,0.95,0.1,0.8
2022-12-26,Hobart,pm10,70,45.65,3.0,16.0
2022-12-26,Hobart,pm2.5,47,115.74,5.0,21.0
2022-12-26,Launceston,pm10,131,97.26,2.0,35.0
2022-12-26,Launceston,pm2.5,85,132.57,5.0,17.0
2022-12-26,Melbourne,co,92,2.73,1.2,3.7
2022-12-26,Melbourne,no2,91,30.9,1.9,11.2
2022-12-26,Melbourne,pm10,120,466.05,3.0,41.0
2022-12-26,Melbourne,so2,59,0.58,0.1,1.0
2022-12-26,Newcastle,no2,73,65.51,1.0,11.2
2022-12-26,Newcastle,pm10,141,714.81,1.0,50.0
2022-12-26,Newcastle,pm2.5,129,1136.22,1.0,56.0
2022-12-26,Newcastle,so2,26,271.68,1.5,21.5
2022-12-26,Perth,no2,8,2.59,1.2,2.3
2022-12-26,Perth,o3,66,308.4,3.0,28.0
2022-12-26,Perth,pm10,91,67.24,3.0,14.0
2022-12-26,Perth,pm2.5,92,196.64,2.0,18.0
2022-12-26,Sydney,co,12,6.6,1.2,3.4
2022-12-26,Sydney,no2,93,61.61,1.0,13.9
2022-12-26,Sydney,o3,137,594.27,0.8,39.2
2022-12-26,Sydney,pm10,137,235.88,4.0,32.0
2022-12-26,Sydney,pm2.5,132,1430.05,1.0,46.0
2022-12-26,Sydney,so2,32,124.26,1.5,12.9
2022-12-26,Wollongong,co,18,17.4,1.2,5.6
2022-12-26,Wollongong,no2,30,141.1,1.0,14.9
2022-12-26,Wollongong,o3,46,604.39,0.8,29.6
2022-12-26,Wollongong,pm10,48,661.17,3.0,45.0
2022-12-26,Wollongong,so2,7,418.61,1.5,18.6
2022-12-27,Adelaide,co,23,0.35,1.8,2.4
2022-12-27,Adelaide,no2,84,56.8,0.5,11.5
2022-12-27,Adelaide,pm2.5,76,1368.42,1.0,50.0
2022-12-27,Adelaide,so2,10,0.25,0.6,1.1
2022-12-27,Brisbane,no2,96,7.62,0.5,4.6
2022-12-27,Brisbane,o3,72,21.14,2.1,7.4
2022-12-27,Brisbane,so2,14,43.75,0.6,8.2
2022-12-27,Canberra,co,12,0.17,0.1,0.5
2022-12-27,Canberra,no2,21,6.3,0.5,2.8
2022-12-27,Canberra,o3,69,316.05,0.5,20.8
2022-12-27,Canberra,pm10,69,227.68,1.0,21.0
2022-12-27,Darwin,co,69,26.77,1.3,5.4
2022-12-27,Darwin,no2,69,2.67,0.1,2.2
2022-12-27,Darwin,o3,71,14.52,0.8,7.4
2022-12-27,Darwin,pm10,71,75.61,1.0,11.0
2022-12-27,Darwin,pm2.5,53,141.6,1.0,14.0
2022-12-27,Darwin,so2,63,0.9,0.1,0.9
2022-12-27,Hobart,pm10,70,48.13,4.0,15.0
2022-12-27,Hobart,pm2.5,55,315.51,5.0,38.0
2022-12-27,Launceston,pm10,120,40.67,4.0,20.0
2022-12-27,Melbourne,co,89,3.89,1.0,3.7
2022-12-27,Melbourne,no2,87,43.4,1.9,11.2
2022-12-27,Melbourne,pm10,118,346.66,3.0,31.0
2022-12-27,Melbourne,so2,37,0.36,0.1,0.8
2022-12-27,Newcastle,no2,53,47.06,1.0,8.4
2022-12-27,Newcastle,pm10,141,739.9,2.0,60.0
2022-12-27,Newcastle,pm2.5,127,1446.45,1.0,68.0
2022-12-27,Newcastle,so2,36,359.7,1.5,24.3
2022-12-27,Perth,no2,7,12.1,1.2,3.4
2022-12-27,Perth,o3,67,200.25,6.0,25.0
2022-12-27,Perth,pm10,92,162.69,2.0,18.0
2022-12-27,Perth,pm2.5,87,154.58,2.0,18.0
2022-12-27,Sydney,co,3,0.0,1.2,1.2
2022-12-27,Sydney,no2,82,49.78,1.0,9.3
2022-12-27,Sydney,o3,134,343.92,0.8,24.8
2022-12-27,Sydney,pm10,140,203.96,1.0,33.0
2022-12-27,Sydney,pm2.5,136,861.85,1.0,76.0
2022-12-27,Sydney,so2,26,362.73,1.5,22.9
2022-12-27,Wollongong,co,4,3.03,1.2,2.3
2022-12-27,Wollongong,no2,23,121.32,1.0,12.1
2022-12-27,Wollongong,o3,46,395.17,0.8,20.8
2022-12-27,Wollongong,pm10,48,346.7,1.0,27.0
2022-12-27,Wollongong,pm2.5,39,1246.07,1.0,46.0
2022-12-27,Wollongong,so2,4,6.53,1.5,2.9
2022-12-28,Adelaide,co,22,3.08,0.9,2.5
2022-12-28,Adelaide,no2,49,15.97,0.5,6.4
2022-12-28,Adelaide,o3,61,56.36,4.9,13.9
2022-12-28,Adelaide,pm10,120,627.95,6.0,42.0
2022-12-28,Adelaide,pm2.5,96,1450.73,5.0,81.0
2022-12-28,Adelaide,so2,2,0.0,0.6,0.6
2022-12-28,Brisbane,no2,117,23.86,0.5,6.4
2022-12-28,Brisbane,o3,71,30.35,1.3,8.2
2022-12-28,Brisbane,so2,14,41.31,0.6,8.2
2022-12-28,Canberra,co,22,0.2,0.2,0.7
2022-12-28,Canberra,no2,29,39.81,0.5,9.6
2022-12-28,Canberra,o3,69,205.21,1.7,17.5
2022-12-28,Canberra,pm10,71,142.04,2.0,21.0
2022-12-28,Darwin,co,70,28.8,1.2,5.4
2022-12-28,Darwin,no2,70,2.35,0.1,1.7
2022-12-28,Darwin,o3,72,41.74,3.0,10.8
2022-12-28,Darwin,pm10,72,173.73,1.0,19.0
2022-12-28,Darwin,pm2.5,55,375.71,1.0,26.0
2022-12-28,Darwin,so2,62,1.01,0.1,0.9
2022-12-28,Hobart,pm10,70,175.41,1.0,21.0
2022-12-28,Hobart,pm2.5,45,151.43,5.0,21.0
2022-12-28,Launceston,pm10,118,94.73,1.0,21.0
2022-12-28,Launceston,pm2.5,81,358.09,5.0,34.0
2022-12-28,Melbourne,co,92,2.23,0.7,3.3
2022-12-28,Melbourne,no2,85,53.66,1.9,13.0
2022-12-28,Melbourne,pm10,117,660.45,3.0,42.0
2022-12-28,Melbourne,pm2.5,164,936.9,2.0,51.0
2022-12-28,Melbourne,so2,4,0.1,0.3,0.5
2022-12-28,Newcastle,no2,68,79.85,1.0,11.2
2022-12-28,Newcastle,pm2.5,128,1479.66,1.0,55.0
2022-12-28,Newcastle,so2,27,58.96,1.5,12.9
2022-12-28,Perth,no2,11,26.84,1.2,5.6
2022-12-28,Perth,pm10,91,103.77,5.0,19.0
2022-12-28,Perth,pm2.5,85,189.68,2.0,18.0
2022-12-28,Sydney,co,9,3.03,1.2,2.3
2022-12-28,Sydney,no2,89,40.67,1.0,8.4
2022-12-28,Sydney,o3,134,380.52,3.2,32.8
2022-12-28,Sydney,pm10,144,278.13,2.0,28.0
2022-12-28,Sydney,pm2.5,143,913.37,1.0,52.0
2022-12-28,Sydney,so2,38,98.61,1.5,17.2
2022-12-28,Wollongong,co,7,2.88,1.2,2.3
2022-12-28,Wollongong,no2,22,30.71,1.0,7.5
2022-12-28,Wollongong,o3,43,362.69,5.6,26.4
2022-12-28,Wollongong,pm10,48,717.0,2.0,34.0
2022-12-28,Wollongong,so2,5,3.92,1.5,2.9
2022-12-29,Adelaide,co,22,0.7,0.9,1.7
2022-12-29,Adelaide,no2,60,6.15,0.5,4.2
2022-12-29,Adelaide,o3,67,22.15,3.7,9.0
2022-12-29,Adelaide,so2,15,0.31,0.6,1.1
2022-12-29,Brisbane,no2,119,26.48,0.5,7.4
2022-12-29,Brisbane,o3,72,59.23,0.5,10.2
2022-12-29,Brisbane,so2,23,1.78,0.6,2.1
2022-12-29,Canberra,co,27,88.41,0.4,8.0
2022-12-29,Canberra,no2,9,51.67,0.5,6.9
2022-12-29,Canberra,o3,68,39.14,1.7,10.6
2022-12-29,Canberra,pm10,69,163.99,2.0,21.0
2022-12-29,Canberra,pm2.5,65,1204.34,2.0,52.0
2022-12-29,Darwin,co,72,30.17,1.2,5.7
2022-12-29,Darwin,no2,72,1.75,0.1,1.5
2022-12-29,Darwin,o3,72,3.37,4.1,7.4
2022-12-29,Darwin,pm10,72,450.56,1.0,25.0
2022-12-29,Darwin,pm2.5,62,416.14,2.0,27.0
2022-12-29,Darwin,so2,58,0.99,0.1,0.8
2022-12-29,Hobart,pm10,71,42.34,2.0,13.0
2022-12-29,Hobart,pm2.5,48,54.4,5.0,13.0
2022-12-29,Launceston,pm10,117,32.49,2.0,12.0
2022-12-29,Launceston,pm2.5,63,54.89,5.0,17.0
2022-12-29,Melbourne,co,90,2.03,0.4,2.6
2022-12-29,Melbourne,no2,67,16.44,1.0,7.5
2022-12-29,Melbourne,o3,85,75.42,5.6,15.2
2022-12-29,Melbourne,pm2.5,165,1019.23,1.0,52.0
2022-12-29,Melbourne,so2,88,1.24,0.2,1.5
2022-12-29,Newcastle,no2,65,67.43,1.0,9.3
2022-12-29,Newcastle,pm10,144,730.58,5.0,60.0
2022-12-29,Newcastle,pm2.5,139,1204.16,1.0,55.0
2022-12-29,Newcastle,so2,25,277.35,1.5,20.0
2022-12-29,Perth,no2,15,75.14,1.2,7.8
2022-12-29,Perth,o3,69,1065.78,6.0,54.0
2022-12-29,Perth,pm10,90,93.54,5.0,18.0
2022-12-29,Perth,pm2.5,90,248.15,2.0,22.0
2022-12-29,Sydney,co,9,3.03,1.2,2.3
2022-12-29,Sydney,no2,110,30.97,1.0,10.2
2022-12-29,Sydney,o3,132,104.4,2.4,17.6
2022-12-29,Sydney,pm2.5,142,704.6,1.0,45.0
2022-12-29,Sydney,so2,14,59.44,1.5,10.0
2022-12-29,Wollongong,co,17,17.35,2.3,6.7
2022-12-29,Wollongong,no2,35,148.88,1.0,13.9
2022-12-29,Wollongong,o3,44,174.62,0.8,15.2
2022-12-29,Wollongong,pm10,48,990.81,4.0,47.0
2022-12-29,Wollongong,so2,16,326.39,1.5,17.2
2022-12-30,Adelaide,co,19,1.74,1.6,2.7
2022-12-30,Adelaide,no2,65,25.63,0.5,6.4
2022-12-30,Adelaide,o3,66,39.3,3.7,10.6
2022-12-30,Adelaide,pm2.5,95,1042.31,5.0,50.0
2022-12-30,Adelaide,so2,18,1.22,0.6,1.6
2022-12-30,Brisbane,no2,114,16.59,0.5,6.9
2022-12-30,Brisbane,o3,71,16.45,1.7,7.8
2022-12-30,Brisbane,so2,13,3.27,0.6,2.1
2022-12-30,Canberra,co,38,156.77,0.1,8.2
2022-12-30,Canberra,no2,7,1.3,0.5,1.4
2022-12-30,Canberra,o3,69,42.1,1.7,9.8
2022-12-30,Canberra,pm10,69,65.75,1.0,13.0
2022-12-30,Canberra,pm2.5,52,349.61,2.0,28.0
2022-12-30,Darwin,co,71,32.4,1.3,6.0
2022-12-30,Darwin,no2,71,1.31,0.1,1.7
2022-12-30,Darwin,o3,69,11.66,4.7,8.8
2022-12-30,Darwin,pm10,72,499.01,4.0,34.0
2022-12-30,Darwin,pm2.5,63,629.88,1.0,28.0
2022-12-30,Darwin,so2,58,1.06,0.1,0.9
2022-12-30,Hobart,pm10,70,51.18,2.0,11.0
2022-12-30,Hobart,pm2.5,56,75.58,5.0,17.0
2022-12-30,Launceston,pm10,118,43.42,1.0,13.0
2022-12-30,Launceston,pm2.5,79,69.22,5.0,21.0
2022-12-30,Melbourne,co,92,3.33,0.9,3.6
2022-12-30,Melbourne,no2,89,34.25,1.9,9.3
2022-12-30,Melbourne,pm10,120,714.11,6.0,37.0
2022-12-30,Melbourne,so2,71,0.61,0.7,1.5
2022-12-30,Newcastle,no2,38,35.67,1.0,8.4
2022-12-30,Newcastle,pm10,144,458.69,5.0,42.0
2022-12-30,Newcastle,pm2.5,136,1448.23,3.0,62.0
2022-12-30,Newcastle,so2,45,137.18,1.5,14.3
2022-12-30,Perth,no2,24,72.4,1.2,10.0
2022-12-30,Perth,pm10,92,190.12,5.0,41.0
2022-12-30,Perth,pm2.5,89,341.13,4.0,24.0
2022-12-30,Sydney,co,8,2.59,1.2,2.3
2022-12-30,Sydney,no2,65,68.54,1.0,13.0
2022-12-30,Sydney,o3,133,95.4,0.8,14.5
2022-12-30,Sydney,pm10,144,200.99,1.0,26.0
2022-12-30,Sydney,pm2.5,137,900.63,1.0,60.0
2022-12-30,Sydney,so2,7,0.0,1.5,1.5
2022-12-30,Wollongong,co,4,3.03,2.3,3.4
2022-12-30,Wollongong,no2,23,21.45,1.0,6.5
2022-12-30,Wollongong,o3,41,75.03,0.8,12.1
2022-12-30,Wollongong,pm10,48,470.35,5.0,27.0
2022-12-30,Wollongong,so2,2,9.8,1.5,2.9
2022-12-31,Adelaide,co,16,0.88,1.6,2.6
2022-12-31,Adelaide,no2,48,15.21,0.5,5.1
2022-12-31,Adelaide,o3,43,36.45,3.7,10.6
2022-12-31,Adelaide,pm2.5,63,933.46,5.0,42.0
2022-12-31,Adelaide,so2,10,1.0,0.6,1.6
2022-12-31,Brisbane,no2,97,10.29,0.5,4.6
2022-12-31,Brisbane,o3,70,30.14,2.1,8.6
2022-12-31,Brisbane,so2,23,1.32,0.6,1.6
2022-12-31,Canberra,co,23,149.63,0.1,8.1
2022-12-31,Canberra,o3,68,48.21,4.1,12.2
2022-12-31,Canberra,pm10,71,85.71,2.0,20.0
2022-12-31,Canberra,pm2.5,70,715.99,2.0,44.0
2022-12-31,Darwin,co,65,33.81,1.5,6.4
2022-12-31,Darwin,no2,69,0.96,0.1,1.7
2022-12-31,Darwin,o3,71,3.58,4.7,7.7
2022-12-31,Darwin,pm10,72,808.17,5.0,39.0
2022-12-31,Darwin,pm2.5,60,1116.64,1.0,40.0
2022-12-31,Darwin,so2,45,1.16,0.1,0.9
2022-12-31,Hobart,pm10,65,87.27,1.0,13.0
2022-12-31,Hobart,pm2.5,63,305.9,5.0,38.0
2022-12-31,Launceston,pm10,108,47.67,1.0,10.0
2022-12-31,Launceston,pm2.5,43,100.64,5.0,17.0
2022-12-31,Melbourne,co,80,3.52,1.3,3.8
2022-12-31,Melbourne,no2,89,45.1,1.9,13.0
2022-12-31,Melbourne,pm10,120,377.01,5.0,31.0
2022-12-31,Melbourne,so2,79,1.55,0.1,2.9
2022-12-31,Newcastle,no2,52,38.67,1.0,9.3
2022-12-31,Newcastle,pm10,143,1132.53,3.0,60.0
2022-12-31,Newcastle,pm2.5,134,1349.85,2.0,70.0
2022-12-31,Newcastle,so2,29,62.1,1.5,10.0
2022-12-31,Perth,no2,7,29.96,1.2,5.6
2022-12-31,Perth,pm10,92,81.08,5.0,16.0
2022-12-31,Perth,pm2.5,91,310.85,2.0,23.0
2022-12-31,Sydney,co,3,0.0,2.3,2.3
2022-12-31,Sydney,no2,24,31.31,1.0,6.5
2022-12-31,Sydney,o3,127,213.98,0.8,17.6
2022-12-31,Sydney,pm10,141,565.5,2.0,62.0
2022-12-31,Sydney,pm2.5,133,1089.55,3.0,67.0
2022-12-31,Wollongong,co,3,0.0,1.2,1.2
2022-12-31,Wollongong,o3,45,197.54,0.8,16.8
2023-01-01,Brisbane,no2,94,14.79,0.5,5.5
2023-01-01,Brisbane,o3,69,43.53,0.5,8.6
2023-01-01,Brisbane,so2,4,0.0,0.6,0.6
2023-01-01,Canberra,co,33,149.57,0.2,8.4
2023-01-01,Canberra,no2,8,0.31,0.5,1.0
2023-01-01,Canberra,o3,66,49.84,4.1,13.5
2023-01-01,Canberra,pm10,68,155.65,1.0,20.0
2023-01-01,Canberra,pm2.5,70,1074.76,2.0,41.0
2023-01-01,Darwin,co,68,39.93,1.6,6.9
2023-01-01,Darwin,no2,69,0.62,0.1,1.0
2023-01-01,Darwin,pm10,72,898.24,2.0,48.0
2023-01-01,Darwin,pm2.5,72,1517.23,2.0,51.0
2023-01-01,Darwin,so2,53,1.18,0.1,0.9
2023-01-01,Hobart,pm10,68,31.08,2.0,10.0
2023-01-01,Hobart,pm2.5,41,137.76,5.0,21.0
2023-01-01,Launceston,pm10,119,51.47,1.0,12.0
2023-01-01,Launceston,pm2.5,73,155.74,5.0,17.0
2023-01-01,Melbourne,co,91,4.02,1.3,3.6
2023-01-01,Melbourne,no2,83,52.61,1.0,9.3
2023-01-01,Melbourne,o3,92,1067.3,4.0,35.2
2023-01-01,Melbourne,pm10,117,389.07,4.0,53.0
2023-01-01,Melbourne,so2,92,0.95,0.1,1.1
2023-01-01,Newcastle,no2,47,37.25,1.0,8.4
2023-01-01,Newcastle,pm10,143,996.44,4.0,52.0
2023-01-01,Newcastle,pm2.5,138,1358.2,1.0,58.0
2023-01-01,Newcastle,so2,20,97.08,1.5,12.9
2023-01-01,Perth,no2,6,2.02,1.2,2.3
2023-01-01,Perth,pm10,92,120.84,2.0,18.0
2023-01-01,Perth,pm2.5,86,269.93,2.0,19.0
2023-01-01,Sydney,co,6,3.63,1.2,2.3
2023-01-01,Sydney,no2,63,34.4,1.0,8.4
2023-01-01,Sydney,o3,134,113.86,2.4,15.2
2023-01-01,Sydney,pm10,144,710.79,3.0,84.0
2023-01-01,Sydney,so2,6,0.0,1.5,1.5
2023-01-01,Wollongong,o3,45,93.55,4.0,17.6
2023-01-01,Wollongong,pm2.5,48,1351.63,1.0,56.0
2023-01-02,Brisbane,no2,103,11.4,0.5,4.6
2023-01-02,Brisbane,o3,63,66.2,1.3,10.6
2023-01-02,Brisbane,so2,14,0.33,0.6,1.1
2023-01-02,Canberra,co,42,158.68,0.2,8.9
2023-01-02,Canberra,no2,13,9.06,0.5,3.7
2023-01-02,Canberra,o3,62,58.5,3.3,13.5
2023-01-02,Canberra,pm10,72,130.42,2.0,20.0
2023-01-02,Canberra,pm2.5,72,1021.81,4.0,52.0
2023-01-02,Darwin,co,72,45.76,1.8,7.3
2023-01-02,Darwin,no2,71,0.68,0.1,1.1
2023-01-02,Darwin,so2,52,1.22,0.1,0.9
2023-01-02,Hobart,pm10,71,44.6,2.0,12.0
2023-01-02,Hobart,pm2.5,43,167.8,5.0,21.0
2023-01-02,Launceston,pm10,119,100.49,3.0,20.0
2023-01-02,Melbourne,co,88,1.03,1.5,2.8
2023-01-02,Melbourne,no2,76,9.48,1.0,5.6
2023-01-02,Melbourne,pm10,115,1432.09,2.0,77.0
2023-01-02,Melbourne,pm2.5,164,1534.43,4.0,76.0
2023-01-02,Melbourne,so2,57,1.18,0.1,1.5
2023-01-02,Newcastle,no2,43,69.21,1.0,10.2
2023-01-02,Newcastle,pm2.5,133,1443.46,3.0,65.0
2023-01-02,Newcastle,so2,27,104.75,1.5,15.8
2023-01-02,Perth,no2,6,61.31,1.2,7.8
2023-01-02,Perth,pm10,69,157.91,3.0,19.0
2023-01-02,Perth,pm2.5,68,383.72,2.0,23.0
2023-01-02,Sydney,co,11,2.64,1.2,2.3
2023-01-02,Sydney,no2,68,19.71,1.0,7.5
2023-01-02,Sydney,o3,133,242.83,0.8,25.6
2023-01-02,Sydney,pm10,144,193.29,5.0,24.0
2023-01-02,Sydney,pm2.5,140,787.11,2.0,49.0
2023-01-02,Sydney,so2,12,1.63,1.5,2.9
2023-01-02,Wollongong,co,13,2.79,1.2,2.3
2023-01-02,Wollongong,no2,9,4.28,1.0,2.8
2023-01-02,Wollongong,o3,46,224.89,4.8,24.1
2023-01-02,Wollongong,so2,2,0.0,1.5,1.5
2023-01-03,Adelaide,co,14,0.15,1.2,1.6
2023-01-03,Adelaide,no2,29,45.45,0.5,8.3
2023-01-03,Adelaide,o3,42,8.52,4.1,8.2
2023-01-03,Adelaide,pm10,66,110.31,5.0,20.0
2023-01-03,Adelaide,pm2.5,48,593.08,5.0,38.0
2023-01-03,Adelaide,so2,3,0.0,0.6,0.6
2023-01-03,Brisbane,no2,123,20.29,0.5,7.8
2023-01-03,Brisbane,o3,55,307.15,0.5,21.2
2023-01-03,Brisbane,so2,31,0.97,0.6,1.6
2023-01-03,Canberra,co,43,162.47,0.4,9.0
2023-01-03,Canberra,no2,20,4.69,0.5,3.2
2023-01-03,Canberra,o3,67,271.16,0.5,16.3
2023-01-03,Canberra,pm10,69,291.27,2.0,27.0
2023-01-03,Canberra,pm2.5,69,1277.09,1.0,44.0
2023-01-03,Darwin,co,71,50.84,2.0,8.0
2023-01-03,Darwin,no2,71,2.59,0.1,2.1
2023-01-03,Darwin,o3,70,7.19,5.3,9.2
2023-01-03,Darwin,pm2.5,72,558.56,4.0,45.0
2023-01-03,Darwin,so2,52,1.35,0.1,0.9
2023-01-03,Hobart,pm10,71,131.3,1.0,19.0
2023-01-03,Hobart,pm2.5,45,101.01,5.0,17.0
2023-01-03,Launceston,pm10,124,56.31,1.0,14.0
2023-01-03,Launceston,pm2.5,68,223.24,5.0,30.0
2023-01-03,Melbourne,co,89,0.8,0.5,2.0
2023-01-03,Melbourne,no2,64,13.36,0.8,6.5
2023-01-03,Melbourne,pm10,120,184.71,3.0,20.0
2023-01-03,Melbourne,pm2.5,160,1010.38,2.0,58.0
2023-01-03,Melbourne,so2,78,0.35,0.1,0.9
2023-01-03,Newcastle,no2,75,47.54,1.0,9.3
2023-01-03,Newcastle,pm2.5,142,796.96,4.0,45.0
2023-01-03,Newcastle,so2,46,583.85,1.5,34.3
2023-01-03,Perth,no2,10,5.51,1.2,3.4
2023-01-03,Perth,pm10,74,149.46,3.0,22.0
2023-01-03,Perth,pm2.5,71,336.24,2.0,19.0
2023-01-03,Sydney,co,8,3.24,1.2,2.3
2023-01-03,Sydney,no2,97,49.1,1.0,10.2
2023-01-03,Sydney,o3,133,293.75,0.8,32.0
2023-01-03,Sydney,pm2.5,142,728.38,6.0,62.0
2023-01-03,Sydney,so2,33,308.33,1.5,25.8
2023-01-03,Wollongong,co,3,0.0,1.2,1.2
2023-01-03,Wollongong,no2,21,22.55,1.0,5.6
2023-01-03,Wollongong,o3,46,305.4,1.6,20.8
2023-01-03,Wollongong,pm2.5,46,1102.36,2.0,49.0
2023-01-03,Wollongong,so2,5,13.72,1.5,4.3
2023-01-04,Adelaide,co,23,0.62,1.0,1.8
2023-01-04,Adelaide,no2,63,36.56,0.5,7.8
2023-01-04,Adelaide,o3,55,22.83,2.1,7.8
2023-01-04,Adelaide,pm10,120,104.5,5.0,22.0
2023-01-04,Adelaide,so2,9,0.9,0.6,1.6
2023-01-04,Brisbane,no2,130,37.42,0.5,10.1
2023-01-04,Brisbane,o3,58,367.38,0.5,24.0
2023-01-04,Brisbane,so2,43,2.31,0.6,3.1
2023-01-04,Canberra,co,27,175.6,0.1,8.5
2023-01-04,Canberra,no2,8,0.54,0.5,1.0
2023-01-04,Canberra,o3,66,61.14,0.5,13.9
2023-01-04,Canberra,pm10,68,187.9,1.0,25.0
2023-01-04,Canberra,pm2.5,63,1107.95,1.0,51.0
2023-01-04,Darwin,co,70,56.81,1.7,7.9
2023-01-04,Darwin,no2,70,2.87,0.1,1.8
2023-01-04,Darwin,o3,71,7.34,4.0,7.4
2023-01-04,Darwin,pm10,72,590.56,2.0,35.0
2023-01-04,Darwin,pm2.5,66,502.87,3.0,29.0
2023-01-04,Darwin,so2,60,1.3,0.1,0.9
2023-01-04,Hobart,pm10,67,63.05,3.0,14.0
2023-01-04,Hobart,pm2.5,31,78.8,5.0,13.0
2023-01-04,Launceston,pm10,116,14.83,1.0,6.0
2023-01-04,Launceston,pm2.5,40,63.08,5.0,17.0
2023-01-04,Melbourne,co,64,2.05,0.2,1.9
2023-01-04,Melbourne,no2,77,5.78,0.9,4.7
2023-01-04,Melbourne,pm2.5,162,947.02,3.0,54.0
2023-01-04,Melbourne,so2,23,0.46,0.4,1.4
2023-01-04,Newcastle,no2,71,67.88,1.0,14.9
2023-01-04,Newcastle,pm2.5,140,1429.34,2.0,65.0
2023-01-04,Newcastle,so2,46,58.82,1.5,11.5
2023-01-04,Perth,no2,11,67.98,1.2,7.8
2023-01-04,Perth,pm10,82,151.36,2.0,18.0
2023-01-04,Perth,pm2.5,80,395.94,2.0,24.0
2023-01-04,Sydney,co,3,0.0,2.3,2.3
2023-01-04,Sydney,no2,90,38.95,1.0,10.2
2023-01-04,Sydney,o3,122,125.41,1.6,16.8
2023-01-04,Sydney,pm10,133,327.57,1.0,30.0
2023-01-04,Sydney,pm2.5,120,558.88,2.0,41.0
2023-01-04,Sydney,so2,8,0.0,1.5,1.5
2023-01-04,Wollongong,co,16,70.53,2.3,8.9
2023-01-04,Wollongong,no2,20,149.57,1.0,12.1
2023-01-04,Wollongong,o3,45,128.19,0.8,12.8
2023-01-04,Wollongong,pm10,47,905.09,1.0,37.0
2023-01-04,Wollongong,so2,12,1085.43,1.5,34.3
2023-01-05,Adelaide,co,24,0.7,1.2,2.0
2023-01-05,Adelaide,no2,56,9.73,0.5,4.6
2023-01-05,Adelaide,o3,58,2.43,4.5,6.5
2023-01-05,Adelaide,pm10,120,68.46,3.0,17.0
2023-01-05,Adelaide,so2,4,0.62,0.6,1.1
2023-01-05,Brisbane,no2,128,67.2,0.5,12.4
2023-01-05,Brisbane,o3,56,98.56,2.5,15.9
2023-01-05,Brisbane,so2,36,2.31,0.6,2.6
2023-01-05,Canberra,o3,65,54.69,0.9,8.2
2023-01-05,Canberra,pm10,68,121.26,1.0,16.0
2023-01-05,Darwin,co,69,60.31,1.7,7.9
2023-01-05,Darwin,no2,70,3.33,0.1,2.4
2023-01-05,Darwin,o3,71,1.34,3.9,5.2
2023-01-05,Darwin,pm10,72,419.43,3.0,32.0
2023-01-05,Darwin,pm2.5,69,659.39,2.0,39.0
2023-01-05,Darwin,so2,57,1.34,0.1,0.9
2023-01-05,Hobart,pm10,67,80.61,1.0,17.0
2023-01-05,Hobart,pm2.5,40,262.76,5.0,34.0
2023-01-05,Launceston,pm10,134,23.18,1.0,8.0
2023-01-05,Launceston,pm2.5,35,33.61,5.0,9.0
2023-01-05,Melbourne,co,86,3.63,0.4,2.7
2023-01-05,Melbourne,no2,84,13.68,1.0,5.6
2023-01-05,Melbourne,pm10,105,358.64,2.0,34.0
2023-01-05,Melbourne,pm2.5,161,1048.37,1.0,53.0
2023-01-05,Melbourne,so2,92,5.06,0.1,2.9
2023-01-05,Newcastle,no2,61,48.55,1.0,9.3
2023-01-05,Newcastle,pm10,143,534.63,1.0,39.0
2023-01-05,Newcastle,pm2.5,140,1014.47,1.0,46.0
2023-01-05,Newcastle,so2,47,152.49,1.5,14.3
2023-01-05,Perth,no2,20,251.52,1.2,17.8
2023-01-05,Perth,pm10,91,98.46,4.0,17.0
2023-01-05,Perth,pm2.5,88,322.06,2.0,21.0
2023-01-05,Perth,so2,3,0.0,2.9,2.9
2023-01-05,Sydney,co,3,0.0,1.2,1.2
2023-01-05,Sydney,no2,72,15.78,1.0,5.6
2023-01-05,Sydney,pm10,117,274.96,3.0,33.0
2023-01-05,Sydney,pm2.5,109,533.85,1.0,35.0
2023-01-05,Sydney,so2,4,0.0,1.5,1.5
2023-01-05,Wollongong,co,4,3.03,1.2,2.3
2023-01-05,Wollongong,no2,2,4.05,1.0,1.9
2023-01-05,Wollongong,pm10,48,530.42,6.0,40.0
