Date,Country,City,Pollutant,count,min,max,median,variance
11/2/2023,AU,Canberra,no2,30,0.5,7.8,1.9,34.01
11/2/2023,AU,Canberra,o3,69,0.5,17.1,7,325.5
11/2/2023,AU,Canberra,pm10,71,1,25,11,327.7
11/2/2023,AU,Canberra,pm2.5,64,3,44,22,944.78
11/2/2023,AU,Darwin,co,68,1.4,7,3.6,50.18
11/2/2023,AU,Darwin,no2,69,0.1,1.9,0.4,2.97
11/2/2023,AU,Darwin,o3,69,4.4,9.6,7.9,28.22
11/2/2023,AU,Darwin,pm10,70,1,15,7,100.96
11/2/2023,AU,Darwin,pm2.5,63,1,45,9,832.85
11/2/2023,AU,Darwin,so2,54,0.1,0.9,0.3,1.06
11/2/2023,AU,Hobart,pm10,59,2,6,3,12.2
11/2/2023,AU,Hobart,pm2.5,28,5,9,5,40.63
11/2/2023,AU,Launceston,pm10,114,1,12,3,24.05
11/2/2023,AU,Launceston,pm2.5,31,5,17,5,60.9
11/2/2023,AU,Melbourne,co,89,1.4,4.2,2.3,2.84
11/2/2023,AU,Melbourne,no2,83,1.9,14.9,8.4,134.72
11/2/2023,AU,Melbourne,o3,92,1.6,28.1,16,763.99
11/2/2023,AU,Melbourne,pm10,119,8,55,25,1090.25
11/2/2023,AU,Melbourne,pm2.5,167,3,82,42,1900.99
11/2/2023,AU,Melbourne,so2,21,0.1,1.4,0.4,1.02
11/2/2023,AU,Newcastle,no2,102,1,17.6,5.6,141.5
11/2/2023,AU,Newcastle,pm10,144,7,84,19,1863.2
11/2/2023,AU,Newcastle,pm2.5,129,1,75,21,1755.29
11/2/2023,AU,Newcastle,so2,65,1.5,20,1.5,213.65
11/2/2023,AU,Perth,no2,8,1.2,10,1.2,99.39
11/2/2023,AU,Perth,o3,69,8,33,17,371.43
11/2/2023,AU,Perth,pm10,91,4,18,10,133.16
11/2/2023,AU,Perth,pm2.5,90,2,24,8,376.68
11/2/2023,AU,Perth,so2,4,2.9,2.9,2.9,0
11/2/2023,AU,Sydney,co,9,2.3,4.5,2.3,9.41
11/2/2023,AU,Sydney,no2,93,1,29.7,5.6,334.63
11/2/2023,AU,Sydney,o3,130,0.8,55.8,18.4,2146.77
11/2/2023,AU,Sydney,pm10,141,3,63,20,836.23
11/2/2023,AU,Sydney,pm2.5,142,3,58,31,1750.39
11/2/2023,AU,Sydney,so2,62,1.5,11.5,2.9,37.48
11/2/2023,AU,Wollongong,co,4,2.3,3.4,2.3,3.03
11/2/2023,AU,Wollongong,no2,41,1,20.4,4.7,270.75
11/2/2023,AU,Wollongong,o3,46,0.8,50.7,23.3,2344.18
11/2/2023,AU,Wollongong,pm10,47,10,56,29,1220.72
11/2/2023,AU,Wollongong,pm2.5,47,14,73,33,1427.87
11/2/2023,AU,Wollongong,so2,11,1.5,4.3,1.5,9.27
12/2/2023,AU,Adelaide,co,19,1,1.9,1.3,0.82
12/2/2023,AU,Adelaide,no2,58,0.5,3.2,1,3.6
12/2/2023,AU,Adelaide,o3,69,4.9,8.2,6.5,8.15
12/2/2023,AU,Adelaide,pm10,120,2,39,23,630.15
12/2/2023,AU,Adelaide,pm2.5,89,5,53,34,1663.81
12/2/2023,AU,Adelaide,so2,4,0.6,0.6,0.6,0
12/2/2023,AU,Brisbane,no2,115,0.5,6,2.3,14.99
12/2/2023,AU,Brisbane,o3,71,0.5,21.6,7,313.84
12/2/2023,AU,Brisbane,pm10,192,2,75,16,989.32
12/2/2023,AU,Brisbane,pm2.5,192,1,54,25,1189.27
12/2/2023,AU,Brisbane,so2,37,0.6,5.1,1.1,10.62
12/2/2023,AU,Canberra,co,36,0.1,3.6,3,20.62
12/2/2023,AU,Canberra,no2,17,0.5,2.8,1.4,5.23
12/2/2023,AU,Canberra,o3,69,2.9,17.5,10.2,127.05
12/2/2023,AU,Canberra,pm10,70,3,42,17,502.95
12/2/2023,AU,Canberra,pm2.5,71,1,61,33,1531.53
12/2/2023,AU,Darwin,co,68,1.3,7.4,3.6,54.92
12/2/2023,AU,Darwin,no2,68,0.1,2.3,0.4,3.43
12/2/2023,AU,Darwin,o3,70,3.4,9.3,6.4,18.78
12/2/2023,AU,Darwin,pm10,71,1,22,7,163.97
12/2/2023,AU,Darwin,pm2.5,55,1,56,13,1308.37
12/2/2023,AU,Darwin,so2,47,0.1,1,0.3,1.03
12/2/2023,AU,Hobart,pm10,70,1,10,4,46.88
12/2/2023,AU,Hobart,pm2.5,48,5,13,9,54.18
12/2/2023,AU,Launceston,pm10,139,1,8,4,21.33
12/2/2023,AU,Launceston,pm2.5,72,5,13,5,52.08
12/2/2023,AU,Melbourne,co,80,0.4,2.3,0.8,1.64
12/2/2023,AU,Melbourne,no2,68,0.8,3.8,1.9,10.6
12/2/2023,AU,Melbourne,o3,88,8,16,12.8,36.44
12/2/2023,AU,Melbourne,pm10,120,1,34,20,676.29
12/2/2023,AU,Melbourne,pm2.5,166,2,64,26,1668.2
12/2/2023,AU,Melbourne,so2,92,0.1,1,0.4,0.43
12/2/2023,AU,Newcastle,no2,75,1,15.8,4.7,194.98
12/2/2023,AU,Newcastle,pm10,143,8,68,32,2328.73
12/2/2023,AU,Newcastle,pm2.5,125,4,102,36,3450.73
12/2/2023,AU,Newcastle,so2,38,1.5,18.6,1.5,157.72
12/2/2023,AU,Perth,no2,11,1.2,3.4,2.3,7.48
12/2/2023,AU,Perth,o3,65,8,36,18,454.46
12/2/2023,AU,Perth,pm10,92,6,19,10,88.54
12/2/2023,AU,Perth,pm2.5,90,4,15,9,72.81
12/2/2023,AU,Perth,so2,2,2.9,2.9,2.9,0
12/2/2023,AU,Sydney,co,12,1.2,3.4,1.2,9.07
12/2/2023,AU,Sydney,no2,78,1,15.8,2.8,129.77
12/2/2023,AU,Sydney,o3,133,0.8,31.2,19.2,467.45
12/2/2023,AU,Sydney,pm10,139,5,58,25,841.52
12/2/2023,AU,Sydney,pm2.5,138,5,52,28,881.8
12/2/2023,AU,Sydney,so2,11,1.5,2.9,1.5,1.78
12/2/2023,AU,Wollongong,co,17,1.2,5.6,3.4,17.97
12/2/2023,AU,Wollongong,no2,20,1,15.8,2.8,198.04
12/2/2023,AU,Wollongong,o3,45,0.8,26.4,20,348.66
12/2/2023,AU,Wollongong,pm10,46,7,63,28,1002.43
12/2/2023,AU,Wollongong,pm2.5,45,4,109,31,4560.07
12/2/2023,AU,Wollongong,so2,10,1.5,11.5,4.3,167.63
13/2/2023,AU,Adelaide,co,19,1,1.9,1.6,0.84
13/2/2023,AU,Adelaide,no2,61,0.5,10.6,1.9,31.75
13/2/2023,AU,Adelaide,o3,65,2.1,7.4,5.7,18.77
13/2/2023,AU,Adelaide,pm10,120,10,35,22,245.54
13/2/2023,AU,Adelaide,pm2.5,92,1,66,25,1461.48
13/2/2023,AU,Adelaide,so2,14,0.6,1.1,0.6,0.62
13/2/2023,AU,Brisbane,co,10,0.5,11.6,11.2,115.73
13/2/2023,AU,Brisbane,no2,110,0.5,8.3,2.3,44.11
13/2/2023,AU,Brisbane,o3,71,2.1,17.5,8.2,136.13
13/2/2023,AU,Brisbane,pm10,201,5,62,22,1032.51
13/2/2023,AU,Brisbane,pm2.5,201,1,58,38,1953.56
13/2/2023,AU,Brisbane,so2,34,0.6,1.6,0.6,2.08
13/2/2023,AU,Canberra,co,16,0.1,2.9,2.7,11.12
13/2/2023,AU,Canberra,no2,11,0.5,2.3,1.4,4.37
13/2/2023,AU,Canberra,o3,68,2.1,12.6,5.7,56.72
13/2/2023,AU,Canberra,pm10,66,1,28,12,474.71
13/2/2023,AU,Canberra,pm2.5,65,3,57,27,1807.15
13/2/2023,AU,Darwin,co,69,1.5,7.8,3.6,57.57
13/2/2023,AU,Darwin,no2,69,0.1,5.2,0.8,15.02
13/2/2023,AU,Darwin,o3,72,0.6,7.5,3.8,22.02
13/2/2023,AU,Darwin,pm10,71,1,12,7,101.67
13/2/2023,AU,Darwin,pm2.5,60,1,44,10,1260.48
13/2/2023,AU,Darwin,so2,57,0.1,0.9,0.3,1.04
13/2/2023,AU,Hobart,pm10,68,1,17,5,115.37
13/2/2023,AU,Hobart,pm2.5,37,5,13,9,87.45
13/2/2023,AU,Launceston,pm10,140,1,18,4,57.71
13/2/2023,AU,Launceston,pm2.5,86,5,21,5,74.16
13/2/2023,AU,Melbourne,co,156,0.4,2.5,0.8,3.4
13/2/2023,AU,Melbourne,no2,149,0.7,6.5,1.9,18.06
13/2/2023,AU,Melbourne,o3,150,8,15.2,12.1,36.24
13/2/2023,AU,Melbourne,pm10,198,2,35,15,377.22
13/2/2023,AU,Melbourne,pm2.5,208,1,53,19,1464.07
13/2/2023,AU,Melbourne,so2,144,0.1,1.4,0.6,2.1
13/2/2023,AU,Newcastle,no2,42,1,11.2,1.9,78.46
13/2/2023,AU,Newcastle,pm10,144,22,79,35,1839.88
13/2/2023,AU,Newcastle,pm2.5,140,14,65,33,1345.8
13/2/2023,AU,Newcastle,so2,11,1.5,1.5,1.5,0
13/2/2023,AU,Perth,no2,10,1.2,3.4,1.2,8.6
13/2/2023,AU,Perth,o3,69,12,58,22,1299.74
13/2/2023,AU,Perth,pm10,92,6,17,10,59.86
13/2/2023,AU,Perth,pm2.5,91,3,14,8,81.41
13/2/2023,AU,Perth,so2,5,2.9,2.9,2.9,0
13/2/2023,AU,Sydney,co,6,1.2,2.3,1.2,3.63
13/2/2023,AU,Sydney,no2,104,1,9.3,1.9,25.97
13/2/2023,AU,Sydney,o3,134,6.4,20.8,15.2,72.55
13/2/2023,AU,Sydney,pm10,144,13,40,27,252.2
13/2/2023,AU,Sydney,pm2.5,144,11,65,30,729.63
13/2/2023,AU,Sydney,so2,3,1.5,1.5,1.5,0
13/2/2023,AU,Wollongong,co,16,2.3,4.5,3.4,6.81
13/2/2023,AU,Wollongong,no2,25,1,8.4,2.8,78.79
13/2/2023,AU,Wollongong,o3,46,5.6,16.8,12.8,92.84
13/2/2023,AU,Wollongong,pm10,48,10,38,23,751.98
13/2/2023,AU,Wollongong,pm2.5,48,3,73,20,1898.71
13/2/2023,AU,Wollongong,so2,13,1.5,12.9,4.3,117.27
14/2/2023,AU,Adelaide,co,23,1.4,2.6,1.8,1.9
14/2/2023,AU,Adelaide,no2,72,0.5,13.8,2.3,81.91
14/2/2023,AU,Adelaide,o3,60,2.1,13.9,7,122.84
14/2/2023,AU,Adelaide,pm10,119,6,45,14,477.99
14/2/2023,AU,Adelaide,pm2.5,91,5,51,17,1318.42
14/2/2023,AU,Adelaide,so2,19,0.6,1.6,1.1,1.27
14/2/2023,AU,Brisbane,co,16,11.1,13,12,3.45
14/2/2023,AU,Brisbane,no2,90,0.5,11.5,2.8,80.31
14/2/2023,AU,Brisbane,o3,48,3.3,10.6,7.8,38.94
14/2/2023,AU,Brisbane,pm10,171,2,72,15,867.12
14/2/2023,AU,Brisbane,pm2.5,169,3,66,29,2050.81
14/2/2023,AU,Brisbane,so2,27,0.6,2.1,1.1,2.59
14/2/2023,AU,Canberra,co,11,2.7,2.9,2.9,0.08
14/2/2023,AU,Canberra,no2,11,0.5,2.3,1,3.73
14/2/2023,AU,Canberra,o3,68,0.9,9.4,5.3,44.68
14/2/2023,AU,Canberra,pm10,63,1,24,8,200.39
14/2/2023,AU,Canberra,pm2.5,68,3,43,19,783.3
14/2/2023,AU,Darwin,co,70,1.6,8,3.6,65.13
14/2/2023,AU,Darwin,no2,71,0.1,4.4,0.6,9.92
14/2/2023,AU,Darwin,o3,69,1.4,8.9,5.3,30.66
14/2/2023,AU,Darwin,pm10,50,1,15,7,92.88
14/2/2023,AU,Darwin,pm2.5,43,1,26,10,354.44
14/2/2023,AU,Darwin,so2,71,0.1,1,0.2,1.09
14/2/2023,AU,Hobart,pm10,66,3,12,6,32.59
14/2/2023,AU,Hobart,pm2.5,39,5,13,9,62.83
14/2/2023,AU,Launceston,pm10,132,2,40,5,159.29
14/2/2023,AU,Launceston,pm2.5,89,5,68,9,471.63
14/2/2023,AU,Melbourne,co,207,0.8,3.5,1.4,5.44
14/2/2023,AU,Melbourne,no2,241,0.7,13.9,3.8,113.35
14/2/2023,AU,Melbourne,o3,198,0.3,20.8,9.6,380.79
14/2/2023,AU,Melbourne,pm10,264,2,33,13,594.01
14/2/2023,AU,Melbourne,pm2.5,257,2,53,14,1757.5
14/2/2023,AU,Melbourne,so2,227,0.1,1.4,0.4,0.72
14/2/2023,AU,Newcastle,no2,79,1,13,3.8,97.44
14/2/2023,AU,Newcastle,pm10,144,5,80,19,1908.39
14/2/2023,AU,Newcastle,pm2.5,138,1,63,24,1682.49
14/2/2023,AU,Newcastle,so2,44,1.5,37.2,1.5,377.53
14/2/2023,AU,Perth,no2,6,2.3,7.8,3.4,42.35
14/2/2023,AU,Perth,o3,62,7,25,19,193.24
14/2/2023,AU,Perth,pm10,92,4,13,9,51.67
14/2/2023,AU,Perth,pm2.5,92,2,12,7,57.44
14/2/2023,AU,Perth,so2,2,2.9,2.9,2.9,0
14/2/2023,AU,Sydney,co,19,1.2,3.4,2.3,4.81
14/2/2023,AU,Sydney,no2,129,1,13.9,3.8,89.45
14/2/2023,AU,Sydney,o3,132,0.8,16,9.6,104.63
14/2/2023,AU,Sydney,pm10,144,3,25,13,204.68
14/2/2023,AU,Sydney,pm2.5,141,4,74,17,796.9
14/2/2023,AU,Sydney,so2,15,1.5,2.9,1.5,1.31
14/2/2023,AU,Wollongong,co,6,1.2,2.3,1.2,3.63
14/2/2023,AU,Wollongong,no2,21,1,5.6,1.9,20
14/2/2023,AU,Wollongong,o3,46,1.6,14.5,11.2,85.03
14/2/2023,AU,Wollongong,pm10,46,1,23,9,343.83
14/2/2023,AU,Wollongong,pm2.5,43,3,46,15,733.4
15/2/2023,AU,Adelaide,co,24,1.2,4.5,1.9,16.55
15/2/2023,AU,Adelaide,no2,90,0.5,12.8,3.2,124.43
15/2/2023,AU,Adelaide,o3,72,1.3,11.4,7.4,76.18
15/2/2023,AU,Adelaide,pm10,114,1,115,13,2238.37
15/2/2023,AU,Adelaide,pm2.5,72,4,129,13,3379.95
15/2/2023,AU,Adelaide,so2,13,0.6,1.6,1.1,1.06
15/2/2023,AU,Brisbane,co,23,10.9,12.9,11.4,3.09
15/2/2023,AU,Brisbane,no2,134,0.5,8.3,2.3,38.23
15/2/2023,AU,Brisbane,o3,71,1.3,9.8,6.1,42.5
15/2/2023,AU,Brisbane,pm10,214,2,49,12,499.42
15/2/2023,AU,Brisbane,pm2.5,213,1,37,19,778.29
15/2/2023,AU,Brisbane,so2,19,0.6,6.6,0.6,29.97
15/2/2023,AU,Canberra,co,23,0.1,3.5,3.1,8.07
15/2/2023,AU,Canberra,no2,14,0.5,4.6,1.4,20.45
15/2/2023,AU,Canberra,o3,69,0.9,12.2,7.4,81.35
15/2/2023,AU,Canberra,pm10,68,1,19,9,155.07
15/2/2023,AU,Canberra,pm2.5,61,1,44,19,1147.57
15/2/2023,AU,Darwin,co,66,1.7,8.4,3.5,75.52
15/2/2023,AU,Darwin,no2,70,0.1,3.6,0.3,9.13
15/2/2023,AU,Darwin,o3,69,3.6,6.9,5.4,5.89
15/2/2023,AU,Darwin,pm10,60,1,21,7,102.18
15/2/2023,AU,Darwin,pm2.5,52,3,30,11,489.57
15/2/2023,AU,Darwin,so2,69,0.1,1,0.2,1.09
15/2/2023,AU,Hobart,pm10,71,3,23,6,130.47
15/2/2023,AU,Hobart,pm2.5,31,5,17,9,68.47
15/2/2023,AU,Launceston,pm10,143,2,50,5,256.65
15/2/2023,AU,Launceston,pm2.5,98,5,89,9,1298.07
15/2/2023,AU,Melbourne,co,207,0.6,4.5,1.4,9.33
15/2/2023,AU,Melbourne,no2,253,1,16.7,6.5,129.89
15/2/2023,AU,Melbourne,o3,207,0.1,39.2,19.2,1967.41
15/2/2023,AU,Melbourne,pm10,264,1,64,19,1183.02
15/2/2023,AU,Melbourne,pm2.5,255,1,74,19,2239.64
15/2/2023,AU,Melbourne,so2,215,0.1,4.3,1.3,3.43
15/2/2023,AU,Newcastle,no2,80,1,14.9,5.6,149.49
15/2/2023,AU,Newcastle,pm10,144,10,96,19,1720.44
15/2/2023,AU,Newcastle,pm2.5,136,1,65,22,1528.11
15/2/2023,AU,Newcastle,so2,37,1.5,5.8,1.5,15.22
15/2/2023,AU,Perth,no2,19,1.2,8.9,3.4,55.19
15/2/2023,AU,Perth,o3,69,3,33,16,494.7
15/2/2023,AU,Perth,pm10,90,4,22,6,59.71
15/2/2023,AU,Perth,pm2.5,92,2,14,5,65.96
15/2/2023,AU,Perth,so2,5,2.9,2.9,2.9,0
15/2/2023,AU,Sydney,co,11,1.2,3.4,2.3,7.26
15/2/2023,AU,Sydney,no2,114,1,14.9,5.6,162.93
15/2/2023,AU,Sydney,o3,120,0.8,26.4,9.6,431.02
15/2/2023,AU,Sydney,pm10,141,3,25,13,132.2
15/2/2023,AU,Sydney,pm2.5,136,2,37,15,495.34
15/2/2023,AU,Sydney,so2,28,1.5,20,1.5,323.21
15/2/2023,AU,Wollongong,co,11,1.2,2.3,1.2,3.3
15/2/2023,AU,Wollongong,no2,36,1,11.2,2.8,54.63
15/2/2023,AU,Wollongong,o3,44,0.8,32,9.6,772.09
15/2/2023,AU,Wollongong,pm10,48,7,50,20,748.51
15/2/2023,AU,Wollongong,pm2.5,45,1,56,16,1698.25
15/2/2023,AU,Wollongong,so2,5,1.5,4.3,1.5,15.68
16/2/2023,AU,Adelaide,co,22,1,2.2,1.6,1.11
16/2/2023,AU,Adelaide,no2,90,0.5,16,2.8,139.59
16/2/2023,AU,Adelaide,o3,71,3.3,12.2,8.6,45.83
16/2/2023,AU,Adelaide,pm10,120,4,75,15,1508.14
16/2/2023,AU,Adelaide,pm2.5,69,4,52,17,1579.1
16/2/2023,AU,Adelaide,so2,16,1.1,2.1,1.6,1.24
16/2/2023,AU,Brisbane,co,23,11,12.8,11.3,3.29
16/2/2023,AU,Brisbane,no2,124,0.5,7.8,3.2,35.35
16/2/2023,AU,Brisbane,o3,69,0.5,10.2,4.1,91.78
16/2/2023,AU,Brisbane,pm10,214,3,103,11,1320.07
16/2/2023,AU,Brisbane,pm2.5,209,1,58,17,946.58
16/2/2023,AU,Brisbane,so2,14,0.6,1.6,0.6,2.2
16/2/2023,AU,Canberra,co,30,0.1,3.8,3.4,28.3
16/2/2023,AU,Canberra,no2,31,0.5,6.9,1.4,16.58
16/2/2023,AU,Canberra,o3,68,0.5,14.3,9,195.43
16/2/2023,AU,Canberra,pm10,70,1,23,11,276.93
16/2/2023,AU,Canberra,pm2.5,70,2,60,27,1575.85
16/2/2023,AU,Darwin,co,68,1.7,8.7,3.5,83.24
16/2/2023,AU,Darwin,no2,67,0.1,2.6,0.4,5.69
16/2/2023,AU,Darwin,o3,69,2.9,7.2,4.3,4.61
16/2/2023,AU,Darwin,pm10,72,1,19,9,149.23
16/2/2023,AU,Darwin,pm2.5,61,1,40,15,1271.28
16/2/2023,AU,Darwin,so2,68,0.1,1,0.2,1.14
16/2/2023,AU,Hobart,pm10,70,2,19,5,140.75
16/2/2023,AU,Hobart,pm2.5,45,5,21,9,153.86
16/2/2023,AU,Launceston,pm10,141,2,66,6,318.04
16/2/2023,AU,Launceston,pm2.5,91,5,30,9,159.07
16/2/2023,AU,Melbourne,co,195,0.3,4.4,1.8,9.47
16/2/2023,AU,Melbourne,no2,247,1.9,30.6,8.4,540.01
16/2/2023,AU,Melbourne,o3,207,0.4,42.4,26.4,1607.71
16/2/2023,AU,Melbourne,pm10,264,2,87,25,2199.27
16/2/2023,AU,Melbourne,pm2.5,254,5,62,25,2118.99
16/2/2023,AU,Melbourne,so2,195,0.1,2.9,0.5,2.25
16/2/2023,AU,Newcastle,no2,108,1,16.7,4.7,148.51
16/2/2023,AU,Newcastle,pm10,144,3,66,19,1535.17
16/2/2023,AU,Newcastle,pm2.5,133,1,73,20,1986.3
16/2/2023,AU,Newcastle,so2,39,1.5,20,1.5,216.01
16/2/2023,AU,Perth,no2,24,1.2,12.3,3.4,76.46
16/2/2023,AU,Perth,o3,66,2,29,16,452.58
16/2/2023,AU,Perth,pm10,91,2,10,5,32.62
16/2/2023,AU,Perth,pm2.5,80,2,11,5,51.54
16/2/2023,AU,Perth,so2,3,2.9,2.9,2.9,0
16/2/2023,AU,Sydney,co,6,2.3,3.4,2.3,3.63
16/2/2023,AU,Sydney,no2,121,1,18.6,4.7,152.62
16/2/2023,AU,Sydney,o3,112,0.8,48.1,12.1,1103.6
16/2/2023,AU,Sydney,pm10,129,2,39,14,369.6
16/2/2023,AU,Sydney,pm2.5,117,1,156,13,2575.19
16/2/2023,AU,Sydney,so2,56,1.5,25.8,4.3,361.66
16/2/2023,AU,Wollongong,co,6,1.2,2.3,1.2,3.63
16/2/2023,AU,Wollongong,no2,35,1,15.8,6.5,150.27
16/2/2023,AU,Wollongong,o3,46,0.8,31.2,11.2,788.65
16/2/2023,AU,Wollongong,pm10,48,6,59,21,1158.72
16/2/2023,AU,Wollongong,pm2.5,45,2,45,20,945.45
16/2/2023,AU,Wollongong,so2,12,2.9,20,7.2,275.89
17/2/2023,AU,Adelaide,co,19,2.3,3.3,2.9,1.33
17/2/2023,AU,Adelaide,no2,67,0.5,13.8,1,104.43
17/2/2023,AU,Adelaide,o3,60,6.1,9.8,8.2,8.52
17/2/2023,AU,Adelaide,pm10,111,10,48,21,431.37
17/2/2023,AU,Adelaide,pm2.5,80,1,75,21,3323.47
17/2/2023,AU,Adelaide,so2,10,0.6,1.1,0.6,0.44
17/2/2023,AU,Brisbane,co,23,11.1,13.3,11.3,4.9
17/2/2023,AU,Brisbane,no2,123,0.5,8.7,4.2,42.36
17/2/2023,AU,Brisbane,o3,59,0.5,15.1,5.3,170.86
17/2/2023,AU,Brisbane,pm10,216,1,53,10,383.41
17/2/2023,AU,Brisbane,pm2.5,214,1,40,15,533.73
17/2/2023,AU,Brisbane,so2,13,0.6,1.6,1.1,2.28
17/2/2023,AU,Canberra,co,44,0.2,4.3,0.9,31.32
17/2/2023,AU,Canberra,no2,37,0.5,4.6,1.9,10.49
17/2/2023,AU,Canberra,o3,69,0.5,19.1,9.8,330.55
17/2/2023,AU,Canberra,pm10,71,1,27,14,315.27
17/2/2023,AU,Canberra,pm2.5,72,6,54,37,1004.44
17/2/2023,AU,Darwin,co,67,1.8,9,3.5,90.65
17/2/2023,AU,Darwin,no2,66,0.1,2.7,0.2,5.46
17/2/2023,AU,Darwin,o3,72,4,6.5,4.7,4.2
17/2/2023,AU,Darwin,pm10,72,5,19,11,128.44
17/2/2023,AU,Darwin,pm2.5,65,1,47,17,1484.3
17/2/2023,AU,Darwin,so2,68,0.1,1,0.2,1.07
17/2/2023,AU,Hobart,pm10,68,2,25,8,347.42
17/2/2023,AU,Hobart,pm2.5,54,5,30,13,621.89
17/2/2023,AU,Launceston,pm10,144,4,39,11,297.04
17/2/2023,AU,Launceston,pm2.5,113,9,25,17,154.56
17/2/2023,AU,Melbourne,co,201,0.6,4.3,2,5.52
17/2/2023,AU,Melbourne,no2,247,1,21.3,5.6,230.35
17/2/2023,AU,Melbourne,o3,207,9.6,39.2,22.4,491.91
17/2/2023,AU,Melbourne,pm10,264,2,148,30,3345.67
17/2/2023,AU,Melbourne,pm2.5,258,5,67,33,2524.45
17/2/2023,AU,Melbourne,so2,14,0.1,2.9,0.6,11.93
17/2/2023,AU,Newcastle,no2,97,1,11.2,4.7,69.83
17/2/2023,AU,Newcastle,pm10,144,8,65,20,1262.79
17/2/2023,AU,Newcastle,pm2.5,136,2,64,18,1235.39
17/2/2023,AU,Newcastle,so2,62,1.5,41.5,1.5,1079.49
17/2/2023,AU,Perth,no2,21,1.2,6.7,2.3,27.2
17/2/2023,AU,Perth,o3,68,3,35,16,499.2
17/2/2023,AU,Perth,pm10,90,2,14,7,63.95
17/2/2023,AU,Perth,pm2.5,89,2,16,6,110.79
17/2/2023,AU,Perth,so2,4,2.9,2.9,2.9,0
17/2/2023,AU,Sydney,co,12,1.2,3.4,2.3,6.6
17/2/2023,AU,Sydney,no2,106,1,11.2,3.8,71.33
17/2/2023,AU,Sydney,o3,132,0.8,42.4,11.2,707.23
17/2/2023,AU,Sydney,pm10,125,1,42,13,373.75
17/2/2023,AU,Sydney,pm2.5,110,1,166,13,6599.05
17/2/2023,AU,Sydney,so2,28,1.5,18.6,2.9,272.41
17/2/2023,AU,Wollongong,co,13,1.2,2.3,2.3,3.1
17/2/2023,AU,Wollongong,no2,32,1,11.2,5.6,62.48
17/2/2023,AU,Wollongong,o3,43,0.8,25.6,11.2,534.28
17/2/2023,AU,Wollongong,pm10,48,3,50,19,791.7
17/2/2023,AU,Wollongong,pm2.5,44,2,45,13,1066.78
17/2/2023,AU,Wollongong,so2,8,1.5,10,2.9,123.53
18/2/2023,AU,Adelaide,co,20,1.5,3.2,1.7,2.99
18/2/2023,AU,Adelaide,no2,55,0.5,6.9,2.3,27.53
18/2/2023,AU,Adelaide,o3,44,1.7,8.2,5.7,26.54
18/2/2023,AU,Adelaide,pm10,96,4,23,10,159.1
18/2/2023,AU,Adelaide,pm2.5,35,4,79,17,3015.34
18/2/2023,AU,Adelaide,so2,7,0.6,1.1,1.1,0.36
18/2/2023,AU,Brisbane,co,23,10.9,12,11.3,0.99
18/2/2023,AU,Brisbane,no2,124,0.5,6,2.3,24.11
18/2/2023,AU,Brisbane,o3,68,0.5,15.5,5.3,163.5
18/2/2023,AU,Brisbane,pm10,216,1,44,9,260.62
18/2/2023,AU,Brisbane,pm2.5,213,1,59,15,665.25
18/2/2023,AU,Brisbane,so2,10,0.6,1.6,0.6,2.33
18/2/2023,AU,Canberra,co,39,0.5,4.4,0.9,33.39
18/2/2023,AU,Canberra,no2,37,0.5,5.1,1.4,14.21
18/2/2023,AU,Canberra,o3,69,2.1,19.5,10.6,228.37
18/2/2023,AU,Canberra,pm10,70,6,38,15,377.73
18/2/2023,AU,Canberra,pm2.5,67,7,63,41,1974.62
18/2/2023,AU,Darwin,co,65,1.9,9.3,3.6,101.05
18/2/2023,AU,Darwin,no2,70,0.1,1.9,0.2,3.21
18/2/2023,AU,Darwin,o3,70,2,5.3,4.4,2.84
18/2/2023,AU,Darwin,pm10,72,4,15,10,61.59
18/2/2023,AU,Darwin,pm2.5,67,1,40,12,988.76
18/2/2023,AU,Darwin,so2,72,0.1,1,0.2,1.16
18/2/2023,AU,Hobart,pm10,60,1,13,3,66.4
18/2/2023,AU,Hobart,pm2.5,35,5,21,9,191.73
18/2/2023,AU,Launceston,pm10,123,1,28,8,190.74
18/2/2023,AU,Launceston,pm2.5,100,5,46,13,434.48
18/2/2023,AU,Melbourne,co,192,0.5,3,1.2,2.67
18/2/2023,AU,Melbourne,no2,226,0.5,6.5,1.9,15.13
18/2/2023,AU,Melbourne,o3,207,4.8,20.8,12.8,136.25
18/2/2023,AU,Melbourne,pm10,264,1,34,14,386.46
18/2/2023,AU,Melbourne,pm2.5,261,2,52,17,1568.19
18/2/2023,AU,Melbourne,so2,181,0.1,1.2,0.7,0.77
18/2/2023,AU,Newcastle,no2,103,1,13.9,3.8,113.84
18/2/2023,AU,Newcastle,pm10,144,6,80,21,2087.67
18/2/2023,AU,Newcastle,pm2.5,135,2,66,23,1943.71
18/2/2023,AU,Newcastle,so2,78,1.5,50,1.5,647.74
18/2/2023,AU,Perth,no2,8,1.2,5.6,2.3,26.79
18/2/2023,AU,Perth,o3,68,5,44,20,790.37
18/2/2023,AU,Perth,pm10,92,3,23,9,148.03
18/2/2023,AU,Perth,pm2.5,90,2,18,7,153.08
18/2/2023,AU,Perth,so2,2,2.9,2.9,2.9,0
18/2/2023,AU,Sydney,co,10,1.2,3.4,3.4,10.89
18/2/2023,AU,Sydney,no2,122,1,14.9,4.7,108.82
