Date,Country,City,Pollutant,count,min,max,median,variance
24/8/2024,AU,Sydney,pm10,143,2,19,12,128.96
24/8/2024,AU,Sydney,pm2.5,129,2,57,20,1195.85
24/8/2024,AU,Sydney,so2,28,1.5,20,1.5,190.22
24/8/2024,AU,Wollongong,co,9,1.2,3.4,2.3,5.38
24/8/2024,AU,Wollongong,no2,42,1,26,4.7,457.35
24/8/2024,AU,Wollongong,o3,44,0.8,29.6,18.4,536.13
24/8/2024,AU,Wollongong,pm10,48,5,29,15,293.33
24/8/2024,AU,Wollongong,pm2.5,44,5,70,19,2160.73
24/8/2024,AU,Wollongong,so2,12,1.5,5.8,1.5,27.65
25/8/2024,AU,Adelaide,co,24,1.5,2.1,1.7,0.29
25/8/2024,AU,Adelaide,no2,54,0.5,4.6,1.4,10.31
25/8/2024,AU,Adelaide,o3,46,6.5,14.3,8.6,76.5
25/8/2024,AU,Adelaide,pm10,96,4,40,14,945.25
25/8/2024,AU,Adelaide,pm2.5,71,3,59,28,1809.31
25/8/2024,AU,Brisbane,co,25,0.2,3.2,2.4,5.36
25/8/2024,AU,Brisbane,no2,140,1,9.6,4.2,37.65
25/8/2024,AU,Brisbane,o3,71,0.5,25.2,9.8,418.88
25/8/2024,AU,Brisbane,pm10,216,9,31,17,269.54
25/8/2024,AU,Brisbane,pm2.5,216,8,68,38,2173.51
25/8/2024,AU,Brisbane,so2,43,0.6,3.6,0.6,6.42
25/8/2024,AU,Canberra,co,41,0.5,4.2,2,21.07
25/8/2024,AU,Canberra,no2,30,0.5,5.1,1.4,11.26
25/8/2024,AU,Canberra,o3,67,0.5,12.2,8.2,98.45
25/8/2024,AU,Canberra,pm10,72,1,19,9,198.01
25/8/2024,AU,Canberra,pm2.5,72,1,61,30,2124.5
25/8/2024,AU,Darwin,co,71,0.4,5.6,2.9,13.47
25/8/2024,AU,Darwin,no2,71,0.2,3.7,0.7,3.69
25/8/2024,AU,Darwin,o3,70,0.2,8.8,3.6,46.34
25/8/2024,AU,Darwin,pm10,72,4,44,11,515.16
25/8/2024,AU,Darwin,pm2.5,72,6,119,36,2933.68
25/8/2024,AU,Darwin,so2,70,0.1,2.1,0.7,6.64
25/8/2024,AU,Hobart,pm10,70,1,22,5,168.88
25/8/2024,AU,Hobart,pm2.5,64,5,63,17,2437.42
25/8/2024,AU,Launceston,pm10,167,2,41,8,315.82
25/8/2024,AU,Launceston,pm2.5,158,5,104,17,2071.59
25/8/2024,AU,Melbourne,co,69,1,2.8,1.5,1.31
25/8/2024,AU,Melbourne,no2,69,1.9,8.4,3.8,37.93
25/8/2024,AU,Melbourne,o3,69,8,24.8,15.2,218.1
25/8/2024,AU,Melbourne,pm10,94,2,24,10,242.65
25/8/2024,AU,Melbourne,pm2.5,152,1,57,18,1527.25
25/8/2024,AU,Melbourne,so2,60,0.2,1.1,0.7,0.88
25/8/2024,AU,Newcastle,no2,138,1,21.3,6.5,214.37
25/8/2024,AU,Newcastle,pm10,144,5,38,16,396.07
25/8/2024,AU,Newcastle,pm2.5,141,1,65,26,1511.42
25/8/2024,AU,Newcastle,so2,112,1.5,34.3,2.9,232.96
25/8/2024,AU,Perth,no2,7,1.2,4.5,1.2,19.01
25/8/2024,AU,Perth,o3,59,25,40,34,86.2
25/8/2024,AU,Perth,pm10,92,3,12,6,43.31
25/8/2024,AU,Perth,pm2.5,86,2,10,4,36.09
25/8/2024,AU,Perth,so2,11,2.9,2.9,2.9,0
25/8/2024,AU,Sydney,co,17,1.2,4.5,3.4,18.95
25/8/2024,AU,Sydney,no2,87,1,26,9.3,405.41
25/8/2024,AU,Sydney,o3,131,0.8,29.6,16.8,710.05
25/8/2024,AU,Sydney,pm10,144,1,26,14,363.76
25/8/2024,AU,Sydney,pm2.5,126,2,60,26,1310.43
25/8/2024,AU,Sydney,so2,24,1.5,2.9,1.5,4.23
25/8/2024,AU,Wollongong,co,14,1.2,4.5,2.3,13.36
25/8/2024,AU,Wollongong,no2,40,1,19.5,4.7,240.36
25/8/2024,AU,Wollongong,o3,45,0.8,32.8,17.6,1164.91
25/8/2024,AU,Wollongong,pm10,46,2,47,17,805.78
25/8/2024,AU,Wollongong,pm2.5,44,7,55,23,1141.96
26/8/2024,AU,Adelaide,co,24,1.1,3.7,1.9,4.15
26/8/2024,AU,Adelaide,no2,51,0.5,12.8,1.4,155.65
26/8/2024,AU,Adelaide,o3,48,7,13.5,12.2,24.2
26/8/2024,AU,Adelaide,pm10,95,7,32,19,276.82
26/8/2024,AU,Adelaide,pm2.5,70,13,55,32,1211.35
26/8/2024,AU,Adelaide,so2,2,0.6,1.1,0.6,1.25
26/8/2024,AU,Brisbane,co,36,0.1,4.6,1.7,20.38
26/8/2024,AU,Brisbane,no2,134,1,12.4,5.5,60.7
26/8/2024,AU,Brisbane,o3,59,0.9,19.9,5.7,228.93
26/8/2024,AU,Brisbane,pm10,216,1,59,17,806.63
26/8/2024,AU,Brisbane,pm2.5,216,2,74,33,2974.01
26/8/2024,AU,Brisbane,so2,40,0.6,9.2,1.1,38.84
26/8/2024,AU,Canberra,co,31,0.1,3.9,3.1,25.98
26/8/2024,AU,Canberra,no2,12,0.5,1.9,0.5,2.03
26/8/2024,AU,Canberra,o3,62,7.8,14.7,11.8,35.12
26/8/2024,AU,Canberra,pm10,48,1,34,6,527.12
26/8/2024,AU,Canberra,pm2.5,55,1,65,15,2671.06
26/8/2024,AU,Darwin,co,67,0.7,5,2.9,8.33
26/8/2024,AU,Darwin,no2,67,0.3,3.7,1,3.7
26/8/2024,AU,Darwin,o3,67,0.7,11.9,5.3,54.93
26/8/2024,AU,Darwin,pm10,59,12,39,19,320.68
26/8/2024,AU,Darwin,pm2.5,59,23,65,49,1081.69
26/8/2024,AU,Darwin,so2,67,0.1,2,0.5,4.11
26/8/2024,AU,Hobart,pm10,52,1,10,1,35.23
26/8/2024,AU,Hobart,pm2.5,24,5,13,5,64.93
26/8/2024,AU,Launceston,pm10,163,1,18,4,75.12
26/8/2024,AU,Launceston,pm2.5,129,5,53,9,531.98
26/8/2024,AU,Melbourne,co,69,0.9,2,1.2,0.72
26/8/2024,AU,Melbourne,no2,66,1.9,13.9,4.7,106.54
26/8/2024,AU,Melbourne,o3,69,11.2,24.1,19.2,153.49
26/8/2024,AU,Melbourne,pm10,97,5,16,10,81.49
26/8/2024,AU,Melbourne,pm2.5,148,1,47,15,1007.16
26/8/2024,AU,Melbourne,so2,69,0.2,1.2,0.8,0.89
26/8/2024,AU,Newcastle,no2,126,1,32.5,7.5,856.42
26/8/2024,AU,Newcastle,pm10,143,3,44,15,616.19
26/8/2024,AU,Newcastle,pm2.5,134,1,81,22,2221.9
26/8/2024,AU,Newcastle,so2,72,1.5,11.5,1.5,26.4
26/8/2024,AU,Perth,no2,12,1.2,10,4.5,71.41
26/8/2024,AU,Perth,o3,65,15,37,31,217.57
26/8/2024,AU,Perth,pm10,90,1,9,4,25.8
26/8/2024,AU,Perth,pm2.5,74,2,9,4,25.34
26/8/2024,AU,Perth,so2,6,2.9,2.9,2.9,0
26/8/2024,AU,Sydney,co,3,2.3,2.3,2.3,0
26/8/2024,AU,Sydney,no2,94,1,32.5,5.6,414.42
26/8/2024,AU,Sydney,o3,134,1.6,31.2,22.4,373.87
26/8/2024,AU,Sydney,pm10,143,1,30,10,197.46
26/8/2024,AU,Sydney,pm2.5,121,1,73,13,1295.12
26/8/2024,AU,Sydney,so2,2,1.5,1.5,1.5,0
26/8/2024,AU,Wollongong,no2,34,1,5.6,1.9,9.13
26/8/2024,AU,Wollongong,o3,44,21.6,29.6,26.4,41.51
26/8/2024,AU,Wollongong,pm10,47,2,34,12,501.83
26/8/2024,AU,Wollongong,pm2.5,36,1,49,16,1202.5
26/8/2024,AU,Wollongong,so2,3,1.5,2.9,1.5,6.53
27/8/2024,AU,Adelaide,co,24,1.1,1.9,1.6,0.7
27/8/2024,AU,Adelaide,no2,58,0.5,10.1,2.3,61.87
27/8/2024,AU,Adelaide,o3,44,4.1,12.6,10.2,59.29
27/8/2024,AU,Adelaide,pm10,89,7,42,20,567.73
27/8/2024,AU,Adelaide,pm2.5,64,9,50,27,870.61
27/8/2024,AU,Adelaide,so2,6,0.6,1.1,0.6,0.75
27/8/2024,AU,Brisbane,co,35,0.1,4.1,3,18.81
27/8/2024,AU,Brisbane,no2,133,0.5,11,5.5,75.4
27/8/2024,AU,Brisbane,o3,57,0.5,23.6,9,420.11
27/8/2024,AU,Brisbane,pm10,215,6,49,20,897.57
27/8/2024,AU,Brisbane,pm2.5,215,1,84,40,4949.81
27/8/2024,AU,Brisbane,so2,18,0.6,2.1,0.6,2.39
27/8/2024,AU,Canberra,co,34,0.1,4.3,3.4,29.37
27/8/2024,AU,Canberra,no2,23,0.5,5.1,1,12.5
27/8/2024,AU,Canberra,o3,61,1.7,12.2,8.2,91.29
27/8/2024,AU,Canberra,pm10,62,1,29,6,359.91
27/8/2024,AU,Canberra,pm2.5,56,1,51,18,1662.1
27/8/2024,AU,Darwin,co,66,1.7,6.5,2.8,17.73
27/8/2024,AU,Darwin,no2,66,0.3,4.3,0.9,8.98
27/8/2024,AU,Darwin,o3,67,1.1,145.6,5.5,2996.24
27/8/2024,AU,Darwin,pm10,60,2,71,22,2098.92
27/8/2024,AU,Darwin,pm2.5,59,3,158,55,10987.4
27/8/2024,AU,Darwin,so2,53,0.1,0.9,0.5,0.57
27/8/2024,AU,Hobart,pm10,63,1,10,4,76.27
27/8/2024,AU,Hobart,pm2.5,46,5,13,9,102.42
27/8/2024,AU,Launceston,pm10,166,2,27,10,243.81
27/8/2024,AU,Launceston,pm2.5,161,5,38,17,373.58
27/8/2024,AU,Melbourne,co,60,1.2,1.6,1.4,0.12
27/8/2024,AU,Melbourne,no2,66,1.9,7.5,3.8,21.19
27/8/2024,AU,Melbourne,o3,69,15.2,22.4,19.2,52.37
27/8/2024,AU,Melbourne,pm10,104,6,109,10,1987.09
27/8/2024,AU,Melbourne,pm2.5,150,1,47,14,840.37
27/8/2024,AU,Melbourne,so2,69,0.2,1.3,1,1.66
27/8/2024,AU,Newcastle,no2,138,1.9,27.8,13,497.86
27/8/2024,AU,Newcastle,pm10,143,3,62,15,959.4
27/8/2024,AU,Newcastle,pm2.5,133,1,86,20,2604.83
27/8/2024,AU,Newcastle,so2,103,1.5,22.9,2.9,149.8
27/8/2024,AU,Perth,no2,19,1.2,20,13.4,489.34
27/8/2024,AU,Perth,o3,56,4,40,35,910.8
27/8/2024,AU,Perth,pm10,88,3,14,10,86.49
27/8/2024,AU,Perth,pm2.5,86,2,20,7,89.4
27/8/2024,AU,Perth,so2,3,2.9,2.9,2.9,0
27/8/2024,AU,Sydney,co,10,1.2,2.3,1.2,2.82
27/8/2024,AU,Sydney,no2,77,1.9,40.8,9.3,883.58
27/8/2024,AU,Sydney,o3,124,0.8,29.6,12.8,748.6
27/8/2024,AU,Sydney,pm10,130,1,36,11,353.37
27/8/2024,AU,Sydney,pm2.5,123,2,41,18,614.2
27/8/2024,AU,Sydney,so2,33,1.5,15.8,2.9,72.82
27/8/2024,AU,Wollongong,co,7,1.2,3.4,2.3,9.8
27/8/2024,AU,Wollongong,no2,42,1,31.5,3.8,763.29
27/8/2024,AU,Wollongong,o3,45,0.8,26.4,21.6,509.08
27/8/2024,AU,Wollongong,pm10,45,3,53,12,1532.56
27/8/2024,AU,Wollongong,pm2.5,39,1,60,13,2524.91
27/8/2024,AU,Wollongong,so2,5,1.5,1.5,1.5,0
28/8/2024,AU,Adelaide,co,24,1.3,3.4,1.8,4.51
28/8/2024,AU,Adelaide,no2,43,0.5,12.4,1,125.26
28/8/2024,AU,Adelaide,o3,46,10.6,14.7,13.9,9.69
28/8/2024,AU,Adelaide,pm10,94,2,51,35,601
28/8/2024,AU,Adelaide,pm2.5,69,19,63,50,902.61
28/8/2024,AU,Adelaide,so2,3,0.6,1.1,0.6,0.83
28/8/2024,AU,Brisbane,co,29,0.1,4.9,2.4,21.84
28/8/2024,AU,Brisbane,no2,137,0.5,11,5.5,57.79
28/8/2024,AU,Brisbane,o3,69,0.5,17.5,5.3,203.27
28/8/2024,AU,Brisbane,pm10,216,2,50,19,519.16
28/8/2024,AU,Brisbane,pm2.5,215,2,68,32,2171.72
28/8/2024,AU,Brisbane,so2,42,0.6,8.7,0.6,34.09
28/8/2024,AU,Canberra,co,6,0.1,3.3,0.1,30.72
28/8/2024,AU,Canberra,no2,16,0.5,5.5,1,15.54
28/8/2024,AU,Canberra,o3,66,4.9,14.3,11,52.08
28/8/2024,AU,Canberra,pm10,70,1,71,10,2889.13
28/8/2024,AU,Canberra,pm2.5,72,2,48,16,864.5
28/8/2024,AU,Darwin,co,62,1.4,4.3,2.5,3.87
28/8/2024,AU,Darwin,no2,62,0.3,4.2,1,9.23
28/8/2024,AU,Darwin,o3,63,1.9,12.6,6.7,84.29
28/8/2024,AU,Darwin,pm10,64,10,43,18,349.38
28/8/2024,AU,Darwin,pm2.5,64,18,79,39,2091.5
28/8/2024,AU,Darwin,so2,42,0.1,0.7,0.5,0.46
28/8/2024,AU,Hobart,pm10,53,1,6,2,16.86
28/8/2024,AU,Hobart,pm2.5,35,5,9,5,29.04
28/8/2024,AU,Launceston,pm10,166,1,14,4,87.42
28/8/2024,AU,Launceston,pm2.5,143,5,30,9,221.46
28/8/2024,AU,Melbourne,co,63,0.9,1.6,1.2,0.36
28/8/2024,AU,Melbourne,no2,69,1,9.3,2.8,40.71
28/8/2024,AU,Melbourne,o3,69,17.6,27.2,23.3,73.63
28/8/2024,AU,Melbourne,pm10,103,3,72,22,2461.68
28/8/2024,AU,Melbourne,pm2.5,145,1,67,21,2181.32
28/8/2024,AU,Melbourne,so2,45,0.1,0.7,0.3,0.32
28/8/2024,AU,Newcastle,no2,125,1,25.1,7.5,499.64
28/8/2024,AU,Newcastle,pm10,144,6,75,21,1283.22
28/8/2024,AU,Newcastle,pm2.5,136,1,78,17,1052.15
28/8/2024,AU,Newcastle,so2,74,1.5,10,2.9,43.48
28/8/2024,AU,Perth,no2,35,1.2,18.9,5.6,204.25
28/8/2024,AU,Perth,o3,68,3,37,28,1068.19
28/8/2024,AU,Perth,pm10,92,2,20,8,96.9
28/8/2024,AU,Perth,pm2.5,84,2,31,7,180.94
28/8/2024,AU,Perth,so2,3,2.9,2.9,2.9,0
28/8/2024,AU,Sydney,co,9,1.2,2.3,1.2,3.03
28/8/2024,AU,Sydney,no2,79,1,32.5,3.8,367.56
28/8/2024,AU,Sydney,o3,129,1.6,28.1,23.3,228.8
28/8/2024,AU,Sydney,pm10,143,1,31,14,589.17
28/8/2024,AU,Sydney,pm2.5,131,1,40,14,504.43
28/8/2024,AU,Sydney,so2,5,1.5,1.5,1.5,0
28/8/2024,AU,Wollongong,co,8,1.2,4.5,2.3,15.34
28/8/2024,AU,Wollongong,no2,32,1,11.2,1.9,60.77
28/8/2024,AU,Wollongong,o3,45,13.6,28.9,25.6,89.48
28/8/2024,AU,Wollongong,pm10,42,1,121,23,11582.4
28/8/2024,AU,Wollongong,pm2.5,39,2,48,18,1244.01
29/8/2024,AU,Adelaide,co,24,1.2,3.2,2,3
29/8/2024,AU,Adelaide,no2,64,0.5,10.6,1.9,76.71
29/8/2024,AU,Adelaide,o3,46,4.5,13.5,11,58.84
29/8/2024,AU,Adelaide,pm10,94,15,49,28,621.88
29/8/2024,AU,Adelaide,pm2.5,70,18,59,38,1062.07
29/8/2024,AU,Adelaide,so2,10,0.6,1.1,0.6,0.58
29/8/2024,AU,Brisbane,co,40,0.3,10.8,2.1,45.51
29/8/2024,AU,Brisbane,no2,135,1,16,7.4,158.56
29/8/2024,AU,Brisbane,o3,64,0.5,22.4,4.5,493.65
29/8/2024,AU,Brisbane,pm10,216,9,63,25,835
29/8/2024,AU,Brisbane,pm2.5,216,11,103,53,3412.55
29/8/2024,AU,Brisbane,so2,49,0.6,4.6,1.1,10.95
29/8/2024,AU,Canberra,co,15,0.1,3.5,3.3,27.65
29/8/2024,AU,Canberra,no2,22,0.5,3.7,1.4,10.77
29/8/2024,AU,Canberra,o3,65,4.5,14.3,11.4,44.55
29/8/2024,AU,Canberra,pm10,72,1,31,13,368.89
29/8/2024,AU,Canberra,pm2.5,71,4,64,25,1272.49
29/8/2024,AU,Darwin,co,63,1.4,3.3,2.3,1.72
29/8/2024,AU,Darwin,no2,63,0.3,7.8,1.1,20.62
29/8/2024,AU,Darwin,o3,65,0.5,12.2,5.5,77.66
29/8/2024,AU,Darwin,pm10,62,4,52,13,746.95
29/8/2024,AU,Darwin,pm2.5,62,5,52,29,1165.2
29/8/2024,AU,Darwin,so2,40,0.1,0.5,0.1,0.38
29/8/2024,AU,Hobart,pm10,67,1,10,3,45.64
29/8/2024,AU,Hobart,pm2.5,52,5,13,5,65.34
29/8/2024,AU,Launceston,pm10,162,1,29,6,178.87
29/8/2024,AU,Launceston,pm2.5,147,5,80,13,823.4
29/8/2024,AU,Melbourne,co,69,1,1.9,1.3,0.49
29/8/2024,AU,Melbourne,no2,66,1,21.3,4.7,237.94
29/8/2024,AU,Melbourne,o3,69,4.8,24.1,20.8,253.9
29/8/2024,AU,Melbourne,pm10,104,9,53,24,519.67
29/8/2024,AU,Melbourne,pm2.5,152,5,63,35,1476.39
29/8/2024,AU,Melbourne,so2,60,0.1,1.2,0.4,0.91
29/8/2024,AU,Newcastle,no2,138,1,32.5,10.2,666.42
29/8/2024,AU,Newcastle,pm10,144,7,67,20,978.74
29/8/2024,AU,Newcastle,pm2.5,142,6,59,20,1018.33
29/8/2024,AU,Newcastle,so2,79,1.5,12.9,2.9,59.1
29/8/2024,AU,Perth,no2,9,1.2,3.4,2.3,8.4
29/8/2024,AU,Perth,o3,68,26,39,34,91.31
29/8/2024,AU,Perth,pm10,92,3,12,8,34.57
29/8/2024,AU,Perth,pm2.5,90,2,11,5,45.13
29/8/2024,AU,Perth,so2,10,2.9,2.9,2.9,0
29/8/2024,AU,Sydney,co,9,1.2,2.3,1.2,1.34
29/8/2024,AU,Sydney,no2,115,1,30.6,6.5,485.41
29/8/2024,AU,Sydney,o3,136,0.8,33.6,20,550.97
29/8/2024,AU,Sydney,pm10,144,4,51,14,354.54
29/8/2024,AU,Sydney,pm2.5,143,1,55,23,1143.69
29/8/2024,AU,Sydney,so2,14,1.5,2.9,1.5,1.4
29/8/2024,AU,Wollongong,co,3,1.2,1.2,1.2,0
29/8/2024,AU,Wollongong,no2,32,1,26,2.8,484.7
29/8/2024,AU,Wollongong,o3,43,0.8,30.4,24.8,638.09
29/8/2024,AU,Wollongong,pm10,46,1,47,18,833.87
29/8/2024,AU,Wollongong,pm2.5,44,2,59,20,1669.87
30/8/2024,AU,Adelaide,co,21,1.5,2.1,1.8,0.24
30/8/2024,AU,Adelaide,no2,44,0.5,9.6,1,80.54
30/8/2024,AU,Adelaide,o3,46,10.6,14.3,13,9.16
30/8/2024,AU,Adelaide,pm10,91,19,50,30,272.49
30/8/2024,AU,Adelaide,pm2.5,67,20,59,46,640.99
30/8/2024,AU,Adelaide,so2,6,0.6,1.1,0.6,0.42
30/8/2024,AU,Brisbane,co,42,0.4,5.3,3,25.74
30/8/2024,AU,Brisbane,no2,140,1.4,18.3,8.7,143.13
30/8/2024,AU,Brisbane,o3,60,0.5,24.4,7.8,482.16
30/8/2024,AU,Brisbane,pm10,216,4,71,29,1678.78
30/8/2024,AU,Brisbane,pm2.5,216,11,157,56,4426.66
30/8/2024,AU,Brisbane,so2,46,0.6,15.8,1.1,91.98
30/8/2024,AU,Canberra,co,25,0.1,3.6,3.5,23.34
30/8/2024,AU,Canberra,no2,23,1,6,1.4,11.69
30/8/2024,AU,Canberra,o3,67,5.3,13.5,9.8,35.34
30/8/2024,AU,Canberra,pm10,67,4,50,14,446.64
30/8/2024,AU,Canberra,pm2.5,72,11,54,27,1163.07
30/8/2024,AU,Darwin,co,72,1.3,3,2.3,1.66
30/8/2024,AU,Darwin,no2,72,0.3,8,0.7,11.02
30/8/2024,AU,Darwin,o3,69,1.5,12.8,5.8,64.11
30/8/2024,AU,Darwin,pm10,72,4,49,11,339.86
30/8/2024,AU,Darwin,pm2.5,71,3,59,29,1548.33
30/8/2024,AU,Darwin,so2,45,0.1,0.6,0.4,0.4
30/8/2024,AU,Hobart,pm10,66,1,20,2,61.64
30/8/2024,AU,Hobart,pm2.5,35,5,30,5,194.91
30/8/2024,AU,Launceston,pm10,167,1,25,7,170.35
30/8/2024,AU,Launceston,pm2.5,163,5,68,13,708.09
30/8/2024,AU,Melbourne,co,69,1.2,2.4,1.4,0.7
30/8/2024,AU,Melbourne,no2,66,1,14.9,3.8,93.55
30/8/2024,AU,Melbourne,o3,69,8.8,28.9,23.3,227.4
30/8/2024,AU,Melbourne,pm10,101,9,63,19,1465.2
30/8/2024,AU,Melbourne,pm2.5,156,3,61,24,1624.19
30/8/2024,AU,Melbourne,so2,57,0.1,1.1,0.2,0.55
30/8/2024,AU,Newcastle,no2,133,1,33.4,11.2,582.23
30/8/2024,AU,Newcastle,pm10,144,10,61,25,635.79
30/8/2024,AU,Newcastle,pm2.5,142,3,52,23,1025.18
30/8/2024,AU,Newcastle,so2,84,1.5,22.9,2.9,167.42
30/8/2024,AU,Perth,no2,13,1.2,20,4.5,395.21
30/8/2024,AU,Perth,o3,60,6,40,33,432.57
30/8/2024,AU,Perth,pm10,92,1,9,5,25.18
30/8/2024,AU,Perth,pm2.5,71,2,11,4,33.25
30/8/2024,AU,Perth,so2,5,2.9,2.9,2.9,0
30/8/2024,AU,Sydney,co,14,1.2,2.3,1.2,2.99
30/8/2024,AU,Sydney,no2,91,1,26.9,5.6,552.87
30/8/2024,AU,Sydney,o3,122,0.8,25.6,19.2,434.79
30/8/2024,AU,Sydney,pm10,140,6,77,17,502.83
30/8/2024,AU,Sydney,pm2.5,129,4,62,20,1234.79
30/8/2024,AU,Sydney,so2,19,1.5,2.9,1.5,1.03
30/8/2024,AU,Wollongong,no2,41,1,18.6,4.7,197.25
30/8/2024,AU,Wollongong,o3,46,8.8,27.2,20,187.49
30/8/2024,AU,Wollongong,pm10,47,6,39,17,652.98
30/8/2024,AU,Wollongong,pm2.5,47,3,57,18,1217.44
30/8/2024,AU,Wollongong,so2,2,1.5,1.5,1.5,0
31/8/2024,AU,Adelaide,co,21,1.3,1.9,1.8,0.48
31/8/2024,AU,Adelaide,no2,42,0.5,3.2,1,9.28
31/8/2024,AU,Adelaide,o3,46,12.6,14.7,13.5,2.58
31/8/2024,AU,Adelaide,pm10,95,16,37,26,235.51
31/8/2024,AU,Adelaide,pm2.5,71,18,57,42,800.46
31/8/2024,AU,Adelaide,so2,3,0.6,0.6,0.6,0
31/8/2024,AU,Brisbane,co,44,0.1,4.9,2,24.01
31/8/2024,AU,Brisbane,no2,139,0.5,16,6.4,113.17
31/8/2024,AU,Brisbane,o3,69,0.5,22.8,7.8,451.98
31/8/2024,AU,Brisbane,pm10,216,9,58,29,535.23
31/8/2024,AU,Brisbane,pm2.5,216,8,121,56,2793.66
31/8/2024,AU,Brisbane,so2,54,0.6,16.3,1.1,118.84
31/8/2024,AU,Canberra,co,16,0.1,3.5,3.4,28.05
31/8/2024,AU,Canberra,no2,17,0.5,5.5,0.5,14.24
31/8/2024,AU,Canberra,o3,59,10.2,15.5,12.2,17.62
31/8/2024,AU,Canberra,pm10,71,7,63,12,1343.19
31/8/2024,AU,Canberra,pm2.5,72,1,53,21,842.49
31/8/2024,AU,Darwin,co,69,1.4,4,2.4,2.5
31/8/2024,AU,Darwin,no2,69,0.3,4.2,0.7,5.37
31/8/2024,AU,Darwin,o3,69,1.9,12.1,5.1,53.76
31/8/2024,AU,Darwin,pm10,72,5,19,12,83.47
31/8/2024,AU,Darwin,pm2.5,71,8,57,31,950.37
31/8/2024,AU,Darwin,so2,38,0.1,0.6,0.5,0.4
31/8/2024,AU,Hobart,pm10,63,1,12,2,56.36
31/8/2024,AU,Hobart,pm2.5,41,5,25,5,172.88
31/8/2024,AU,Launceston,pm10,153,1,26,8,236.17
31/8/2024,AU,Launceston,pm2.5,142,5,42,17,719.7
31/8/2024,AU,Melbourne,co,69,1.2,1.5,1.3,0.09
31/8/2024,AU,Melbourne,no2,66,1,5.6,2.8,14.69
31/8/2024,AU,Melbourne,o3,69,20,26.4,24.1,21.26
31/8/2024,AU,Melbourne,pm10,103,7,61,13,1074.91
31/8/2024,AU,Melbourne,pm2.5,157,1,56,17,1105.36
31/8/2024,AU,Melbourne,so2,24,0.1,0.5,0.3,0.23
31/8/2024,AU,Newcastle,no2,97,1,24.1,7.5,489.72
31/8/2024,AU,Newcastle,pm10,144,13,69,23,1240.26
31/8/2024,AU,Newcastle,pm2.5,140,1,78,22,1897.19
31/8/2024,AU,Newcastle,so2,42,1.5,18.6,2.9,154.51
31/8/2024,AU,Perth,no2,6,1.2,5.6,1.2,32.27
31/8/2024,AU,Perth,o3,62,9,41,37,177.65
31/8/2024,AU,Perth,pm10,91,1,9,5,22.38
31/8/2024,AU,Perth,pm2.5,65,2,14,4,62.59
31/8/2024,AU,Perth,so2,8,2.9,2.9,2.9,0
31/8/2024,AU,Sydney,co,19,1.2,3.4,2.3,6.79
31/8/2024,AU,Sydney,no2,88,1,28.8,4.7,438.72
31/8/2024,AU,Sydney,o3,127,0.8,30.4,24.1,450.79
31/8/2024,AU,Sydney,pm10,144,5,33,11,273.14
31/8/2024,AU,Sydney,pm2.5,135,1,69,16,1473.11
31/8/2024,AU,Sydney,so2,7,1.5,2.9,1.5,4.67
31/8/2024,AU,Wollongong,no2,26,1,18.6,1.9,290.57
31/8/2024,AU,Wollongong,o3,37,4,29.6,25.6,550.21
31/8/2024,AU,Wollongong,pm10,48,3,80,14,1785.96
31/8/2024,AU,Wollongong,pm2.5,42,1,60,18,1468.9
1/9/2024,AU,Adelaide,co,24,1.2,2.3,1.8,0.76
1/9/2024,AU,Adelaide,no2,43,0.5,6.4,1.4,14.88
1/9/2024,AU,Adelaide,o3,44,10.2,13,12.2,3.41
1/9/2024,AU,Adelaide,pm10,91,12,37,23,223.13
1/9/2024,AU,Adelaide,pm2.5,67,22,57,34,567.4
1/9/2024,AU,Adelaide,so2,6,0.6,1.1,0.6,0.42
1/9/2024,AU,Brisbane,co,39,0.1,4.7,2.8,20.77
1/9/2024,AU,Brisbane,no2,141,0.5,11,4.6,50.88
1/9/2024,AU,Brisbane,o3,61,0.5,38.6,8.2,955.15
1/9/2024,AU,Brisbane,pm10,216,2,56,26,751.67
1/9/2024,AU,Brisbane,pm2.5,215,11,114,54,4221.24
1/9/2024,AU,Brisbane,so2,43,0.6,4.1,1.1,5.98
1/9/2024,AU,Canberra,co,9,0.1,3.6,0.2,29.77
1/9/2024,AU,Canberra,no2,14,0.5,6,1,19.45
1/9/2024,AU,Canberra,o3,62,9.4,14.7,12.2,24.25
1/9/2024,AU,Canberra,pm10,71,2,51,10,1157.88
1/9/2024,AU,Canberra,pm2.5,71,1,55,20,871.9
1/9/2024,AU,Darwin,co,69,1.4,3.2,2.2,2.38
1/9/2024,AU,Darwin,no2,69,0.2,3.7,0.5,4.55
1/9/2024,AU,Darwin,o3,69,1.1,8.2,4.5,29.21
1/9/2024,AU,Darwin,pm10,72,4,24,10,110.66
1/9/2024,AU,Darwin,pm2.5,72,5,55,28,1435.87
1/9/2024,AU,Darwin,so2,38,0.1,0.6,0.4,0.37
1/9/2024,AU,Hobart,pm10,69,1,27,3,148.2
1/9/2024,AU,Hobart,pm2.5,61,5,85,9,1922.82
1/9/2024,AU,Launceston,pm10,130,2,33,8,307.82
1/9/2024,AU,Launceston,pm2.5,130,5,50,13,749.98
1/9/2024,AU,Melbourne,co,36,1.3,1.8,1.4,0.21
1/9/2024,AU,Melbourne,no2,33,1,3.8,1.9,7.1
