Date,Country,City,Pollutant,count,min,max,median,variance,AQI,Rounded AQI
2023-04-12,AU,Canberra,pm2.5,71,5.0,83.0,45.0,3066.78,59.400000000000006,59
2023-04-12,AU,Darwin,co,70,0.2,7.3,3.3,77.4,18.15,18
2023-04-12,AU,Darwin,no2,71,0.1,5.1,0.3,12.87,0.12374999999999999,0
2023-04-12,AU,Darwin,o3,72,1.4,6.1,4.4,21.16,2.1671641791044776,2
2023-04-12,AU,Darwin,pm10,72,4.0,25.0,11.0,127.2,7.260000000000001,7
2023-04-12,AU,Darwin,pm2.5,72,6.0,54.0,23.0,1111.45,30.360000000000003,30
2023-04-12,AU,Darwin,so2,72,0.1,0.4,0.3,0.07,0.0744360902255639,0
2023-04-12,AU,Hobart,pm10,68,1.0,14.0,5.0,102.37,3.3000000000000003,3
2023-04-12,AU,Hobart,pm2.5,58,5.0,21.0,9.0,201.14,11.88,12
2023-04-12,AU,Launceston,pm10,132,1.0,14.0,2.0,26.25,1.32,1
2023-04-12,AU,Launceston,pm2.5,76,5.0,50.0,5.0,354.76,6.6000000000000005,7
2023-04-12,AU,Melbourne,co,89,1.0,3.6,1.6,2.34,8.8,9
2023-04-12,AU,Melbourne,no2,89,2.8,14.9,6.5,134.45,2.68125,3
2023-04-12,AU,Melbourne,o3,86,0.3,16.0,9.6,227.39,4.728358208955224,5
2023-04-12,AU,Melbourne,pm10,120,2.0,23.0,11.0,287.11,7.260000000000001,7
2023-04-12,AU,Melbourne,pm2.5,153,1.0,69.0,21.0,2478.96,27.720000000000002,28
2023-04-12,AU,Newcastle,no2,137,1.0,26.9,12.1,380.4,4.99125,5
2023-04-12,AU,Newcastle,pm10,143,2.0,54.0,19.0,882.8,12.540000000000001,13
2023-04-12,AU,Newcastle,pm2.5,138,2.0,97.0,25.0,2517.6,33.0,33
2023-04-12,AU,Newcastle,so2,95,1.5,14.3,2.9,96.33,0.719548872180451,1
2023-04-12,AU,Perth,no2,38,1.2,16.7,5.6,173.37,2.3099999999999996,2
2023-04-12,AU,Perth,o3,68,1.0,25.0,11.0,560.18,5.4179104477611935,5
2023-04-12,AU,Perth,pm10,87,1.0,8.0,3.0,38.56,1.98,2
2023-04-12,AU,Perth,pm2.5,65,2.0,13.0,4.0,146.18,5.28,5
2023-04-12,AU,Sydney,co,11,1.2,2.3,1.2,2.64,6.6,7
2023-04-12,AU,Sydney,no2,128,1.0,21.3,13.9,274.51,5.73375,6
2023-04-12,AU,Sydney,o3,98,0.8,18.4,4.8,306.01,2.364179104477612,2
2023-04-12,AU,Sydney,pm10,136,6.0,45.0,13.0,252.71,8.58,9
2023-04-12,AU,Sydney,pm2.5,134,1.0,80.0,21.0,1175.04,27.720000000000002,28
2023-04-12,AU,Sydney,so2,30,1.5,2.9,1.5,2.34,0.3721804511278195,0
2023-04-12,AU,Wollongong,co,19,1.2,13.4,7.8,179.57,52.8,53
2023-04-12,AU,Wollongong,no2,43,1.9,19.5,8.4,234.41,3.465,3
2023-04-12,AU,Wollongong,o3,36,0.8,20.0,6.4,551.29,3.1522388059701494,3
2023-04-12,AU,Wollongong,pm10,31,3.0,58.0,14.0,2309.23,9.24,9
2023-04-12,AU,Wollongong,pm2.5,46,1.0,51.0,19.0,1914.09,25.080000000000002,25
2023-04-12,AU,Wollongong,so2,7,1.5,2.9,1.5,4.67,0.3721804511278195,0
2023-04-13,AU,Adelaide,co,24,1.0,2.6,1.7,2.44,9.35,9
2023-04-13,AU,Adelaide,no2,79,0.5,11.9,1.9,83.84,0.78375,1
2023-04-13,AU,Adelaide,o3,60,3.3,11.8,9.8,30.77,4.826865671641791,5
2023-04-13,AU,Adelaide,pm10,120,1.0,38.0,17.0,510.52,11.22,11
2023-04-13,AU,Adelaide,pm2.5,92,2.0,58.0,19.0,1264.86,25.080000000000002,25
2023-04-13,AU,Adelaide,so2,7,1.1,1.6,1.1,0.6,0.2729323308270677,0
2023-04-13,AU,Brisbane,co,46,0.5,11.9,4.4,185.78,24.200000000000003,24
2023-04-13,AU,Brisbane,no2,135,0.5,14.7,6.0,122.18,2.4749999999999996,2
2023-04-13,AU,Brisbane,o3,64,0.5,13.5,7.4,197.98,3.644776119402985,4
2023-04-13,AU,Brisbane,pm10,215,4.0,114.0,15.0,3039.6,9.9,10
2023-04-13,AU,Brisbane,pm2.5,215,3.0,126.0,21.0,2420.56,27.720000000000002,28
2023-04-13,AU,Brisbane,so2,27,0.6,1.6,1.1,1.22,0.2729323308270677,0
2023-04-13,AU,Canberra,co,44,0.1,5.9,4.1,57.09,22.549999999999997,23
2023-04-13,AU,Canberra,no2,22,0.5,5.1,1.4,21.2,0.5774999999999999,1
2023-04-13,AU,Canberra,o3,65,0.5,9.0,5.3,81.69,2.6104477611940298,3
2023-04-13,AU,Canberra,pm10,64,1.0,50.0,6.0,600.06,3.96,4
2023-04-13,AU,Canberra,pm2.5,68,1.0,41.0,17.0,1166.44,22.44,22
2023-04-13,AU,Darwin,co,65,0.4,7.7,3.3,77.61,18.15,18
2023-04-13,AU,Darwin,no2,71,0.1,4.6,0.5,13.02,0.20625,0
2023-04-13,AU,Darwin,o3,70,0.5,8.7,3.4,25.5,1.6746268656716417,2
2023-04-13,AU,Darwin,pm10,72,1.0,17.0,9.0,114.65,5.94,6
2023-04-13,AU,Darwin,pm2.5,71,3.0,47.0,21.0,1065.31,27.720000000000002,28
2023-04-13,AU,Darwin,so2,72,0.1,0.4,0.3,0.09,0.0744360902255639,0
2023-04-13,AU,Hobart,pm10,71,1.0,20.0,5.0,95.11,3.3000000000000003,3
2023-04-13,AU,Hobart,pm2.5,51,5.0,25.0,5.0,138.67,6.6000000000000005,7
2023-04-13,AU,Launceston,pm10,141,1.0,23.0,3.0,48.78,1.98,2
2023-04-13,AU,Launceston,pm2.5,71,5.0,30.0,5.0,210.51,6.6000000000000005,7
2023-04-13,AU,Melbourne,co,115,0.8,7.5,1.9,18.9,10.45,10
2023-04-13,AU,Melbourne,no2,115,2.8,22.3,9.3,178.21,3.83625,4
2023-04-13,AU,Melbourne,o3,111,0.1,17.6,6.4,381.61,3.1522388059701494,3
2023-04-13,AU,Melbourne,pm10,120,4.0,42.0,12.0,438.46,7.92,8
2023-04-13,AU,Melbourne,pm2.5,166,1.0,59.0,22.0,1816.6,29.040000000000003,29
2023-04-13,AU,Melbourne,so2,72,0.1,1.5,0.5,2.12,0.12406015037593984,0
2023-04-13,AU,Newcastle,no2,125,1.0,18.6,6.5,195.6,2.68125,3
2023-04-13,AU,Newcastle,pm10,144,3.0,25.0,13.0,210.56,8.58,9
2023-04-13,AU,Newcastle,pm2.5,131,1.0,52.0,19.0,1569.5,25.080000000000002,25
2023-04-13,AU,Newcastle,so2,99,1.5,20.0,2.9,112.71,0.719548872180451,1
2023-04-13,AU,Perth,no2,19,1.2,8.9,3.4,83.36,1.4024999999999999,1
2023-04-13,AU,Perth,o3,68,1.0,29.0,23.0,690.93,11.328358208955223,11
2023-04-13,AU,Perth,pm10,91,1.0,16.0,5.0,98.34,3.3000000000000003,3
2023-04-13,AU,Perth,pm2.5,85,2.0,16.0,4.0,237.15,5.28,5
2023-04-13,AU,Sydney,co,15,1.2,2.3,1.2,3.23,6.6,7
2023-04-13,AU,Sydney,no2,127,1.0,20.4,6.5,278.56,2.68125,3
2023-04-13,AU,Sydney,o3,133,0.8,19.2,8.8,394.94,4.334328358208955,4
2023-04-13,AU,Sydney,pm10,144,1.0,29.0,11.0,210.91,7.260000000000001,7
2023-04-13,AU,Sydney,pm2.5,134,1.0,79.0,15.0,1102.65,19.8,20
2023-04-13,AU,Sydney,so2,34,1.5,4.3,2.9,12.79,0.719548872180451,1
2023-04-13,AU,Wollongong,co,10,1.2,5.6,2.3,24.74,12.649999999999999,13
2023-04-13,AU,Wollongong,no2,22,1.0,12.1,3.8,114.05,1.5675,2
2023-04-13,AU,Wollongong,o3,38,0.8,17.6,11.2,214.23,5.51641791044776,6
2023-04-13,AU,Wollongong,pm10,23,1.0,26.0,9.0,428.62,5.94,6
2023-04-13,AU,Wollongong,pm2.5,38,1.0,37.0,13.0,871.15,17.16,17
2023-04-14,AU,Adelaide,co,23,1.6,2.5,2.0,0.69,11.0,11
2023-04-14,AU,Adelaide,no2,93,0.5,8.3,2.3,35.63,0.9487499999999999,1
2023-04-14,AU,Adelaide,o3,72,0.5,11.8,7.4,88.12,3.644776119402985,4
2023-04-14,AU,Adelaide,pm10,117,1.0,42.0,13.0,622.68,8.58,9
2023-04-14,AU,Adelaide,pm2.5,85,3.0,62.0,17.0,1444.0,22.44,22
2023-04-14,AU,Adelaide,so2,15,0.6,1.6,0.6,1.95,0.1488721804511278,0
2023-04-14,AU,Brisbane,co,46,0.4,10.3,2.0,165.81,11.0,11
2023-04-14,AU,Brisbane,no2,133,0.5,12.4,5.1,106.59,2.10375,2
2023-04-14,AU,Brisbane,o3,67,0.5,18.3,7.4,207.24,3.644776119402985,4
2023-04-14,AU,Brisbane,pm10,216,6.0,62.0,14.0,798.4,9.24,9
2023-04-14,AU,Brisbane,pm2.5,216,5.0,160.0,22.0,3384.22,29.040000000000003,29
2023-04-14,AU,Brisbane,so2,6,0.6,0.6,0.6,0.0,0.1488721804511278,0
2023-04-14,AU,Canberra,co,35,0.1,5.2,4.3,42.01,23.65,24
2023-04-14,AU,Canberra,no2,19,0.5,4.2,1.4,10.78,0.5774999999999999,1
2023-04-14,AU,Canberra,o3,68,1.7,10.6,7.4,56.42,3.644776119402985,4
2023-04-14,AU,Canberra,pm10,67,1.0,12.0,4.0,61.51,2.64,3
2023-04-14,AU,Canberra,pm2.5,49,2.0,37.0,11.0,1065.52,14.520000000000001,15
2023-04-14,AU,Darwin,co,54,0.4,7.8,3.6,64.2,19.8,20
2023-04-14,AU,Darwin,no2,53,0.2,4.0,1.3,12.33,0.53625,1
2023-04-14,AU,Darwin,o3,52,1.7,13.7,3.8,53.67,1.871641791044776,2
2023-04-14,AU,Darwin,pm10,54,1.0,15.0,7.0,102.63,4.62,5
2023-04-14,AU,Darwin,pm2.5,49,4.0,42.0,16.0,718.38,21.12,21
2023-04-14,AU,Darwin,so2,53,0.1,0.3,0.2,0.07,0.04962406015037594,0
2023-04-14,AU,Hobart,pm10,69,1.0,20.0,5.0,124.8,3.3000000000000003,3
2023-04-14,AU,Hobart,pm2.5,55,5.0,25.0,9.0,342.95,11.88,12
2023-04-14,AU,Launceston,pm10,128,1.0,35.0,3.0,274.01,1.98,2
2023-04-14,AU,Launceston,pm2.5,95,5.0,95.0,9.0,3230.4,11.88,12
2023-04-14,AU,Melbourne,co,115,1.4,3.9,2.5,4.59,13.75,14
2023-04-14,AU,Melbourne,no2,115,3.8,25.1,10.2,255.94,4.2075,4
2023-04-14,AU,Melbourne,o3,108,0.1,20.0,6.4,363.75,3.1522388059701494,3
2023-04-14,AU,Melbourne,pm10,120,8.0,61.0,14.0,804.0,9.24,9
2023-04-14,AU,Melbourne,pm2.5,163,2.0,72.0,27.0,2320.69,35.64,36
2023-04-14,AU,Melbourne,so2,43,0.1,2.9,0.3,3.46,0.0744360902255639,0
2023-04-14,AU,Newcastle,no2,110,1.0,14.9,4.7,131.15,1.93875,2
2023-04-14,AU,Newcastle,pm10,140,1.0,36.0,12.0,419.61,7.92,8
2023-04-14,AU,Newcastle,pm2.5,120,2.0,71.0,12.0,1127.37,15.84,16
2023-04-14,AU,Newcastle,so2,75,1.5,20.0,2.9,123.33,0.719548872180451,1
2023-04-14,AU,Perth,no2,21,1.2,6.7,4.5,22.53,1.85625,2
2023-04-14,AU,Perth,o3,63,13.0,30.0,24.0,243.28,11.82089552238806,12
2023-04-14,AU,Perth,pm10,92,2.0,14.0,5.0,98.65,3.3000000000000003,3
2023-04-14,AU,Perth,pm2.5,80,2.0,18.0,5.0,312.05,6.6000000000000005,7
2023-04-14,AU,Perth,so2,3,2.9,2.9,2.9,0.0,0.719548872180451,1
2023-04-14,AU,Sydney,co,8,1.2,2.3,1.2,3.24,6.6,7
2023-04-14,AU,Sydney,no2,128,1.0,20.4,5.6,233.46,2.3099999999999996,2
2023-04-14,AU,Sydney,o3,136,0.8,20.8,11.2,332.4,5.51641791044776,6
2023-04-14,AU,Sydney,pm10,143,1.0,26.0,8.0,182.88,5.28,5
2023-04-14,AU,Sydney,pm2.5,133,1.0,38.0,10.0,518.46,13.200000000000001,13
2023-04-14,AU,Sydney,so2,18,1.5,1.5,1.5,0.0,0.3721804511278195,0
2023-04-14,AU,Wollongong,co,7,1.2,3.4,2.3,5.76,12.649999999999999,13
2023-04-14,AU,Wollongong,no2,19,1.0,8.4,4.7,54.48,1.93875,2
2023-04-14,AU,Wollongong,o3,43,3.2,19.2,12.8,157.17,6.304477611940299,6
2023-04-14,AU,Wollongong,pm10,47,1.0,13.0,6.0,106.52,3.96,4
2023-04-14,AU,Wollongong,pm2.5,34,1.0,52.0,12.0,1271.2,15.84,16
2023-04-14,AU,Wollongong,so2,4,1.5,2.9,2.9,4.9,0.719548872180451,1
2023-04-15,AU,Adelaide,co,20,1.9,2.6,2.3,0.62,12.649999999999999,13
2023-04-15,AU,Adelaide,no2,80,0.5,7.4,1.0,28.97,0.4125,0
2023-04-15,AU,Adelaide,o3,56,8.2,10.6,9.8,5.46,4.826865671641791,5
2023-04-15,AU,Adelaide,pm10,115,1.0,34.0,12.0,326.89,7.92,8
2023-04-15,AU,Adelaide,pm2.5,83,1.0,59.0,17.0,1400.76,22.44,22
2023-04-15,AU,Adelaide,so2,11,0.6,0.6,0.6,0.0,0.1488721804511278,0
2023-04-15,AU,Brisbane,co,46,0.1,10.1,2.4,156.65,13.2,13
2023-04-15,AU,Brisbane,no2,126,0.5,11.0,3.7,64.06,1.5262499999999999,2
2023-04-15,AU,Brisbane,o3,70,0.5,12.2,5.3,135.27,2.6104477611940298,3
2023-04-15,AU,Brisbane,pm10,207,4.0,35.0,13.0,209.92,8.58,9
2023-04-15,AU,Brisbane,pm2.5,206,1.0,63.0,22.0,1632.79,29.040000000000003,29
2023-04-15,AU,Brisbane,so2,11,0.6,1.1,0.6,0.41,0.1488721804511278,0
2023-04-15,AU,Canberra,co,46,0.5,6.7,1.7,58.28,9.35,9
2023-04-15,AU,Canberra,no2,35,0.5,7.4,1.9,30.11,0.78375,1
2023-04-15,AU,Canberra,o3,63,0.5,11.0,5.7,140.7,2.807462686567164,3
2023-04-15,AU,Canberra,pm10,68,1.0,20.0,7.0,204.19,4.62,5
2023-04-15,AU,Canberra,pm2.5,69,4.0,71.0,22.0,1993.5,29.040000000000003,29
2023-04-15,AU,Darwin,co,47,2.8,8.5,7.6,53.13,50.599999999999994,51
2023-04-15,AU,Darwin,no2,46,0.1,2.9,1.3,4.52,0.53625,1
2023-04-15,AU,Darwin,o3,47,0.4,5.4,4.2,13.38,2.0686567164179106,2
2023-04-15,AU,Darwin,pm10,48,7.0,23.0,10.0,73.33,6.6000000000000005,7
2023-04-15,AU,Darwin,pm2.5,47,5.0,46.0,21.0,648.98,27.720000000000002,28
2023-04-15,AU,Darwin,so2,46,0.1,0.3,0.2,0.08,0.04962406015037594,0
2023-04-15,AU,Hobart,pm10,71,1.0,10.0,4.0,49.64,2.64,3
2023-04-15,AU,Hobart,pm2.5,54,5.0,38.0,9.0,551.98,11.88,12
2023-04-15,AU,Launceston,pm10,140,2.0,24.0,5.0,79.75,3.3000000000000003,3
2023-04-15,AU,Launceston,pm2.5,123,5.0,72.0,9.0,1094.67,11.88,12
2023-04-15,AU,Melbourne,co,111,0.9,3.3,1.4,2.86,7.699999999999999,8
2023-04-15,AU,Melbourne,no2,105,2.8,20.4,5.6,146.21,2.3099999999999996,2
2023-04-15,AU,Melbourne,o3,115,3.2,18.4,14.5,122.78,7.141791044776119,7
2023-04-15,AU,Melbourne,pm10,120,2.0,51.0,13.0,470.35,8.58,9
2023-04-15,AU,Melbourne,pm2.5,164,1.0,73.0,26.0,2318.23,34.32,34
2023-04-15,AU,Melbourne,so2,97,0.3,2.9,1.3,1.43,0.3225563909774436,0
2023-04-15,AU,Newcastle,no2,120,1.0,20.4,4.7,221.49,1.93875,2
2023-04-15,AU,Newcastle,pm10,141,1.0,62.0,13.0,1117.63,8.58,9
2023-04-15,AU,Newcastle,pm2.5,128,1.0,81.0,16.0,2459.84,21.12,21
2023-04-15,AU,Newcastle,so2,67,1.5,24.3,1.5,233.93,0.3721804511278195,0
2023-04-15,AU,Perth,no2,23,1.2,12.3,6.7,123.87,2.76375,3
2023-04-15,AU,Perth,o3,30,1.0,29.0,14.0,889.44,6.895522388059701,7
2023-04-15,AU,Perth,pm10,41,2.0,10.0,5.0,61.28,3.3000000000000003,3
2023-04-15,AU,Perth,pm2.5,38,2.0,18.0,5.0,239.43,6.6000000000000005,7
2023-04-15,AU,Sydney,co,18,1.2,3.4,2.3,5.42,12.649999999999999,13
2023-04-15,AU,Sydney,no2,114,1.0,17.6,7.5,188.41,3.09375,3
2023-04-15,AU,Sydney,o3,113,0.8,28.1,16.8,682.01,8.274626865671642,8
2023-04-15,AU,Sydney,pm10,143,1.0,25.0,11.0,291.85,7.260000000000001,7
2023-04-15,AU,Sydney,pm2.5,131,1.0,51.0,15.0,784.97,19.8,20
2023-04-15,AU,Sydney,so2,46,1.5,30.0,2.9,287.01,0.719548872180451,1
2023-04-15,AU,Wollongong,co,12,1.2,2.3,1.2,3.3,6.6,7
2023-04-15,AU,Wollongong,no2,34,1.0,11.2,4.7,84.92,1.93875,2
2023-04-15,AU,Wollongong,o3,42,0.8,30.4,16.8,873.37,8.274626865671642,8
2023-04-15,AU,Wollongong,pm10,48,4.0,33.0,10.0,668.44,6.6000000000000005,7
2023-04-15,AU,Wollongong,pm2.5,38,1.0,52.0,14.0,2119.92,18.48,18
2023-04-15,AU,Wollongong,so2,8,1.5,5.8,2.9,33.62,0.719548872180451,1
2023-04-16,AU,Adelaide,co,19,1.1,2.2,1.3,1.22,7.15,7
2023-04-16,AU,Adelaide,no2,54,0.5,8.7,1.0,43.98,0.4125,0
2023-04-16,AU,Adelaide,o3,32,7.0,10.2,9.4,6.96,4.629850746268657,5
2023-04-16,AU,Adelaide,pm10,120,1.0,26.0,11.0,160.82,7.260000000000001,7
2023-04-16,AU,Adelaide,pm2.5,83,5.0,50.0,13.0,992.93,17.16,17
2023-04-16,AU,Adelaide,so2,6,0.6,0.6,0.6,0.0,0.1488721804511278,0
2023-04-16,AU,Brisbane,co,34,0.1,12.7,8.5,162.19,60.5,60
2023-04-16,AU,Brisbane,no2,127,0.5,9.6,3.2,45.9,1.32,1
2023-04-16,AU,Brisbane,o3,63,0.5,14.7,8.2,178.13,4.038805970149253,4
2023-04-16,AU,Brisbane,pm10,216,4.0,53.0,11.0,332.99,7.260000000000001,7
2023-04-16,AU,Brisbane,pm2.5,216,3.0,150.0,18.0,2814.48,23.76,24
2023-04-16,AU,Brisbane,so2,21,0.6,2.1,0.6,1.65,0.1488721804511278,0
2023-04-16,AU,Canberra,co,38,0.1,6.4,4.5,53.09,24.75,25
2023-04-16,AU,Canberra,no2,14,0.5,3.2,0.5,9.61,0.20625,0
2023-04-16,AU,Canberra,o3,69,2.9,10.6,8.6,23.35,4.235820895522387,4
2023-04-16,AU,Canberra,pm10,64,2.0,19.0,5.0,206.31,3.3000000000000003,3
2023-04-16,AU,Canberra,pm2.5,54,3.0,54.0,18.0,1957.89,23.76,24
2023-04-16,AU,Darwin,co,47,2.8,8.6,7.9,62.13,53.900000000000006,54
2023-04-16,AU,Darwin,no2,47,0.2,3.6,1.5,8.85,0.6187499999999999,1
2023-04-16,AU,Darwin,o3,48,0.3,7.8,2.8,38.82,1.37910447761194,1
2023-04-16,AU,Darwin,pm10,48,2.0,18.0,7.0,92.61,4.62,5
2023-04-16,AU,Darwin,pm2.5,46,1.0,29.0,13.0,442.85,17.16,17
2023-04-16,AU,Darwin,so2,47,0.1,0.3,0.2,0.1,0.04962406015037594,0
2023-04-16,AU,Hobart,pm10,72,1.0,10.0,4.0,42.02,2.64,3
2023-04-16,AU,Hobart,pm2.5,49,5.0,30.0,9.0,434.73,11.88,12
2023-04-16,AU,Launceston,pm10,133,1.0,23.0,2.0,242.38,1.32,1
2023-04-16,AU,Launceston,pm2.5,84,5.0,74.0,5.0,3606.04,6.6000000000000005,7
2023-04-16,AU,Melbourne,co,115,0.4,2.8,1.0,3.0,5.5,6
2023-04-16,AU,Melbourne,no2,113,1.9,16.7,5.6,160.0,2.3099999999999996,2
2023-04-16,AU,Melbourne,o3,110,2.4,19.2,13.6,206.57,6.698507462686567,7
2023-04-16,AU,Melbourne,pm10,120,1.0,20.0,7.0,296.23,4.62,5
2023-04-16,AU,Melbourne,pm2.5,146,1.0,59.0,16.0,1201.07,21.12,21
2023-04-16,AU,Melbourne,so2,102,0.1,1.5,0.4,1.73,0.09924812030075188,0
2023-04-16,AU,Newcastle,no2,116,1.0,14.9,3.8,123.08,1.5675,2
2023-04-16,AU,Newcastle,pm10,139,1.0,29.0,12.0,294.77,7.92,8
2023-04-16,AU,Newcastle,pm2.5,133,1.0,67.0,16.0,1459.03,21.12,21
2023-04-16,AU,Newcastle,so2,42,1.5,28.6,2.9,254.07,0.719548872180451,1
2023-04-16,AU,Perth,no2,8,1.2,11.2,1.2,243.14,0.49499999999999994,0
2023-04-16,AU,Perth,o3,29,1.0,24.0,17.0,530.66,8.373134328358208,8
2023-04-16,AU,Perth,pm10,39,1.0,10.0,3.0,59.73,1.98,2
2023-04-16,AU,Perth,pm2.5,35,2.0,18.0,5.0,243.14,6.6000000000000005,7
2023-04-16,AU,Sydney,co,3,1.2,1.2,1.2,0.0,6.6,7
2023-04-16,AU,Sydney,no2,124,1.0,21.3,3.8,194.53,1.5675,2
2023-04-16,AU,Sydney,o3,135,0.8,22.4,14.5,294.02,7.141791044776119,7
2023-04-16,AU,Sydney,pm10,141,1.0,31.0,10.0,185.69,6.6000000000000005,7
2023-04-16,AU,Sydney,pm2.5,131,1.0,48.0,13.0,719.72,17.16,17
2023-04-16,AU,Sydney,so2,52,1.5,34.3,2.9,390.14,0.719548872180451,1
2023-04-16,AU,Wollongong,co,3,1.2,1.2,1.2,0.0,6.6,7
2023-04-16,AU,Wollongong,no2,19,1.0,6.5,1.9,26.2,0.78375,1
2023-04-16,AU,Wollongong,o3,45,11.2,21.6,18.4,102.92,9.062686567164178,9
2023-04-16,AU,Wollongong,pm10,45,2.0,21.0,8.0,160.18,5.28,5
2023-04-16,AU,Wollongong,pm2.5,39,2.0,70.0,16.0,3234.14,21.12,21
2023-04-16,AU,Wollongong,so2,9,1.5,7.2,1.5,48.12,0.3721804511278195,0
2023-04-17,AU,Adelaide,co,24,1.5,3.3,2.2,2.69,12.100000000000001,12
2023-04-17,AU,Adelaide,no2,89,0.5,14.2,5.1,98.8,2.10375,2
2023-04-17,AU,Adelaide,o3,70,0.9,9.8,5.3,80.2,2.6104477611940298,3
2023-04-17,AU,Adelaide,pm10,120,1.0,38.0,12.0,317.11,7.92,8
2023-04-17,AU,Adelaide,pm2.5,77,5.0,42.0,17.0,909.58,22.44,22
2023-04-17,AU,Adelaide,so2,9,0.6,1.1,0.6,0.28,0.1488721804511278,0
2023-04-17,AU,Brisbane,co,16,0.4,11.0,8.1,175.53,56.099999999999994,56
2023-04-17,AU,Brisbane,no2,120,0.5,12.4,3.7,91.65,1.5262499999999999,2
2023-04-17,AU,Brisbane,o3,71,0.5,14.3,9.0,194.75,4.432835820895522,4
2023-04-17,AU,Brisbane,pm10,207,3.0,70.0,17.0,1182.61,11.22,11
2023-04-17,AU,Brisbane,pm2.5,206,1.0,159.0,26.0,3395.6,34.32,34
2023-04-17,AU,Brisbane,so2,12,0.6,8.7,0.6,55.41,0.1488721804511278,0
2023-04-17,AU,Canberra,co,45,0.2,8.5,4.7,55.81,25.85,26
2023-04-17,AU,Canberra,no2,33,0.5,8.7,1.9,60.94,0.78375,1
2023-04-17,AU,Canberra,o3,58,0.5,10.2,3.3,103.44,1.625373134328358,2
2023-04-17,AU,Canberra,pm10,67,1.0,22.0,7.0,246.89,4.62,5
2023-04-17,AU,Canberra,pm2.5,64,2.0,59.0,25.0,2177.13,33.0,33
2023-04-17,AU,Darwin,co,58,0.5,8.5,3.3,82.58,18.15,18
2023-04-17,AU,Darwin,no2,58,0.2,4.2,0.8,13.26,0.33,0
2023-04-17,AU,Darwin,o3,62,0.7,11.8,5.7,61.78,2.807462686567164,3
2023-04-17,AU,Darwin,pm10,51,3.0,40.0,8.0,464.33,5.28,5
2023-04-17,AU,Darwin,pm2.5,47,1.0,29.0,9.0,382.85,11.88,12
2023-04-17,AU,Darwin,so2,59,0.1,2.6,0.3,1.12,0.0744360902255639,0
2023-04-17,AU,Hobart,pm10,68,1.0,19.0,4.0,75.95,2.64,3
2023-04-17,AU,Hobart,pm2.5,42,5.0,25.0,5.0,246.41,6.6000000000000005,7
2023-04-17,AU,Launceston,pm10,140,1.0,25.0,5.0,198.6,3.3000000000000003,3
2023-04-17,AU,Launceston,pm2.5,109,5.0,78.0,9.0,2877.11,11.88,12
2023-04-17,AU,Melbourne,co,109,1.0,4.2,2.0,7.42,11.0,11
2023-04-17,AU,Melbourne,no2,109,2.8,23.2,9.3,223.44,3.83625,4
2023-04-17,AU,Melbourne,o3,106,0.1,16.8,3.2,266.6,1.5761194029850747,2
2023-04-17,AU,Melbourne,pm10,120,8.0,35.0,15.0,322.11,9.9,10
2023-04-17,AU,Melbourne,pm2.5,161,1.0,61.0,20.0,1185.11,26.400000000000002,26
2023-04-17,AU,Melbourne,so2,100,0.1,2.9,0.4,2.74,0.09924812030075188,0
2023-04-17,AU,Newcastle,no2,108,1.0,27.8,7.5,497.14,3.09375,3
2023-04-17,AU,Newcastle,pm10,142,3.0,48.0,19.0,961.94,12.540000000000001,13
2023-04-17,AU,Newcastle,pm2.5,123,1.0,95.0,19.0,2744.97,25.080000000000002,25
2023-04-17,AU,Newcastle,so2,46,1.5,5.8,1.5,17.42,0.3721804511278195,0
2023-04-17,AU,Perth,no2,30,1.2,17.8,4.5,173.18,1.85625,2
2023-04-17,AU,Perth,o3,50,1.0,25.0,17.0,511.17,8.373134328358208,8
2023-04-17,AU,Perth,pm10,67,1.0,10.0,4.0,54.62,2.64,3
2023-04-17,AU,Perth,pm2.5,60,2.0,17.0,5.0,245.19,6.6000000000000005,7
2023-04-17,AU,Sydney,co,14,1.2,2.3,1.2,3.19,6.6,7
2023-04-17,AU,Sydney,no2,92,1.0,21.3,8.4,291.49,3.465,3
2023-04-17,AU,Sydney,o3,124,0.8,21.6,12.1,388.01,5.959701492537313,6
2023-04-17,AU,Sydney,pm10,141,2.0,30.0,13.0,270.95,8.58,9
2023-04-17,AU,Sydney,pm2.5,134,1.0,49.0,14.0,743.31,18.48,18
2023-04-17,AU,Sydney,so2,5,1.5,2.9,1.5,5.88,0.3721804511278195,0
2023-04-17,AU,Wollongong,co,8,1.2,2.3,2.3,3.24,12.649999999999999,13
2023-04-17,AU,Wollongong,no2,27,1.0,15.8,6.5,266.8,2.68125,3
2023-04-17,AU,Wollongong,o3,43,0.8,20.0,14.5,495.77,7.141791044776119,7
2023-04-17,AU,Wollongong,pm10,48,2.0,34.0,13.0,406.52,8.58,9
2023-04-17,AU,Wollongong,pm2.5,42,1.0,45.0,13.0,716.17,17.16,17
2023-04-17,AU,Wollongong,so2,2,1.5,5.8,1.5,92.45,0.3721804511278195,0
2023-04-18,AU,Adelaide,co,22,1.4,3.3,2.1,2.79,11.55,12
2023-04-18,AU,Adelaide,no2,84,0.5,9.6,3.7,64.4,1.5262499999999999,2
2023-04-18,AU,Adelaide,o3,67,0.5,9.8,5.7,105.46,2.807462686567164,3
2023-04-18,AU,Adelaide,pm10,115,2.0,40.0,11.0,340.77,7.260000000000001,7
