Date,Country,City,Pollutant,count,min,max,median,variance,AQI,Rounded AQI
2024-02-06,AU,Brisbane,so2,19,0.6,1.6,0.6,1.2,0.1488721804511278,0
2024-02-06,AU,Canberra,co,35,0.1,4.1,3.6,32.84,19.8,20
2024-02-06,AU,Canberra,no2,10,0.5,4.6,1.4,17.02,0.5774999999999999,1
2024-02-06,AU,Canberra,o3,69,2.1,12.6,6.5,50.89,3.201492537313433,3
2024-02-06,AU,Canberra,pm10,69,1.0,21.0,5.0,196.54,3.3000000000000003,3
2024-02-06,AU,Canberra,pm2.5,56,1.0,53.0,16.0,1213.7,21.12,21
2024-02-06,AU,Darwin,co,59,2.3,3.8,3.3,2.84,18.15,18
2024-02-06,AU,Darwin,no2,45,0.1,2.2,0.3,1.86,0.12374999999999999,0
2024-02-06,AU,Darwin,o3,61,1.0,3.3,2.3,3.48,1.1328358208955223,1
2024-02-06,AU,Darwin,pm10,37,8.0,26.0,16.0,192.7,10.56,11
2024-02-06,AU,Darwin,pm2.5,46,2.0,40.0,22.0,876.73,29.040000000000003,29
2024-02-06,AU,Darwin,so2,36,0.4,0.9,0.5,0.3,0.12406015037593984,0
2024-02-06,AU,Hobart,pm10,57,1.0,10.0,3.0,36.42,1.98,2
2024-02-06,AU,Hobart,pm2.5,14,5.0,5.0,5.0,0.0,6.6000000000000005,7
2024-02-06,AU,Launceston,pm10,162,1.0,10.0,3.0,23.75,1.98,2
2024-02-06,AU,Launceston,pm2.5,47,5.0,9.0,5.0,15.54,6.6000000000000005,7
2024-02-06,AU,Melbourne,co,27,0.6,1.4,0.7,0.78,3.8499999999999996,4
2024-02-06,AU,Melbourne,no2,18,1.9,13.0,2.8,184.15,1.1549999999999998,1
2024-02-06,AU,Melbourne,o3,27,2.4,12.1,11.2,121.68,5.51641791044776,6
2024-02-06,AU,Melbourne,pm10,40,10.0,19.0,12.0,61.92,7.92,8
2024-02-06,AU,Melbourne,pm2.5,53,1.0,39.0,6.0,919.48,7.92,8
2024-02-06,AU,Newcastle,no2,68,1.0,14.9,3.8,167.94,1.5675,2
2024-02-06,AU,Newcastle,pm10,132,1.0,67.0,21.0,2079.56,13.860000000000001,14
2024-02-06,AU,Newcastle,pm2.5,132,1.0,70.0,26.0,2085.42,34.32,34
2024-02-06,AU,Newcastle,so2,32,1.5,24.3,1.5,308.73,0.3721804511278195,0
2024-02-06,AU,Perth,no2,13,1.2,7.8,2.3,52.43,0.9487499999999999,1
2024-02-06,AU,Perth,o3,68,13.0,38.0,20.0,365.36,9.850746268656716,10
2024-02-06,AU,Perth,pm10,92,2.0,14.0,6.0,73.98,3.96,4
2024-02-06,AU,Perth,pm2.5,80,2.0,12.0,4.0,67.02,5.28,5
2024-02-06,AU,Perth,so2,7,2.9,5.8,2.9,12.01,0.719548872180451,1
2024-02-06,AU,Sydney,co,13,1.2,3.4,1.2,8.84,6.6,7
2024-02-06,AU,Sydney,no2,71,1.0,14.9,2.8,112.89,1.1549999999999998,1
2024-02-06,AU,Sydney,o3,133,1.6,20.8,13.6,111.39,6.698507462686567,7
2024-02-06,AU,Sydney,pm10,127,1.0,37.0,18.0,922.61,11.88,12
2024-02-06,AU,Sydney,pm2.5,140,1.0,50.0,17.0,1245.35,22.44,22
2024-02-06,AU,Sydney,so2,8,1.5,1.5,1.5,0.0,0.3721804511278195,0
2024-02-06,AU,Wollongong,co,9,1.2,3.4,2.3,9.07,12.649999999999999,13
2024-02-06,AU,Wollongong,no2,21,1.0,16.7,2.8,169.51,1.1549999999999998,1
2024-02-06,AU,Wollongong,o3,23,10.4,22.4,11.2,121.97,5.51641791044776,6
2024-02-06,AU,Wollongong,pm10,29,1.0,20.0,12.0,343.52,7.92,8
2024-02-06,AU,Wollongong,pm2.5,38,2.0,41.0,15.0,1015.63,19.8,20
2024-02-06,AU,Wollongong,so2,7,1.5,11.5,1.5,134.99,0.3721804511278195,0
2024-02-07,AU,Adelaide,co,24,1.0,1.9,1.2,0.74,6.6,7
2024-02-07,AU,Adelaide,no2,80,0.5,10.1,1.4,55.49,0.5774999999999999,1
2024-02-07,AU,Adelaide,o3,71,0.5,9.4,5.3,37.21,2.6104477611940298,3
2024-02-07,AU,Adelaide,pm10,116,1.0,51.0,10.0,508.31,6.6000000000000005,7
2024-02-07,AU,Adelaide,pm2.5,84,1.0,46.0,17.0,837.54,22.44,22
2024-02-07,AU,Adelaide,so2,3,0.6,0.6,0.6,0.0,0.1488721804511278,0
2024-02-07,AU,Brisbane,co,23,2.1,3.8,2.7,1.9,14.850000000000001,15
2024-02-07,AU,Brisbane,no2,118,0.5,6.9,2.3,26.55,0.9487499999999999,1
2024-02-07,AU,Brisbane,o3,66,0.5,8.6,4.5,48.89,2.216417910447761,2
2024-02-07,AU,Brisbane,pm10,195,1.0,26.0,13.0,247.64,8.58,9
2024-02-07,AU,Brisbane,pm2.5,215,1.0,65.0,20.0,946.41,26.400000000000002,26
2024-02-07,AU,Brisbane,so2,15,0.6,8.2,1.1,72.51,0.2729323308270677,0
2024-02-07,AU,Canberra,co,5,3.5,3.6,3.6,0.03,19.8,20
2024-02-07,AU,Canberra,no2,3,0.5,2.8,1.4,13.43,0.5774999999999999,1
2024-02-07,AU,Canberra,o3,65,1.7,9.4,6.1,22.39,3.004477611940298,3
2024-02-07,AU,Canberra,pm10,64,1.0,26.0,8.0,200.87,5.28,5
2024-02-07,AU,Canberra,pm2.5,67,4.0,62.0,18.0,893.13,23.76,24
2024-02-07,AU,Darwin,co,72,2.3,3.8,3.4,2.98,18.7,19
2024-02-07,AU,Darwin,no2,58,0.1,1.5,0.3,1.21,0.12374999999999999,0
2024-02-07,AU,Darwin,o3,69,1.3,6.5,2.5,11.86,1.2313432835820894,1
2024-02-07,AU,Darwin,pm10,64,1.0,41.0,15.0,559.83,9.9,10
2024-02-07,AU,Darwin,pm2.5,71,2.0,48.0,22.0,875.38,29.040000000000003,29
2024-02-07,AU,Darwin,so2,48,0.4,0.9,0.6,0.37,0.1488721804511278,0
2024-02-07,AU,Hobart,pm10,66,1.0,15.0,5.0,139.49,3.3000000000000003,3
2024-02-07,AU,Hobart,pm2.5,41,5.0,17.0,9.0,118.44,11.88,12
2024-02-07,AU,Launceston,pm10,164,1.0,19.0,4.0,85.03,2.64,3
2024-02-07,AU,Launceston,pm2.5,71,5.0,17.0,5.0,58.46,6.6000000000000005,7
2024-02-07,AU,Melbourne,co,45,0.9,2.3,1.0,1.2,5.5,6
2024-02-07,AU,Melbourne,no2,48,1.9,10.2,3.8,41.83,1.5675,2
2024-02-07,AU,Melbourne,o3,57,1.6,16.8,12.1,206.98,5.959701492537313,6
2024-02-07,AU,Melbourne,pm10,84,7.0,66.0,13.0,687.18,8.58,9
2024-02-07,AU,Melbourne,pm2.5,120,2.0,53.0,16.0,1037.67,21.12,21
2024-02-07,AU,Newcastle,no2,73,1.0,9.3,3.8,62.0,1.5675,2
2024-02-07,AU,Newcastle,pm10,139,4.0,52.0,19.0,903.52,12.540000000000001,13
2024-02-07,AU,Newcastle,pm2.5,131,1.0,83.0,19.0,1666.78,25.080000000000002,25
2024-02-07,AU,Newcastle,so2,45,1.5,14.3,2.9,104.13,0.719548872180451,1
2024-02-07,AU,Perth,no2,15,1.2,8.9,4.5,53.24,1.85625,2
2024-02-07,AU,Perth,o3,69,8.0,58.0,23.0,1170.12,11.328358208955223,11
2024-02-07,AU,Perth,pm10,92,3.0,18.0,6.0,50.66,3.96,4
2024-02-07,AU,Perth,pm2.5,85,2.0,12.0,4.0,44.38,5.28,5
2024-02-07,AU,Perth,so2,8,2.9,5.8,2.9,18.02,0.719548872180451,1
2024-02-07,AU,Sydney,co,12,1.2,3.4,2.3,6.6,12.649999999999999,13
2024-02-07,AU,Sydney,no2,92,1.0,11.2,2.8,52.2,1.1549999999999998,1
2024-02-07,AU,Sydney,o3,136,0.8,16.8,12.1,108.54,5.959701492537313,6
2024-02-07,AU,Sydney,pm10,144,8.0,34.0,18.0,198.07,11.88,12
2024-02-07,AU,Sydney,pm2.5,139,2.0,36.0,16.0,523.37,21.12,21
2024-02-07,AU,Sydney,so2,7,1.5,1.5,1.5,0.0,0.3721804511278195,0
2024-02-07,AU,Wollongong,no2,40,1.0,10.2,1.9,42.39,0.78375,1
2024-02-07,AU,Wollongong,o3,23,4.8,13.6,10.4,61.52,5.122388059701493,5
2024-02-07,AU,Wollongong,pm10,48,1.0,33.0,15.0,494.11,9.9,10
2024-02-07,AU,Wollongong,pm2.5,38,2.0,70.0,9.0,1819.0,11.88,12
2024-02-07,AU,Wollongong,so2,4,1.5,4.3,1.5,19.6,0.3721804511278195,0
2024-02-08,AU,Adelaide,co,21,1.3,3.5,1.4,3.7,7.699999999999999,8
2024-02-08,AU,Adelaide,no2,77,0.5,13.3,1.4,95.17,0.5774999999999999,1
2024-02-08,AU,Adelaide,o3,67,0.9,11.0,6.5,45.94,3.201492537313433,3
2024-02-08,AU,Adelaide,pm10,119,5.0,60.0,14.0,685.4,9.24,9
2024-02-08,AU,Adelaide,pm2.5,88,4.0,59.0,17.0,1466.62,22.44,22
2024-02-08,AU,Adelaide,so2,2,0.6,0.6,0.6,0.0,0.1488721804511278,0
2024-02-08,AU,Brisbane,co,23,2.2,3.6,2.7,1.94,14.850000000000001,15
2024-02-08,AU,Brisbane,no2,126,0.5,7.8,2.3,36.75,0.9487499999999999,1
2024-02-08,AU,Brisbane,o3,68,0.9,21.2,4.5,87.53,2.216417910447761,2
2024-02-08,AU,Brisbane,pm10,208,1.0,32.0,10.0,265.42,6.6000000000000005,7
2024-02-08,AU,Brisbane,pm2.5,211,1.0,50.0,11.0,589.97,14.520000000000001,15
2024-02-08,AU,Brisbane,so2,36,0.6,8.2,0.6,32.93,0.1488721804511278,0
2024-02-08,AU,Canberra,co,12,3.4,3.6,3.5,0.05,19.25,19
2024-02-08,AU,Canberra,no2,3,0.5,0.5,0.5,0.0,0.20625,0
2024-02-08,AU,Canberra,o3,68,3.3,9.4,6.1,16.29,3.004477611940298,3
2024-02-08,AU,Canberra,pm10,65,1.0,14.0,7.0,96.94,4.62,5
2024-02-08,AU,Canberra,pm2.5,67,1.0,51.0,13.0,809.1,17.16,17
2024-02-08,AU,Darwin,co,68,2.3,4.0,3.5,3.86,19.25,19
2024-02-08,AU,Darwin,no2,68,0.1,8.5,0.5,11.1,0.20625,0
2024-02-08,AU,Darwin,o3,69,1.2,9.8,4.6,39.83,2.2656716417910445,2
2024-02-08,AU,Darwin,pm10,46,1.0,11.0,5.0,54.32,3.3000000000000003,3
2024-02-08,AU,Darwin,pm2.5,66,1.0,26.0,13.0,449.48,17.16,17
2024-02-08,AU,Darwin,so2,45,0.4,1.0,0.6,0.29,0.1488721804511278,0
2024-02-08,AU,Hobart,pm10,72,4.0,21.0,10.0,137.46,6.6000000000000005,7
2024-02-08,AU,Hobart,pm2.5,41,5.0,13.0,9.0,62.24,11.88,12
2024-02-08,AU,Launceston,pm10,163,1.0,21.0,4.0,70.49,2.64,3
2024-02-08,AU,Launceston,pm2.5,76,5.0,17.0,5.0,95.89,6.6000000000000005,7
2024-02-08,AU,Melbourne,co,60,0.9,1.6,1.2,0.39,6.6,7
2024-02-08,AU,Melbourne,no2,57,2.8,11.2,3.8,60.27,1.5675,2
2024-02-08,AU,Melbourne,o3,69,2.4,23.3,12.8,392.16,6.304477611940299,6
2024-02-08,AU,Melbourne,pm10,97,7.0,31.0,15.0,427.32,9.9,10
2024-02-08,AU,Melbourne,pm2.5,160,1.0,60.0,21.0,1531.22,27.720000000000002,28
2024-02-08,AU,Melbourne,so2,48,0.1,1.1,0.2,1.07,0.04962406015037594,0
2024-02-08,AU,Newcastle,no2,52,1.0,6.5,1.9,19.68,0.78375,1
2024-02-08,AU,Newcastle,pm10,141,10.0,51.0,21.0,608.01,13.860000000000001,14
2024-02-08,AU,Newcastle,pm2.5,133,1.0,74.0,19.0,1083.82,25.080000000000002,25
2024-02-08,AU,Newcastle,so2,14,1.5,1.5,1.5,0.0,0.3721804511278195,0
2024-02-08,AU,Perth,no2,36,1.2,16.7,3.4,162.93,1.4024999999999999,1
2024-02-08,AU,Perth,o3,69,6.0,60.0,24.0,1837.1,11.82089552238806,12
2024-02-08,AU,Perth,pm10,92,4.0,11.0,6.0,23.26,3.96,4
2024-02-08,AU,Perth,pm2.5,85,2.0,10.0,4.0,27.19,5.28,5
2024-02-08,AU,Perth,so2,10,2.9,8.6,2.9,40.09,0.719548872180451,1
2024-02-08,AU,Sydney,co,9,1.2,2.3,1.2,3.03,6.6,7
2024-02-08,AU,Sydney,no2,99,1.0,13.9,3.8,91.7,1.5675,2
2024-02-08,AU,Sydney,o3,127,0.8,16.8,12.8,163.61,6.304477611940299,6
2024-02-08,AU,Sydney,pm10,141,9.0,34.0,15.0,130.98,9.9,10
2024-02-08,AU,Sydney,pm2.5,134,1.0,40.0,13.0,553.86,17.16,17
2024-02-08,AU,Wollongong,no2,38,1.0,12.1,2.8,76.18,1.1549999999999998,1
2024-02-08,AU,Wollongong,o3,23,2.4,16.0,9.6,146.2,4.728358208955224,5
2024-02-08,AU,Wollongong,pm10,47,5.0,28.0,15.0,249.12,9.9,10
2024-02-08,AU,Wollongong,pm2.5,40,1.0,48.0,13.0,849.17,17.16,17
2024-02-08,AU,Wollongong,so2,2,1.5,2.9,1.5,9.8,0.3721804511278195,0
2024-02-09,AU,Adelaide,co,24,1.2,3.6,1.7,3.01,9.35,9
2024-02-09,AU,Adelaide,no2,72,0.5,11.9,1.4,56.43,0.5774999999999999,1
2024-02-09,AU,Adelaide,o3,72,0.5,11.4,6.5,46.61,3.201492537313433,3
2024-02-09,AU,Adelaide,pm10,119,9.0,48.0,15.0,316.77,9.9,10
2024-02-09,AU,Adelaide,pm2.5,95,5.0,55.0,25.0,1123.93,33.0,33
2024-02-09,AU,Brisbane,co,23,2.0,4.5,3.3,5.14,18.15,18
2024-02-09,AU,Brisbane,no2,128,0.5,9.6,2.3,51.59,0.9487499999999999,1
2024-02-09,AU,Brisbane,o3,64,1.3,7.8,4.5,25.57,2.216417910447761,2
2024-02-09,AU,Brisbane,pm10,211,1.0,44.0,9.0,274.84,5.94,6
2024-02-09,AU,Brisbane,pm2.5,213,1.0,30.0,11.0,294.73,14.520000000000001,15
2024-02-09,AU,Brisbane,so2,13,0.6,1.1,0.6,0.58,0.1488721804511278,0
2024-02-09,AU,Canberra,co,20,0.1,3.7,0.2,30.92,1.1,1
2024-02-09,AU,Canberra,no2,6,0.5,2.3,0.5,5.19,0.20625,0
2024-02-09,AU,Canberra,o3,69,0.5,14.3,6.1,97.76,3.004477611940298,3
2024-02-09,AU,Canberra,pm10,72,2.0,18.0,9.0,117.81,5.94,6
2024-02-09,AU,Canberra,pm2.5,69,2.0,63.0,21.0,2356.32,27.720000000000002,28
2024-02-09,AU,Darwin,co,71,2.4,4.3,3.5,4.31,19.25,19
2024-02-09,AU,Darwin,no2,70,0.1,3.0,0.5,3.42,0.20625,0
2024-02-09,AU,Darwin,o3,71,1.1,10.1,4.1,43.5,2.0194029850746267,2
2024-02-09,AU,Darwin,pm10,47,1.0,17.0,7.0,89.31,4.62,5
2024-02-09,AU,Darwin,pm2.5,69,4.0,43.0,15.0,608.36,19.8,20
2024-02-09,AU,Darwin,so2,48,0.4,0.9,0.6,0.35,0.1488721804511278,0
2024-02-09,AU,Hobart,pm10,70,1.0,27.0,7.0,273.55,4.62,5
2024-02-09,AU,Hobart,pm2.5,50,5.0,21.0,9.0,236.67,11.88,12
2024-02-09,AU,Launceston,pm10,166,1.0,34.0,6.0,209.54,3.96,4
2024-02-09,AU,Launceston,pm2.5,114,5.0,72.0,9.0,577.8,11.88,12
2024-02-09,AU,Melbourne,co,60,0.9,1.5,1.0,0.26,5.5,6
2024-02-09,AU,Melbourne,no2,57,1.0,8.4,2.8,33.23,1.1549999999999998,1
2024-02-09,AU,Melbourne,o3,69,7.3,17.6,14.5,85.75,7.141791044776119,7
2024-02-09,AU,Melbourne,pm10,97,6.0,19.0,14.0,62.13,9.24,9
2024-02-09,AU,Melbourne,pm2.5,166,1.0,52.0,18.0,1164.93,23.76,24
2024-02-09,AU,Melbourne,so2,69,0.2,0.8,0.6,0.22,0.1488721804511278,0
2024-02-09,AU,Newcastle,no2,121,1.0,12.1,3.8,76.87,1.5675,2
2024-02-09,AU,Newcastle,pm10,144,6.0,43.0,18.0,511.82,11.88,12
2024-02-09,AU,Newcastle,pm2.5,138,1.0,48.0,18.0,1093.48,23.76,24
2024-02-09,AU,Newcastle,so2,94,1.5,25.8,4.3,451.42,1.0669172932330826,1
2024-02-09,AU,Perth,no2,36,1.2,23.4,3.4,372.54,1.4024999999999999,1
2024-02-09,AU,Perth,o3,68,8.0,58.0,28.0,1256.27,13.791044776119403,14
2024-02-09,AU,Perth,pm10,91,4.0,11.0,7.0,25.3,4.62,5
2024-02-09,AU,Perth,pm2.5,89,2.0,10.0,5.0,28.78,6.6000000000000005,7
2024-02-09,AU,Perth,so2,9,2.9,14.3,2.9,158.02,0.719548872180451,1
2024-02-09,AU,Sydney,co,8,1.2,2.3,1.2,3.24,6.6,7
2024-02-09,AU,Sydney,no2,114,1.0,21.3,4.7,168.46,1.93875,2
2024-02-09,AU,Sydney,o3,125,0.8,21.6,10.4,305.89,5.122388059701493,5
2024-02-09,AU,Sydney,pm10,144,1.0,25.0,15.0,164.33,9.9,10
2024-02-09,AU,Sydney,pm2.5,140,2.0,50.0,13.0,505.79,17.16,17
2024-02-09,AU,Sydney,so2,21,1.5,4.3,1.5,8.49,0.3721804511278195,0
2024-02-09,AU,Wollongong,co,8,1.2,3.4,2.3,6.05,12.649999999999999,13
2024-02-09,AU,Wollongong,no2,43,1.0,11.2,2.8,98.92,1.1549999999999998,1
2024-02-09,AU,Wollongong,o3,23,5.6,18.4,11.2,116.95,5.51641791044776,6
2024-02-09,AU,Wollongong,pm10,48,6.0,36.0,19.0,699.13,12.540000000000001,13
2024-02-09,AU,Wollongong,pm2.5,37,1.0,50.0,14.0,1324.35,18.48,18
2024-02-09,AU,Wollongong,so2,9,1.5,15.8,11.5,378.09,2.8533834586466162,3
2024-02-10,AU,Adelaide,co,24,1.1,2.2,1.6,0.84,8.8,9
2024-02-10,AU,Adelaide,no2,64,0.5,6.4,1.4,18.69,0.5774999999999999,1
2024-02-10,AU,Adelaide,o3,67,2.5,12.6,6.1,48.0,3.004477611940298,3
2024-02-10,AU,Adelaide,pm10,120,4.0,40.0,11.0,418.3,7.260000000000001,7
2024-02-10,AU,Adelaide,pm2.5,90,1.0,58.0,17.0,1038.72,22.44,22
2024-02-10,AU,Adelaide,so2,2,0.6,0.6,0.6,0.0,0.1488721804511278,0
2024-02-10,AU,Brisbane,co,24,2.4,4.0,2.9,1.57,15.95,16
2024-02-10,AU,Brisbane,no2,134,0.5,6.0,1.9,19.8,0.78375,1
2024-02-10,AU,Brisbane,o3,70,0.5,7.8,4.1,37.0,2.0194029850746267,2
2024-02-10,AU,Brisbane,pm10,202,1.0,20.0,7.0,87.29,4.62,5
2024-02-10,AU,Brisbane,pm2.5,214,1.0,24.0,11.0,254.15,14.520000000000001,15
2024-02-10,AU,Brisbane,so2,29,0.6,3.1,1.1,2.8,0.2729323308270677,0
2024-02-10,AU,Canberra,co,9,3.5,3.7,3.6,0.04,19.8,20
2024-02-10,AU,Canberra,o3,65,4.1,8.6,6.5,12.19,3.201492537313433,3
2024-02-10,AU,Canberra,pm10,70,1.0,18.0,8.0,147.1,5.28,5
2024-02-10,AU,Canberra,pm2.5,65,2.0,52.0,20.0,1323.84,26.400000000000002,26
2024-02-10,AU,Darwin,co,69,2.3,4.5,3.4,5.11,18.7,19
2024-02-10,AU,Darwin,no2,65,0.1,2.5,0.4,1.78,0.165,0
2024-02-10,AU,Darwin,o3,72,0.9,6.5,3.1,21.56,1.526865671641791,2
2024-02-10,AU,Darwin,pm10,50,1.0,11.0,5.0,45.71,3.3000000000000003,3
2024-02-10,AU,Darwin,pm2.5,70,1.0,47.0,14.0,610.11,18.48,18
2024-02-10,AU,Darwin,so2,46,0.4,0.9,0.5,0.32,0.12406015037593984,0
2024-02-10,AU,Hobart,pm10,72,5.0,26.0,10.0,101.78,6.6000000000000005,7
2024-02-10,AU,Hobart,pm2.5,27,9.0,21.0,13.0,63.36,17.16,17
2024-02-10,AU,Launceston,pm10,166,5.0,20.0,11.0,83.63,7.260000000000001,7
2024-02-10,AU,Launceston,pm2.5,114,9.0,34.0,13.0,159.56,17.16,17
2024-02-10,AU,Melbourne,co,69,0.8,2.2,1.3,1.83,7.15,7
2024-02-10,AU,Melbourne,no2,54,1.9,7.5,3.8,26.92,1.5675,2
2024-02-10,AU,Melbourne,o3,69,6.4,44.0,12.8,1712.74,6.304477611940299,6
2024-02-10,AU,Melbourne,pm10,98,5.0,44.0,28.0,815.95,18.48,18
2024-02-10,AU,Melbourne,pm2.5,163,5.0,69.0,34.0,2477.01,44.88,45
2024-02-10,AU,Melbourne,so2,18,0.2,0.9,0.2,0.66,0.04962406015037594,0
2024-02-10,AU,Newcastle,no2,14,1.0,7.5,1.0,54.09,0.4125,0
2024-02-10,AU,Newcastle,pm10,144,5.0,54.0,20.0,644.89,13.200000000000001,13
2024-02-10,AU,Newcastle,pm2.5,135,1.0,59.0,21.0,1274.13,27.720000000000002,28
2024-02-10,AU,Newcastle,so2,13,1.5,14.3,1.5,177.96,0.3721804511278195,0
2024-02-10,AU,Perth,no2,33,1.2,25.6,6.7,608.43,2.76375,3
2024-02-10,AU,Perth,o3,69,2.0,53.0,33.0,1682.62,16.253731343283583,16
2024-02-10,AU,Perth,pm10,90,3.0,14.0,7.0,28.61,4.62,5
2024-02-10,AU,Perth,pm2.5,90,2.0,14.0,6.0,41.67,7.92,8
2024-02-10,AU,Perth,so2,16,2.9,5.8,2.9,16.82,0.719548872180451,1
2024-02-10,AU,Sydney,co,6,1.2,2.3,1.2,3.63,6.6,7
2024-02-10,AU,Sydney,no2,87,1.0,9.3,1.9,27.66,0.78375,1
2024-02-10,AU,Sydney,o3,133,1.6,20.0,12.8,110.25,6.304477611940299,6
2024-02-10,AU,Sydney,pm10,144,2.0,36.0,18.0,465.91,11.88,12
2024-02-10,AU,Sydney,pm2.5,141,1.0,50.0,19.0,873.8,25.080000000000002,25
2024-02-10,AU,Sydney,so2,11,1.5,1.5,1.5,0.0,0.3721804511278195,0
2024-02-10,AU,Wollongong,co,3,1.2,1.2,1.2,0.0,6.6,7
2024-02-10,AU,Wollongong,no2,28,1.0,5.6,1.0,16.7,0.4125,0
2024-02-10,AU,Wollongong,o3,37,9.6,20.8,13.6,52.78,6.698507462686567,7
2024-02-10,AU,Wollongong,pm10,48,12.0,34.0,20.0,355.85,13.200000000000001,13
2024-02-10,AU,Wollongong,pm2.5,45,1.0,72.0,22.0,2331.95,29.040000000000003,29
2024-02-10,AU,Wollongong,so2,3,2.9,5.8,5.8,28.03,1.439097744360902,1
2024-02-11,AU,Adelaide,co,24,1.4,3.0,1.9,1.51,10.45,10
2024-02-11,AU,Adelaide,no2,84,0.5,17.0,3.2,101.37,1.32,1
2024-02-11,AU,Adelaide,o3,67,0.5,17.9,8.6,243.16,4.235820895522387,4
2024-02-11,AU,Adelaide,pm10,120,6.0,52.0,16.0,527.87,10.56,11
2024-02-11,AU,Adelaide,pm2.5,94,3.0,59.0,25.0,1650.46,33.0,33
2024-02-11,AU,Adelaide,so2,2,0.6,0.6,0.6,0.0,0.1488721804511278,0
2024-02-11,AU,Brisbane,co,23,1.9,3.4,2.4,1.24,13.2,13
2024-02-11,AU,Brisbane,no2,97,0.5,4.6,1.4,8.6,0.5774999999999999,1
2024-02-11,AU,Brisbane,o3,65,1.3,7.4,5.3,37.61,2.6104477611940298,3
2024-02-11,AU,Brisbane,pm10,209,1.0,45.0,13.0,364.79,8.58,9
2024-02-11,AU,Brisbane,pm2.5,209,1.0,55.0,19.0,826.65,25.080000000000002,25
2024-02-11,AU,Brisbane,so2,10,0.6,1.1,0.6,0.25,0.1488721804511278,0
2024-02-11,AU,Canberra,co,9,0.1,3.8,3.7,34.76,20.35,20
2024-02-11,AU,Canberra,no2,6,0.5,4.6,1.0,24.67,0.4125,0
2024-02-11,AU,Canberra,o3,69,2.1,11.8,6.5,42.52,3.201492537313433,3
2024-02-11,AU,Canberra,pm10,65,1.0,19.0,7.0,182.1,4.62,5
2024-02-11,AU,Canberra,pm2.5,57,1.0,47.0,13.0,1405.87,17.16,17
2024-02-11,AU,Darwin,co,66,2.3,4.6,3.4,6.49,18.7,19
2024-02-11,AU,Darwin,no2,62,0.1,1.9,0.3,0.98,0.12374999999999999,0
2024-02-11,AU,Darwin,o3,65,1.9,6.7,4.8,19.67,2.364179104477612,2
2024-02-11,AU,Darwin,pm10,45,1.0,11.0,7.0,88.91,4.62,5
2024-02-11,AU,Darwin,pm2.5,64,1.0,27.0,13.0,413.85,17.16,17
2024-02-11,AU,Darwin,so2,44,0.4,0.9,0.5,0.31,0.12406015037593984,0
2024-02-11,AU,Hobart,pm10,71,3.0,15.0,8.0,76.57,5.28,5
2024-02-11,AU,Hobart,pm2.5,30,9.0,17.0,13.0,65.47,17.16,17
2024-02-11,AU,Launceston,pm10,165,4.0,23.0,10.0,75.18,6.6000000000000005,7
2024-02-11,AU,Launceston,pm2.5,104,5.0,25.0,13.0,137.52,17.16,17
2024-02-11,AU,Melbourne,co,57,0.9,2.5,1.4,1.81,7.699999999999999,8
2024-02-11,AU,Melbourne,no2,48,1.9,11.2,5.6,85.63,2.3099999999999996,2
2024-02-11,AU,Melbourne,o3,69,1.6,28.9,18.4,1065.2,9.062686567164178,9
2024-02-11,AU,Melbourne,pm10,99,3.0,50.0,18.0,853.12,11.88,12
2024-02-11,AU,Melbourne,pm2.5,162,1.0,62.0,20.0,1789.14,26.400000000000002,26
2024-02-11,AU,Melbourne,so2,3,0.2,0.2,0.2,0.0,0.04962406015037594,0
2024-02-11,AU,Newcastle,no2,45,1.0,5.6,1.9,18.27,0.78375,1
2024-02-11,AU,Newcastle,pm10,144,21.0,100.0,32.0,1720.26,21.12,21
2024-02-11,AU,Newcastle,pm2.5,142,4.0,58.0,27.0,1141.51,35.64,36
2024-02-11,AU,Newcastle,so2,28,1.5,4.3,1.5,6.71,0.3721804511278195,0
2024-02-11,AU,Perth,no2,47,1.2,18.9,4.5,217.39,1.85625,2
2024-02-11,AU,Perth,o3,69,4.0,82.0,26.0,3246.14,12.805970149253731,13
2024-02-11,AU,Perth,pm10,92,10.0,20.0,14.0,51.97,9.24,9
2024-02-11,AU,Perth,pm2.5,92,8.0,30.0,15.0,222.04,19.8,20
2024-02-11,AU,Perth,so2,8,2.9,8.6,5.8,56.73,1.439097744360902,1
2024-02-11,AU,Sydney,no2,42,1.0,9.3,1.9,35.36,0.78375,1
2024-02-11,AU,Sydney,o3,133,0.8,19.2,12.8,202.19,6.304477611940299,6
2024-02-11,AU,Sydney,pm10,144,4.0,32.0,20.0,234.16,13.200000000000001,13
2024-02-11,AU,Sydney,pm2.5,141,2.0,46.0,19.0,613.07,25.080000000000002,25
2024-02-11,AU,Sydney,so2,3,1.5,1.5,1.5,0.0,0.3721804511278195,0
2024-02-11,AU,Wollongong,no2,14,1.0,2.8,1.0,5.52,0.4125,0
2024-02-11,AU,Wollongong,o3,44,4.0,19.2,14.5,170.67,7.141791044776119,7
2024-02-11,AU,Wollongong,pm10,48,13.0,42.0,21.0,437.65,13.860000000000001,14
2024-02-11,AU,Wollongong,pm2.5,46,3.0,48.0,18.0,1234.52,23.76,24
2024-02-12,AU,Adelaide,co,24,1.0,3.5,1.7,3.87,9.35,9
2024-02-12,AU,Adelaide,no2,91,0.5,22.0,4.6,249.24,1.8974999999999997,2
